"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","CHL","CHN","CXR","COL","COG","COD","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","GEO","DEU","GHA","GIB","GRC","GRD","GUM","GTM","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ANT","ABW","NCL","VUT","NZL","NIC","NER","NGA","NOR","PAK","PAN","PNG","PER","PHL","PCN","POL","PRT","QAT","ROU","RUS","SHN","LCA","SMR","STP","SAU","SEN","SRB","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SWZ","SWE","CHE","SYR","THA","TGO","TTO","ARE","TUN","TUR","TKM","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WSM","YEM","ZMB","PRY","BRN","KIR","GIN","LBY","NFK","FSM","PLW","TLS","RWA","SYC","SUR","TON","UZB","ARM","GMB","IRQ","COM","BEN","DJI","GAB","MRT","SDN","GUY","LAO","LBR","KNA","SPM","VCT","TCA","BTN","MYT","PSE","GRL","LSO","MHL","SOM","TJK","VGB","TUV","TCD","ERI","GNB","CAF","WLF","ATF","BMU","COK","AIA"
"RUS",2.128,0,110.479,0,0,0,0,1.108,11.093,44.024,0,0,0,0,0.178,0,0,0,1.289,0,0,1.563,0,0,1015,0,0,55.515,0,0,0,0.149,503.84,0,0,0,0,0,0,0,1.402,1182.556,1.195,0,0,0,0,0,0.183,0.002,0,6.169,14.028,0,0.216,1171.071,0,0,3.056,0,0,0,0,0,81.222,22.732,0,0,0.072,1594.047,103.036,52.501,0,0,85.614,56.322,0,0,0,6137.803,0,1.377,0.001,0,27.966,0.441,0,0,0,0,0,0,1033.185,0,29.669,0.158,5.908,0.096,0,15.149,0,0,0,0,1.004,0,0,0,0,0.361,0,0,0.103,1.086,0,0,0,0,0,0,17.533,430.269,0,0.11,0,0,0,0,0,0.478,0,0.084,0,3.424,43.807,2.124,121.899,8.173,2.393,0,432.653,0,0.235,47.956,60.45,0,0,0,0,0,0,1.284,0,897.406,0,0,64.083,0,536.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.989,4.209,0,0.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.158,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.042,0,0,0.352,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,1.877,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.715,0,0,0,0,0,0.165,0,0,0,0,0,0,0,0,0,0,8.328,0,0,3.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.024,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,16.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.199,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0,8.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,0.12,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,14.193,0,0,0,0,2.518,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1.044,0,0,0.404,0,0,0,0,0,0,0,0,0,0.272,0,0,0,1.909,0,4.439,0,0,0.016,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.603,0,0,0,0,0,0,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0.639,0,0,0,0,0,0,0,0,0,0,0,0,0.913,0,0,0,0,0,0,0,0.032,0,0,0.194,0.017,0.552,0,0,0,23.177,0,4.242,0,0.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",5812.189,0,1028.433,0,0,0,0,2.081,11044.233,46.076,0,0.407,2739.572,0,3212.907,5.913,0,42.364,13.088,0,0,6.258,16.32,0,0,0,2.03,679.662,0,0,314.646,9.326,2477.369,0,22.864,48.67,0,36.238,7.961,0,5.53,8893.017,15.945,0,36.5,0,0.816,0,67.545,0,1.408,2.343,13126.522,0,0,248969.311,13.953,4.444,2095.867,0,0,0,0,0,360.644,678.305,0,1297.007,0,66.214,178.335,23096.53,0,0,563.433,0.075,12.251,4188.903,4.863,97.138,6.41,0,0,0,0,739.168,0,0.089,60.183,458.271,14.274,122.461,0,2.234,81.781,0,0,0,0,2.607,0.079,3.854,5.796,2334.218,19877.903,0,0,6.33,0,2.69,1.509,0,1366.439,22824.735,2.637,80.039,0,12.235,87.57,0,120.283,84.505,1.897,32.055,354.108,0,0,0,0,19.691,1550.71,0.017,0,0,8261,0,120.175,433.543,204.491,28.363,34430.859,0,9.998,133.913,0.316,240.036,15.794,0,1588.944,0.666,335.55,0,814.965,0.154,0,19.393,269.329,1011.363,13304.25,144.535,0.031,0.428,0,1.249,5.643,0,0,0,0,0,0,0,0,0,0,0,190.538,0,0,0,0,102.313,0,0,27.375,0,0,562.216,0,271.659,0,0,0,0,0,85.792,0,0.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",0,0,2.047,0,0,0,0,2.496,2219.277,86.065,0,0,2497.632,0,266.768,1.714,0,0.076,237.482,0,22.874,1.847,152.365,0,1.1,222.374,1.661,135.531,0,0,82.049,30.737,23900.116,0,68.868,0,0,3.603,0.686,0,0,14.299,14.321,0,0,6.249,0,0,0,1665.638,6.351,310.047,313.544,0,0,38955.453,39.574,0,5.992,0,0.913,0,0,0,70783.705,1362,0.272,25521.994,200.103,35.958,115.241,178.807,0,4.581,7485.613,0.067,0,11.19,0,9532.91,0.096,0,0.246,0,0,0,4.202,0,0,59221.849,53.449,0,0,43.622,372.374,0.858,0,0,0,7.61,0,0,0,248.418,218.651,0,0,0,1.336,189.765,0,0,670.257,126.552,438.337,13.113,0,22.777,9554.511,0,4.399,0,0,7.172,425.485,0,0,0,0,24.689,0,0.921,0,9807.473,0,43.782,1520.737,8.947,12.204,0.084,197.564,0,83.992,1887.765,1.312,8974.275,0,0,144.353,0.447,36.714,0,15.115,199.512,0,66.661,466.371,0.119,22597.983,0,0.056,0,0,125.614,0.057,0,104.021,4.623,0,0,0,0,0,0,0,0.767,0,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0,0,0,0,0,0,0,10.181,0,0,0,0,173.938,0,0.043,0,0.053,0,0,2.643,0,0,0.069,0,0.013,0.267,0,0,0,0,27.205,0,0.042,0,0,0,0.197,0,0.01,6549.194,0.379,0,0,0,0,0,0,0.071,0,5.613,1.292,0,0,128.906,0,0,0,0,0,0,0,0,19.683,475.25,0,25.983,0,1.353,0.659,132.833,0,0,0,0.228,0,0,0,4.103,0,0,0,0.039,3.993,0,0,0,0,0,0,0,0.001,0,21.477,0.288,0.035,0,0,0,0,0,0,0,648.671,0,0,0,0,0.197,0.463,0,0,0.583,0,0,0,0,0,0,5.708,0.013,0,1.104,16.588,0,0,0,0,0,0,0.283,0,2.821,0.174,0,0,0.11,1.941,0,9.55,0,0,75.992,0,4.783,0,0,0,0.615,2.068,0,19.145,0,0,0,2.114,0,8.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0,0,0,0,0,0,0,0,0,0.9,715.734,0,6.516,0,0,0,0,342.535,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.803,0,0,2.71,0,0,0,0,0,0,0,0,131.578,0,0,7.265,0,0,0,5.321,0,0,711.911,0,0,0,0,500.792,0,0,0,0,0,0.829,0,0,0,32.961,0,0,0,0,9.338,0,0,0,0,0,0,0,0,0,6.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,1.873,0.007,0,0,0,0,0,0,0,0,0,311.782,0,0,0.448,0.406,0,118.318,0,0,0.076,0,1.139,0,0,0,0,0,0,0,0,0,0,0,0,23.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,0,0,0,0,0,0,108.712,34.22,0,0,0,0,11730.558,0.057,38.045,0,0,0,0,0.109,0,0,0.424,0,0,49.43,0,0,0,0,2.656,0,0,0.091,0,0,127.505,0,0.24,4.089,4.632,0,0,0,0,0,0,0,0,2.211,10.438,0,0,10640.334,0,0,0.891,0,0,0,0,0,10.035,583.021,0,0.374,0,0.618,0,629.135,0,0,0,0.22,0,0,0,0.073,0,0,0,0,5.962,0,0,0,0,0,0,0,0,0,0.078,0,0,0.728,0,0.561,0,0,0,0,5589.089,0,0,0,0,0.022,0,0,0,0,0.072,0,0,0,0,0,96.708,0,0,0.809,40.351,0,0,0,0,0,0,55.225,0,0,0,0.468,0.253,0,0.116,0,85.037,0,4.982,40.335,0,8.335,0,0,0.836,0,0.013,0,0,0.046,1.63,42.747,26.636,0,43.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,0,157.072,0,0,18.497,52.448,36.359,0,0,0,0.545,11703.679,0,0,545.084,0,0,0,0,0,0,4.6,0,7.831,4.635,0,0,0,0.806,1.437,0,17.152,895.886,81.2,0,0.382,0,1.925,0.106,255.752,0,4.271,0,0,0,27.716,0,0,35.513,112222.141,2493.625,0,2692.186,400.713,0,0,0,0,0,0,0,0.048,0,0,0,0,6.341,238.747,6.171,1581.903,0,0,6.131,0,332.678,0,42.471,0,0,0,0,0,0,0,36.6,118.371,1.864,0,1.719,0,32.882,16.941,0,0,0,0,1300.252,314.859,0,216.522,0,22.868,0,0,76.623,0,0.062,0,146.256,892.427,2.038,0,0,0,0,0,0,5.446,5.341,0,0,0,11.266,0,0,0,42.333,286.915,0,0,1.184,29.623,0,0,0,0,74.649,5.558,7.394,0,2.978,0,19.237,2.186,0.241,0.091,56.359,0,0,19.342,0,0,34.337,47.245,47.6,321.705,1.876,0,220.272,0,0,377.965,0,0,0,0,0,0,0,0,0,47.67,0.708,0,0,0,0,0,0.23,0.017,0,0,12.401,19.716,174.037,0,0,0,0,0,0,0,0,0,0,0,6.694,0,0,0,0,0,0,0.245,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,3.135,12388.304,78.848,155.595,0,0,114.328,403.669,869.255,0,179.684,1.683,0,12864.434,620.342,0.473,0,116.291,2.23,0,5303.885,0,0,4.477,0,0,120.847,175.1,0,0,103.155,9895.167,0,489.261,27.038,0,0.84,9.298,29.93,332.629,12915.938,30.021,0,19.114,20.972,22.576,0,0,1.687,0,5.527,85213.369,597.067,0.329,314107.397,3.172,0,12638.87,0,0,65.342,0,1.775,1024.461,21.528,0,43.365,5.902,9.53,1211.154,130170.707,0.121,47.408,350.843,0.259,0.16,112.844,0,35.554,1.353,0,849.59,1.37,52.205,1642.975,0,19.824,0,11.618,0,0,39.181,1.002,602.632,0,9.671,1.393,0,910.31,1025.44,0.768,0,298.311,66434.249,106.641,0,0,0,2.105,73.454,42.071,523.901,3.227,0.443,19.966,0,31.087,0.874,0,365.473,53469.357,6.735,34.299,1.671,0,0,0,0,26.009,514.374,8.001,303.025,8491.124,261.828,22.631,0,37.255,5.698,0,0,0,673.069,1298.566,75.81,20.198,2.888,0.714,63.338,13.42,345.218,0,0,24.437,0.691,1.34,1467.004,53.51,6119.123,159.934,20.389,2983.748,0,72.989,0,55.657,0.259,0,106.258,0,0,0,0,0,23.149,0,0,0,0,0,0.38,0,0,247.897,0,0,15.642,0,0,0,0,0,0,0,0,0,130.229,0,0,0,0,0,0,0,0,0,0,8.672,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,5.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0.208,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,6.026,0,0,0,1.078,10.94,99.875,1663.367,0,0.657,0,5.191,16799.2,0.281,1.489,0,224.351,0,0,3.059,0,0,0.8,0,0.09,211.81,0,0,0.131,10.253,1774.709,0,3.155,0,0,20.11,11.389,0,52.751,12230.121,5952.633,0,3.562,0.982,0,0,494.671,583.777,0,5666.942,19111.038,0,0,257361.059,0.258,0,9.238,0,0,5.101,0,0,1605.906,562.709,13.539,6.396,1.577,471.324,212.243,43001.071,0,4.569,3147.799,0.554,10.253,17.35,0,39.749,0.131,0.131,0,36.922,407.37,23.461,53.76,0,0,27.941,6.558,0,246.587,0,94.261,0,0,0,0,262.953,0,0.263,0,0,17366.327,0,0,0,0,2.237,0,0,2.366,1145.126,1.532,0.81,0,1.615,0.421,0,1878.52,25.691,0,40.813,433.416,0,0,0,0,12.619,1.539,9.531,0,353.595,1293.468,44.825,24.031,67.956,17.217,0,40147.718,0,0,769.4,0.263,751.014,0,34.068,67.693,3.916,86.621,0,39.19,11.542,2.518,21.761,4302.316,0.952,35510.431,0,0,28.782,0,0,0,5.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,23.441,0.139,3.169,0,0,25.107,88.196,1788.965,0,11.91,1.416,0,359.105,0.516,0.56,0,418.213,0,0,8.102,0,0,3.469,0,1.375,314.134,0,0,299.918,61.305,221.909,0,17.106,0,0,6.647,30.57,7.425,46.033,151.469,152.088,0,0.552,0.915,0.59,0,1.41,7.518,0,82.858,8500.81,1.065,1.097,24375.686,2.325,0,62.815,0,0,1.297,0,0,20084.243,793.159,2.181,14.082,63.4,12.081,418.501,25450.036,2.457,0,2432.946,3.955,4.247,35.637,0,178.338,26.73,0,1.741,3.525,1.003,43.375,0,0,0,54.031,0,0,15.154,0.449,148.029,0,0.049,0,0,52.526,0,117.759,0,0,1134.881,0,0,0.237,0,22.172,0,0,48.795,73.064,3.32,2.563,0,15.089,1362.062,0,104.882,23.507,2.494,281.048,84.766,0,0,22.371,0,128.655,0,48.174,0,142.201,131.609,10.71,8.089,19.923,33.829,0,849.668,0,109.606,0,5.919,2143.508,0,0,90.032,2.051,55.052,19.185,0.372,6.833,3.531,8.289,1099.94,0,3016.76,4.947,9.77,13.461,0,3.207,0,0,0,0,0,0,0,0,0,0,0,5.067,0,0,0,1.333,0,4.422,0,0,0,3.381,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0.732,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,3.799,0,0,0,0,36.393,1087.541,8.17,0,0,7.678,0,929.923,0,0.31,0,1761.665,0,0,93.637,176.296,0,1.6,32.002,0,2747.355,0,0,6.734,2.539,14713.043,0,10.666,2.336,0,0.237,3.285,0,0,8447.206,0.812,0,0.136,0,0,0,0,115.249,0.351,2.301,1204.649,0,0.148,21933.422,0,0,0,0,0,0,0,0,54506.591,3400.379,1.105,754.619,0,0.14,63.492,2503.31,0,0,42306.36,0.063,55.561,2.413,0,10019.069,0,0,0,0.353,0.401,0.435,183.319,0,0,13918.493,18.14,0,0.84,0,1995.541,0,0.338,0.043,0,0.726,0,0,0,28.198,76.595,0,0,0,0,386.732,0,0,0,241.264,57.294,0,0,2.082,78.192,0,115.608,1.988,0,50.028,278.865,0,0,0,0,35.596,0,16.615,0,932.235,42115.369,101.09,292.143,95.383,42.862,0,615.935,0,1.63,3.041,6.196,0,0,0,2345.562,122.622,356.107,0,13.176,151.298,422.399,0,1227.547,45.361,22953.432,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,109.402,0,0,0,0,239.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0.149,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,0,0,0,0.169,0,0,0,0,145.823,0,0,0.615,0,0,0,0,0,0,0,0,0,0,2.497,0,0,0,0,0,0,2.093,0,483.115,0,0,0,0,0,0,0,0,0,1.481,0,0,0,0,0,0.943,0,0,2.365,0,0,8.579,5144.743,0.194,0,0,0,0,0,0,0,8.227,0,0,0.028,0,0,0,0,0.333,0,0,0.066,1.306,20.915,0,1.502,0,0,0,0.081,0,0,0,1.489,0,0,17.368,0,0,0,0,0,0,0,0,0,7.612,53.165,0,0,1.395,0,0,0,0,0,0,0,78.326,0,51.214,0,0,0,0,0,0,1982.294,0,0,0,0,0,0,0,0,4.749,0,0,2107.069,0,0,0,0,6.623,0.588,10.46,0,0,0.846,0,0,0,0,0,16.249,0,0,111.772,0,0,15.365,19.615,214.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.053,0,0,0,0,0,6.176,0,0,0,2.731,0.196,0,33.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
