"ALB","DZA","AND","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","CMR","CAN","LKA","CHL","CHN","COL","COG","COD","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","DEU","GHA","GIB","GRC","GRL","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBY","LTU","MAC","MDG","MWI","MYS","MLT","MUS","MEX","MDA","MAR","OMN","NPL","NLD","ANT","NZL","NER","NGA","NOR","PAK","PAN","PNG","PER","PHL","POL","PRT","GNB","QAT","ROU","RUS","RWA","KNA","VCT","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWE","CHE","SYR","TJK","THA","TTO","ARE","TUN","TUR","TKM","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","SCG","ZMB","PRY","SLB","CXR","KIR","NRU","NCL","VUT","NFK","MHL","TON","WSM","KHM","MOZ","YEM","AGO","CAF","ATG","GRD","MLI","SPM","MNG","LCA","TGO","NIC","MDV","TCD","COM","BEN","GNQ","DJI","MRT","STP","ERI","LBR","MNP","TKL","PLW","CCK","COK","TUV","CPV","CYM","SOM","TCA","ABW","AIA"
"PHL",0,0,0,0,16.604,415.898,5.758,0,0,0,0,0,16.986,0,0,0,0,0,0,0,0,0,0,0,0,0,193.065,0,0,0,0,0,0,0,0,0,0,1.363,1.852,0,0,0,0,0,0,0,334.807,809.811,0,0,0,0,10864.5,0,0,0,0,0,0,0,0,0,285.61,0,0,0,0,0,0,9.652,0,0,2498.468,0,0,0,0,12.214,0,0,0,0,0,0,0,0,0,0,4.032,0,0,5.472,0,1857.278,0,0,794.758,0,40.828,0,0,1.847,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,350.08,0,0,0,0,0,284.989,0,0,0,7.208,0,0,3289.595,0,0,0,4.242,0,0,0,0,0,294.256,0,10256.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0,0,0,1.147,0,141.881,0,0,0,0,0,22.551,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,18.246,0,0,0,0,0,0,0,252.822,129.732,0,0,0,0,0,11.702,0,0,11.532,0,0,0,0,4211.556,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,41.3,0,0,0,0,0,0,0,0,0,0,0,0,34.059,0,82.624,0,0,0,0,0,0,0,0,0,0,0,118.821,0,0,0,0,46.524,0,0,0,0,0,0,2.24,0,0,2,420.022,0,0,0,0,0,0,0,0,0,69,0,0,0,0,86.763,0,0,0,8.447,0,0,39.478,0,0,0,0,0,0,381.491,0,0,63.689,0,101,0,5.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,0,0,54.396,58.079,6734.005,0,0,0,0,0,4339.173,0,0,0,0,220.053,0,0,0,0,0,0,0,0,9.296,0,0,19.948,0,0,0,9.718,0,0,10.549,2.21,38.564,0,0,0,0,0,0,0,6.365,8748.88,0.859,0,0,0,7422.876,164.657,0,0,0,0,0,0,0,0,17.949,1128.275,0.855,0,0,10.513,2.021,3870.957,0.717,0,161.064,0,0,0,0,7.48,9.346,0,0,0,0,0,0,0,1.464,0,0,0,0,1.435,0,24.877,0,0,4726.787,0,13.587,0,0,8.285,0,0,0,0,0,651.301,0,61.055,0,11,0,0,0,0,0,0,0,0,0,95.19,0,0,4.269,3.161,0,2191.509,0,0,23.979,10.093,65.481,0,2.028,0,0,0,10.17,0,0,0,0,0,6946.963,0,483.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.578,0,425.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,1.697,0,0,0,0,0,0,0,0,31.028,0,0,0,0,0
"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0,0,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",1.541,0,0,0,0,0,0,0,0,0,0,0,1.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.252,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,25.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90.124,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,9.504,0,34.224,2.471,12.745,3.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.079,0,0,0,0,1.399,0,1.91,5438.71,0,0,0,0,16.96,0,0,50.355,8.093,0,0,0,0,0,0,0,9.928,17.288,0,0,16.36,0,651.47,0,0,0,0,0,0,0,0,0,34.004,3.316,0,0,0,0,89.003,3.008,0,0,84.626,242.167,0,0,2.162,63.864,0,15.256,0,0,6.543,0,2.518,0,0,0,59.399,0,0,0.597,32.184,0,0,0,3.108,0,0,0,0,0,45.725,0,0,10.324,0,0,0,0,0,2,0,0,0,0,0,0,0,0,546.941,0,480.236,0.559,0,0,0,0.899,0,0,31.175,1.667,1.081,0,0,0,0,2.009,0,1.508,0,415.895,0,0,245.84,0,79.178,0,0,4514.654,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,4.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1.069,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,19.272,0,0,0,0,0,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0,104.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.625,0,0,0.878,0,0,1.49,0,0,1.899,0,0,0,0,0,0,806.877,0,3.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508,0,0,6.093,0,0,0,0,0,0,0,0,0,12.937,0,28.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.644,0,1350.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",0,0,0,0,0,30.223,0,0,0,49.128,0,0,0,0,0,0,0,0,0,0,3.568,0,0,0,0,0,9.599,15.791,1.035,0,0,0,0,0,0,0,8.84,0,3.416,0,0,0,0,0,0,0,4.882,56.88,0.537,0,0,0,412.689,0,0,0,0,0,0,0,0,0,134.982,4,0,0,0,0,38,4.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,0,10.908,33.395,0,0,0,12.295,0,0,0,0,0,10.147,0,0,0,0,8.427,0,0,0,0,0,0,0,0,0,6.822,0,0,0,0,374.177,0,0,0,2.052,0,0,0,0,0,17.726,0,0,149.81,0,16.845,0,0,0,0,0,0,0,229.354,0,737.634,0,0,0,0,0,13.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",0,6.583,0,0,1343.368,1836.641,202.927,0,2.911,90.084,0,0,212.011,0,0,0,0,871.817,0,0,2943.229,1.003,525.099,0,0,0,995.781,63.87,12.307,3457.284,73.285,0,0.695,44.655,0,0,1.706,13.611,269.139,0,0,0,18.005,0,0,11.468,86.651,2009.538,4.123,0,0,0,49205.887,0,0,67.113,0,0,0,0,0,0,4859.055,68.674,0.566,410.568,184.906,29.194,5640.925,130.956,22.174,0,5493.611,10.163,3.449,2.35,126.149,722.945,18.58,0,4.008,0,0.886,0,0,198.348,2.631,0,13798.781,2.367,36.388,175.386,0,0.513,7.187,66.406,2010.737,0,482.368,0,32.332,64.308,155.269,77.208,51.813,0.772,1564.35,472.383,14.701,0,2.27,217.643,363.316,0,0,0,708.49,0,96.758,0,870.191,0,0,1563.778,3.054,1241.127,3.014,617.079,3.185,0,269.097,58.313,14.641,0,14782.375,0,1107.268,1.692,57.434,0,0,132.727,0,30.794,5238.033,28.352,7675.887,0.894,2.073,0,1.713,5,0,0,0,0,0,0,10.132,0,0,0,0,0,48.758,0,361.677,1.234,0,0,0,0,0,6.971,0,0,0,68.394,0,0,0.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0,0,0,1.187,83.637,0,0,0,0,0,156.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.39,0,0,0,0,0,0,0,0,0,257.231,0,0,0,0,77.088,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,33.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.336,0,0,0,0,0,0,0,0,0,0,0,26.538,1.877,0,0,0,0,53.401,1.196,0,0,0,0,0,0,3.11,0,0,7.62,0,0,21.42,0,1.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.163,0,0,0,0,0,0,0,0,0,0,0,0,2.736,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,0,0,0,5.834,44.004,0,0,0,0,0,708.411,0,0,0,43.302,0,0,0,0,0,0,0,0,0,0,0,0,0,1.079,0,0,0,211.989,0,0,12.414,0,0,0,0,0,0,0,0,0,2.205,0,0,0,0,357.267,0,0,0,0,0,0,0,0,0,0,31.58,0,0,70.06,0,0,107.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.079,14.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.804,0,0,0,0,2.1,0,0,0,0,5.48,15.297,0,15.747,0,4.816,0,0,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,0,3.252,537.01,146.696,0,0,0,0,0,11114.782,0,0,0,0,16.061,0,0,0,4.934,0,0,0,0,50.272,0,8.069,486.311,0,0,36.793,0,0,0,0,1.989,0,0,0,0,0,0,0,0,0,328.6,0,0,0,0,193.754,273.444,0,1307.277,0,0,0,0,0,0,9.44,1,3.113,0,0,0,68.688,4.418,0,0,58.807,0,0,88.026,0,27.328,1241.156,0,0,0,0,0,0,0,1.15,91.284,2.036,0,26.202,0,0,0,0,0,7012.724,0,28.824,0,1.819,2.308,0,0,0,0,3.893,0,60.018,0,0,0,14.571,0,0,0,51.72,0,1.125,0,1100.726,36.731,0,0,0,0,1174.413,4.8,6.012,0,3.132,67.621,0,0,23.853,0,291.592,0,6.241,0,178.495,0,0,1577.497,819.752,48.544,165.512,0,2.429,10.842,0,0,463.312,0,0,0,0,0,0,0,0,0,0,0,0,74.386,0,61.959,0,0,0,7.528,0,0,0,21.432,0,0,1.493,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.232,0,0,0,0,1.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,45.674,187.85,0,1963.95,130.18,49.519,0,0,0,0,5.483,785.001,0,0,22.279,0,1412.344,0,0,0,3.641,0,0,0,2.706,27.883,2.92,43.06,59.054,233.137,0,0,162.248,5.479,212.417,117.113,60.544,322.133,0,0,47.182,0,0,0,0,12.734,3585.691,1.504,0,0,15.775,1572.524,0,0,128.258,0,10.485,0,0,0,18.164,771.518,30.968,23.414,63.055,2.831,70.42,41.475,1011.727,0.873,0,41.221,0,0,0,0,62.072,7.887,0,0,9.02,4.224,0,25.22,0,0,0,64.057,0,1.099,92.628,0,181.822,0,0,814.974,0,9.593,0,0,84.963,0,4.857,0,76.7,2.611,1193.142,2941.426,25.441,0,16,55.609,0,0,0,2.269,2.471,0,0,424.452,179.591,0,0,2.652,78.842,0,0,0,0,197.693,266.989,0,0,201.398,0,69.717,20.502,242.925,0,0,0,0,8.684,1863.872,0,1015.563,0,86.839,0,27.96,0,0,14.957,0,0,0,0,1.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.198,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,2.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,0,0,226.054,3872.038,319.501,0,11.784,0,0,0,324.192,0,0,6.358,0,290.444,0,0,0,0.894,0,0,0,0,554.355,1.79,35.833,134.429,10.823,0,0,5.568,48.567,4.325,12.469,81.994,2434.138,0,0,71.04,0,25.209,558.331,0,3977.431,1472.464,1.504,0,0,0,16294.441,48.031,0,46.214,0,0.84,0,0,0,0,457.457,1.044,9.853,0,3.58,27.297,1830.84,1100.298,0,0,1469.754,0,0,0,0,690.791,3.132,2.8,0,0,23.353,0,26.453,1.674,0,0,34.59,0,0.745,51.093,0,11.634,0,0,719.29,0,532.153,0,0,2975.88,4.027,8.212,0,4.9,46.929,172.778,149.06,0,0,32.93,384.112,0,0,0,35.712,0,0,0,4.176,179.457,31.325,0,62.952,51.427,0,579.078,0,0,0,359.555,0,0,280.139,0,8.949,35.516,75.454,0,0,144.4,1.193,16.258,6831.307,0.825,4653.167,0,52.839,7.458,36.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,973.38,0,0,26.907,2955.827,3117.168,0,0,0,0,0,1217.194,0,0,0,1.213,187.547,0,0,2.832,4.532,0,0,0,33.194,684.228,20.23,15.662,1946.766,487.881,0,0,7.45,144.079,0,70.65,320.649,376.144,0,0.934,50.279,0,17.927,5.299,0,911.628,15113.106,2.364,2.711,0,0,36795.661,5.025,0,51.572,0,13.927,2.852,0,11.49,1.985,1337.521,21.212,94.14,8.431,50.77,329.089,228.361,3373.431,0.838,7.25,33386.559,0,8.43,1297.94,0,2705.021,0,10.5,0,12.086,9.774,101.038,0,0,0,0,192.73,1.487,2.058,128.35,0,9.456,0,0,5668.123,0,139.41,0,0,2409.188,1224.628,0,0,9.99,0,265.443,172.144,0,11.47,311.002,154.147,3.074,0,0,26.194,0,0,0,248.785,1186.006,62.625,2.265,180.935,1585.024,2518.832,790.698,0,0,1829.294,0,0,0,392.873,0,147.353,231.887,177.55,0,0,1142.929,0.588,531.941,2920.736,2.148,5262.317,103.864,0.81,0,17.602,89.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,0,0,0,0,0,0,0,1.181,9.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.336,0,0,0,1.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
