"AFG","ALB","ASM","AND","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BTN","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","CHL","CHN","CXR","CCK","COL","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRD","GUM","GTM","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","FSM","MHL","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","KNA","LCA","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","TJK","THA","TGO","TON","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WSM","YEM","ZMB","SLB","COK","LBY","NRU","VUT","SYR","DZA","AZE","PSE","IRQ","UZB","AGO","BDI","GIN","SOM","TCD","NPL","ATG","COM","MYT","ERI","DJI","PLW","GRL","MSR","ATF","LSO","NIU","AIA","SPM","VCT","TKM","TUV","WLF","SHN","FLK","BMU"
"SVN",0,0,0,0,0,2.207,119.715,0,0,0,0,0,662.519,0,0,31.673,0,0,0,0,0,8.02,0,0,0,0,66.04,0,0,0,0,0,2.685,0,0,4.728,0,0,0,155.709,0,0,0.037,0,0.703,0,1.041,0,0,0,0,0.121,0,1.028,1.819,0,0,0,0,10763.265,0,0,0,1.981,0,0,0,0,0,0,0.37,13.241,0,0,2.607,0,0.962,378.726,0,0,724.72,0.348,0.018,0,0,0.027,0,0,0,0,0.678,0,36.376,0,0,0,0,0,0,0,1.126,0,0,7.778,0,0.604,17.902,0,0,0,0,214.158,0,0,0,0,0,0,0,0,0,0,11.533,0,0,0,0,0,0,261.102,0.072,0,0,0,4.357,19.112,0,0,0,0,0,0,0,262.815,0,0,2.643,24.394,0.345,0,0,1.732,0,1574.467,0,0,0,1.552,14.157,0,1.551,0,0,0,0,0,0,0,0,0,2.855,0,80.682,0,51.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,0,1054.176,90.367,24.779,0,0,0,0,0,0,0,0,1.974,188.041,0.195,0,0,0,0,0,0,0,0,0.411,0,0,0,0.174,0,1.165,0,0,16.535,27.697,59.273,0,0,0.846,0,0.09,0.035,10.014,0,0,0,0,0,9.445,0,0,0,113683.877,1671.411,0.284,0,0,2278.196,6.673,0,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0.421,2.097,13.089,5.188,0.156,10.506,0,0,207.82,11.239,5.28,0,0,0,0,0,0,0,0,0,4.375,138.46,0,0,1.279,0,0,35.072,1.132,21.192,0,0,128.643,148.782,0,601.289,4.874,0,0,67.259,61.889,0,0.021,47.848,0,0,0,0,0,0,0,104.455,0,0,0,6.983,0,0,0,0,30.326,0.018,0,0,0,0,343.797,0.138,1.739,20.779,0,16.159,46.687,0,0,0,0,61.591,53.67,3.893,0,34.862,7.702,5.484,0,12.798,0,0,0,597.98,0,0,0,139.185,0,0,17.119,186.369,36.42,131.109,2.772,0,0,0,0,198.756,0,0,0,0,0,0,30.117,0,0,0,0,16.724,0.042,8.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.831,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0,0,46.338,34.976,515.359,1037.086,0,3.34,0,0,0,2485.674,0,521.337,1.685,0,74.513,0,0,0,3.656,0,0.057,0,0.04,105.799,35.999,0,0,0.124,255.768,26592.034,0,0,126.096,0,0,4.973,24.679,1604.069,126.013,8.179,0,208.823,0,810.5,578.501,15.438,12.238,3.307,7.902,0,1.296,5339.604,0.137,0.646,0.171,270.94,80321.792,3.565,0,0,1172.778,0,0,81.564,251.389,0,414.757,1573.427,1635.166,9.804,1.102,13.716,437.986,33.285,18779.47,0.475,2.793,242.054,4.421,19.684,147.125,0,1185.3,255.732,0,155.704,27.581,0.039,0,9.436,6.064,0,29.559,0,4.114,0,195.153,24.23,2017.667,1.462,338.597,0,0,9.938,957.685,788.368,0,0,577.283,115.922,0,0.164,13.958,673.063,269.707,682.196,343.731,0,0,0,0.452,0,0,462.927,558.929,0,131.072,56262.937,0,0,0.202,60.84,4.18,0,0,0,0,0,67.368,225.552,2.653,0,0,5105.097,1.036,7.297,0,30.437,71.604,0,0,0,0,0,48.798,556.386,0,87.408,0,0,0,738.2,1067.886,69.932,0,14.401,5.683,0,493.279,1702.643,78.762,7059.298,1608.63,48.352,109.33,0,0,0,0,0,0.008,0,0,0,361.357,0,0,0,0,1812.747,0,0,0,0,92.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0,0,0,0,0,0,0,20.124,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,25.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,0,0,8.976,81.673,192.946,0,0,2.592,0.149,2.312,597.964,0,0,4.046,0,117.322,0,0,0,2.818,0,247.993,0,0,84.543,0,0,0,0.297,5.636,334.35,0,0,1.157,0,0,0.89,2.521,0,1.483,664.504,0,10879.621,0,12.101,10,2.769,0,29.685,252.069,0,5657.791,565.55,0,0,0,1.92,122752.176,0.227,0,0,9.938,0,0,0,0,0,0,1378.648,584.138,5.961,0.445,3.856,31.339,37.317,2788.797,0.592,8.876,1310.519,1.038,0,0.148,0,111.093,0,0,0,0,90.83,0,369.331,2.451,6.328,0,0,129.633,0,0,533.512,0,0,66.3,0,0,0.148,1.716,0,0,0,3318.287,0,0,0.151,73.716,0,0,0,1802.629,0,0,3.945,0.92,0,0,1.605,0,0,1280.248,340.421,0,0,0,11.421,1618.187,0,0,0,0,0,6.081,0,22.603,0,0,122.513,110.664,26.764,0,6.248,91.514,0,90797.214,1.335,0,0,0,3045.025,0,513.974,0,0,19.084,72.233,3.812,17.328,0,1.038,45.322,0.807,0,976.015,2.278,7389.661,0,0,12.014,0,0,0,0,0,0.89,0,0,1.78,5.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,0,3.4,6.21,96.895,2922.932,0,3.679,3.936,0,0,69.954,0,0.562,2.514,0,181.569,0,0,0,13.168,0,13.541,0,57.927,147.946,0,0,0,553.958,24.317,156.065,0,0,35.805,1.238,0,7.975,60.474,0,0,204.465,0,187.31,0,0.261,3.007,1.502,0,0,27.621,0,158.351,1595.561,0,0,0,16.718,13020.146,1.664,0,0,24.581,0,0,0.658,0,0,104.412,14378.618,572.221,9.613,9.413,54.656,3.894,455.986,5477.244,1.054,0,974.166,0.663,22.555,2.009,0,44.357,7.208,0,0,3.316,0.428,1.461,2.217,0.414,0,4.105,0,53.656,0,10.079,0,0,2.432,129.247,0,0,9.035,21.027,0,4.32,0,1106.221,0,0,0,9.14,1.8,0,0,66.187,0,0,85.133,0,0,1.002,68.691,6.23,0,243.839,149.573,4.344,0,2.475,468.633,30.566,0,0,0,0,0,25.587,0.319,8.708,0,0,204.62,173.71,37.263,8.625,63.938,35.898,0,2212.006,0,0,0,97.062,0,0,30.028,0.789,0,0,35.278,4.812,35.223,0,0,342.603,2.912,22.031,3935.081,9.508,5545.727,0.279,8.158,17.537,0,0,0,0,0,0,0,0,0,5.582,2.391,0.29,0,0,2.017,0,0,0,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,0,0,106.616,1412.698,119.897,0,0,0,0.089,0,2744.349,0,0.04,1.538,0,1349.697,0,0,0.883,32.722,0,9.3,0.123,0,3507.747,0,0,0,0,1.274,10387.378,0,0,0,0,0,0.048,4.206,0,0.671,936.209,0,66.902,0,12.85,0,0.777,0,0,124.159,0.089,96.54,1197.894,0.007,0,0,0,5512.564,0,0,10.429,5.192,0,0,0,0,0,0,33109.407,6794.21,0.147,555.383,0,259.567,42.369,4578.733,0,0,68779.829,0.041,0,0,0,11901.898,0,0,0.778,0,0,0,0.327,0,0.51,0,7.357,51222.757,5.424,0,4.376,0,0,2072.679,0,0,0.228,0,0,0,0,755.722,0,0,0,370.792,0,0,0,187.333,0,0,0,0,0,0,0,124.083,0,141.982,0.717,0,0,0,575.283,77.767,0,0,0,0,0,0,0,29.121,0,0,822.966,29265.171,124.87,307.902,40.441,62.034,0,57.704,0,0,0,495.362,61.528,0,0,0,0,0,130.104,8.093,58.376,0,56.384,11.998,0.116,12.214,1385.528,0,39873.039,0,0,0,0,0,0,0,0,0,0,0,0.1,0.002,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,2.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0.206,0,0,0,0,0,0,0.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.064,0,0,0,0,0,0,0,0.534,0,0,0,0,5.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,0,0,0,0,0,945.532,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,3.628,0,0,0,0,0,12.76,0,0,0,0,0,0,0,5.523,20757.774,16.106,0,0,0,0,0,0,0,0,0,0,0,0,0,4654.442,0,0,7.348,0,0,24.971,0,1.869,67.742,0,0,0,0,0,0,0,25.998,0,0,0,1.396,39.632,0,2.635,27.124,0,0,0,2.145,0,0,0,0,0.347,17.971,0,1.244,0,0,0,0,0,0,44.239,13.937,0,0,80.084,0,0,0,0,0,0,0,0,0,0,4.268,0,22.786,2.108,0,0,0,0,0,0.254,0,0,0,3662.816,0,0,0,0.767,16.106,7.679,1022.149,48.681,0,0,0.148,1.129,0,0,0,0,0,0,80.412,33.34,0,147.182,0,0,0,15.962,222.693,1.543,0,0,0.225,0,0.11,0.556,0,0,0,0,0,0,0,3.998,0,12.151,0,2.247,349.211,0,26.443,0,0,0,0,0,11.25,37.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,0,0,0,1.461,1.687,0,0,0,0,0,0,0,0,0,0,25.932,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,1.776,0,0,0,0,0,0,0,0,0,6.057,0.238,0,0,0,0,0,0,0,0,0,0,451.561,0,0,0,0,22,0.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.997,0,4.286,27.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0,0,0,0,0,0,0,1.507,0,0,0,0,0.02,0,0.183,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,8.811,0,0,0,0,0,4.357,0,0,0,0,0,0,0,0.814,0,0,0,0,0,0,0,0,0,1.194,0,0,0,0,0,0,0,0,0,0,11.704,0,0,0,0,0,0,0,3.029,0,97.674,0,0,0,0,0,0,0,0,0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",0,0,0,0,0,82.357,143.231,0,0,0,0,0,6.516,0,0.067,4.089,0,0.808,0,0,0,12.703,0,0,0,0,150.353,0.326,0,0,0,1.651,3.314,0,0,0,0,0,0.012,1.916,0,23.884,0.94,0,248.247,0,0,0,0,0.925,0.048,0,0,0.397,107.099,0,0,5.911,0,107.394,0,0,0,1.745,0,0,0,0,0,0,49.991,0,0,0,68.018,125.279,0.879,89.981,0,0,0,59.927,22.435,62.625,0,0,0,0,0,0.631,1.072,0,7.517,0,0,0.4,0,0,0,0,0,0,0,0.468,0,2.058,0,59.347,0,0,0,0.921,0,0,0,254.809,0,0,0,34.256,0,0,0.431,0,0,0,0,0,0,10.197,1.352,0,0,0,7.958,58.588,0,0,0,0,0,4.153,0.628,2.4,0,0,0,0,2.813,0,16.339,7.526,0,92.233,0,0,0,17.223,1.117,0,0,0,0,0,4.616,1.762,0,0,0,3.06,4.788,45.118,8.471,0,22.389,0,0,0,0,0,0.673,0,0,1.199,0,0,9.933,17.283,22.689,1.214,1.291,17.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4,0,0,0,0,0
"TCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,288.329,0,0,0,0.012,0,63.513,0,0,0,0,0,0,0,0,0.001,0,1.365,0,32.226,1641.15,0,0,0,0,0,2001.301,0,0,0.002,0,0,0,0,0,0,0.498,0,0,0,0,0,0,0,0,0.102,0,339.829,0,0,0,15.364,0,739.844,0,0,0,0,0,0,0,0,0,0,0.378,138.002,0,0,0,0,0,1331.842,0,0,0,3.004,0,0,0,22.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.992,0,0.745,0,0,0,0,0,0,0,0,0,0.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0,0,0,0,0,258.952,0,0,0,0,0,0,1.51,0.115,0,0,0.812,353.209,1.4,0,0,0,0,567.746,0,0,0,0.021,3206.811,0.583,0,0,0,0,0,0,0.417,0,0,0,13.856,0,0,0,1.007,0,0,0,0,0,0,0,0,0,0,0,0.35,1.351,0.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,16.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845,0,0,0,0,0,0,0,0,0,2.224,0,0,0,0,0,16.742,0,0,0,14.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",0,0,0,0,20.284,675.727,6508.702,0,11.772,0,0,2.833,7552.205,0,0,22.704,0.065,206.595,0,0,3.308,187.662,0,15.177,0,20.687,3665.356,0.047,0,0,4.903,241.979,3843.808,0,0,42.065,0,18.984,4.961,86.635,0,12714.498,3016.625,0,2094.712,14.797,0.6,0,3.601,0,25.822,964.964,0,2732.841,27110.328,0,0,0.696,71.28,376814.873,64.238,4.264,0,221.141,0.981,0,0.183,0,0,0,13907.992,2036.093,29.964,2.519,0,8244.573,1853.037,85925.148,5.494,2.137,1616.626,8.445,2.269,183.177,0,278.936,43.314,0,0,36.995,18.342,12.016,261.468,14.359,0,0,18.867,883.865,0.432,165.216,61.498,0,20.328,336.028,0,2.828,0,21.248,0,17.86,0,25735.04,0,0,0.079,222.693,0.392,0,28.019,377.382,0,0,187.264,8.002,0,0,5.43,3.191,0,692.506,754.579,0,0,13.446,439.545,210.412,4.684,0,33.378,0,0,108.042,12.258,8.125,1.182,0,667.641,2250.081,795.923,14.346,106.002,2063.396,0.647,62770.114,21.116,0,0,5406.61,3439.44,0,157.373,0,0,26.501,395.772,10.744,755.624,0,53.4,221.421,18.426,94.107,0,489.346,33041.6,0,14.739,13.034,0,0,0.458,0,0,213.752,0,0,0,35.68,10.843,0.18,72.446,0,13.858,0,0,0,0,0,0,0,0,57.295,0,0,0,0.099,0,0,0,0,0,0,0,0,0,0,15.657,0
"TZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
