"AFG","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BRA","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","CHL","CHN","CCK","COL","COD","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","GNQ","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GMB","DEU","GHA","GIB","GRC","GRD","GIN","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LVA","LTU","MAC","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MDA","MAR","OMN","NRU","NPL","NLD","ANT","NZL","NIC","NER","NGA","NFK","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","KNA","LCA","VCT","SAU","SEN","SYC","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWE","CHE","SYR","THA","TKL","TON","TTO","ARE","TUN","TUR","UKR","MKD","EGY","GBR","USA","BFA","URY","VEN","YEM","SCG","ZMB","CXR","KIR","NCL","VUT","MNP","TZA","WSM","IRQ","LBY","MOZ","RWA","UZB","BDI","MDG","SDN","BLZ","BEN","GTM","LAO","SPM","SLE","SOM","ALB","GRL","UGA","GEO","TCD","COM","COG","GUY","MRT","TGO","TKM","WLF","ERI","MNG","SLV","LBR","MHL","PLW","TUV","ABW","GNB","TJK","FLK","MSR","SHN","AIA","TCA"
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.928,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NFK",0,0,0,0,0,0,0,14.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,0,0,0,0,0,114.365,19.519,14.521,0,0,0,0,391.162,0,0,0,1.011,9.986,0,0,0,0,0,0,0,0,41.663,1.091,3.356,0,0,1.893,156.765,0,73.408,0,0,1.948,2.767,0,5.707,0,3172.739,0,0,0,0,0,0,0,377.396,508.973,15.26,0,0,0,475.384,0,0,68.753,0,0,0,5.614,318.648,176.099,17.034,0,0,27.719,14.604,674.603,0,0,21.555,0,0,0,0,648.287,0,0,1.698,0,0,0,0,50.143,0,0,5.058,1.609,51.38,0,4.06,0,0,0,523.727,0,36.199,0,0,2.558,0,0,0,18.658,0,0,3.196,0,112.183,57.852,0,0,18.656,0,0,0,15.628,0,0,279.058,576.252,99.479,0,7.619,30.107,0,277.36,0,1319.246,207.692,0,11.382,0,0,0,90.336,0,18.992,22.619,0,27.094,2635.831,852.913,0,0,12.505,1.086,0,0,0,0,0,0,0,10.948,0,0,0,0,0,0,0,0,2.439,0,0,0,0,0,0,0,0,6.649,0,0,0,0,0,0,0,0,0,0,0,0,0,11.791,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,0,0,0,955.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,8.008,0,0,0,0,0,0,2.917,0,0,0,0,0,4.922,0,0,0,0,0,0,0,0,0,0,0,0,0,67.957,0,0,9.365,0,0,15.476,0,0,0,0,0,0,0,23.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.806,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.542,0,0,0,0,0,0,0,0,7.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.462,0,0,0,0,0,0,0,1.717,0,44.652,113.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,1.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.376,0,0,0,0,0,0,0,0,0,0,0,0,0,12.433,0,0,0,0,0.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994,0,0,0,0,0,11.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.458,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,0,68.966,50.431,71.187,0,0,0,0,0,8.115,0,0,0,0,3.531,0,0,0,0,0,0,0,0,154.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.271,2224.385,0,0,0,0,9317.999,0,0,0,0,0,0,0,59.4,1,0,0,0,207.685,23,80.848,0,0,9890.361,0,0,0,0,95.104,0,0,0,0,0,0,0,73.531,0,0,0,0,14.764,0,869.039,0,0,0,1835.558,0,24.927,0,0,0,0,23.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.038,578.008,0,0,0,45.114,0,86.597,0,26.095,1.104,0,3274.642,0,0,0,0,0,3.51,0,0,10.358,961.412,26761.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0,0,0,0,0,0,3.267,0,0,0,0,213.57,0,90.957,0,0,0,0,0,0,0,0,0,0,315.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.173,0,0,150.893,236.231,0,0,0,0,0,0,0,0,199.932,0,0,0,0,3088.607,0,0,0,0,0,0,0,0,17,0,0,0,0,0,356.271,0,0,20.418,0,0,0,0,378.077,0,0,0,9.06,89.585,0,0,0,0,0,0,0,0,0,0,0,0,0,253.206,0,0,0,0,0,0,11.821,0,0,0,0,0,0,0,1.144,0,4,341.285,0,0,0,0,0,0,21.935,0,11.404,0,0,0,0,73.266,0,6.425,0.849,0,0,0,0,0,0,0,1.864,460.743,0,0,110.641,97.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,0,490.837,0,0,12.228,18.289,1949.037,0,0,0,0,0,3513.92,0,0,0,0,43.951,0,0,0,35.995,0,0,0,0,0,39.297,0,0,0,0,0,0,0,0.684,0,0,0,0,0,0,31.495,0,0,0,0,0,0,0,0,6152.353,0,0,0,0,2049.396,0,0,0,0,0,0,0,29.227,1393.945,0.556,0,0,22.103,3.034,1336.68,0,0,18.576,0,0,0,0,32.961,9.481,0,0,0,0,0,0,0,0,0,0,0,2.145,0,257.512,0,0,0,3391.864,0,4.616,0,0,11.103,0,8.914,0,0,0,0,0,7.849,2945.079,0,0,4,55.853,0,0,0,0,0,0,2.52,185.62,0,0,0,3.514,0,1935.581,0,3.925,83.058,0,31.232,0,0,0,0,0,42.597,0,0,5.634,3949.589,734.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.217,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0,0,0,0,0,0,1.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.968,0,0,0,0,0,0,0,0,0,0,12.865,0,0,0,0,25.482,0,0,1,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.447,0,0,0,0,0,4.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,136.041,0,0,0,10.487,2.287,434.748,2.457,0,0,0,0.639,0,0,0,0,0,0,0,0,0,0,14.638,0,0,0,0,3.651,0,0,0,51.507,0,1228.027,0,0,0,0,0,0,49.164,0,33.164,0,0,0,0,0,0,0.909,0,209.361,115.371,0,0,0,0,74.495,0,0,0,0,0,0,0,269.003,0.534,0,0,74.47,0,338.977,29.573,0,0,50.083,3185.19,0,0,0,53.529,0,3.6,6,236.035,262.461,0,0,123.921,0,0,0,0,40.212,7.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.436,0,0,7.679,0,0,0,0,0,0,0,1027.456,100.042,0,3.5,2.303,7.229,0,9.884,0,0,4.17,2.149,0,0,0,0,0,0,11.159,874.54,0,513.242,82.035,480.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.643,0,0,0,0,0,0,0,0,0,0,0,0,0,17.684,0,0,0,0,0,0,30.246,0,0,7.157,0,0,0,0,0,0,0,9.647,0,0,0,0,0
"KNA",0,0,0,0,0,0,53.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.572,962.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,2.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,22.587,0,0,0,0,0,0,0,0,46.746,0,0,0,0,0,0,0,4.133,0,0,0,0,0,0,1.166,0,0,0,0,0,0,0,0,0,0,1.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.855,0,0,0,1.581,2139.728,7.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",0,0,0,0,0,0,15.231,9.354,32.386,0,0,28.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.343,0,0,0,65.664,0,0,0,0,0,0,0,0,0,13.422,0,0,0,0,0,0,0,0,0,0,62.098,1.224,0,0,0,338.191,0,0,0,0,0,0,0,14.466,2,0,4.551,0,0,3,20.188,0,0,5.94,0,0,13.539,0,0,11.384,0,23.335,0,0,0,0,11.101,0.763,0,0,26.787,85.341,0,0,0,0,3.594,210.306,0,0,0,0,0,0,1.512,0,0,0,0,0,0,0,0,0,0,443.183,0,0,0,0,0,0,0,249.599,0,0,0,95.582,0,0,0,62.185,16.878,0,13.474,0,0,0,14.657,0,7.613,0,0,0,746.505,1174.803,0,0,0,0,0,1.075,0,0,0,0,0,0,0,0,0,0,1.179,0,0,0,0,0,0,0,0,0,0,0,0,0,17.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",0,9.333,0,7.07,0,0,1814.1,1959.794,318.96,0,517.031,122.579,0,0,165.892,0,0,0,0,690.207,0.976,0,666.754,2.437,508.222,0,285.154,0.535,660.269,0,0,0,72.521,32.088,4603.948,0,29.69,0,0,17.684,0,0,18.668,0,181.485,0,0,0,0,0,0,4.949,26.58,1151.582,6.149,1.232,16.833,0,45849.137,0,0,4.249,0,0,0,0,4364.222,124.427,0,116.632,33.5,84.666,2284.948,135.281,11.274,0,9536.968,25.143,3.911,2.677,7.928,6268.595,19.635,0,20.513,0,2.413,6.434,0,16570.967,22.56,0,4.155,75.918,434.543,0,4.738,1.118,0,1690.961,4031.785,0,1006.818,0,0,44.966,0,95.359,266.222,137.562,15.143,5.683,1.348,1800.568,320.317,44.633,1.665,1,850.717,0,0,0,42.046,0,49.313,2106.593,0,3.118,1271.734,74.084,181.486,0,2849.04,0,556.464,339.156,5.341,17012.685,0,0,0,1520.815,6.17,80.756,15.86,0,87.772,7342.817,8176.03,0,11.494,2.08,0,0,0,0,0,8.733,0,0,13.871,0,0,0,0,0,0,0,1.629,0,0,0,0,18.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.423,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0,0,0,0,0,0,15.202,0,0,0,0,0,21.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.509,8.403,0,0,0,0,0,2.678,0,0,324.192,0,0,0,0,201.108,0,0,0,0,0,0,0,0,20.222,0,0,0,0,0,7.942,0,0,3.292,0,0,0,0,2.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.072,0,1.041,0,0,0,0,0,0,0,0,0,0,0,66.921,0,0,0,0,0,0,0,0,0,0,0,43.77,0,0,0,0,0,2.1,0,12.062,0,0,0,0,0,0,0,0,0,2.024,0,0,4.992,29.655,0,0,0,0,0,1.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.387,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,1.263,6.479,0,0,0,0,0,0,0,0,0,0,0,0,0,34.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.511,0,0,0,3.193,0,0,0,0,0,0,3.954,0,0,0,0,0,0,0,0,0,14.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,0,0,0,0,1.621,1.82,54.551,0,0,0,0,0,858.712,0,0,0,70.018,0,0,0,0,4.29,0,0,0,0,11.563,0,0,0,0,0,0,0,0,0,0,0,224.901,0,0,13.002,1.037,0,0,0,0,0,0,0,0,0,0,0,0,0,441.611,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,144.41,0,0,12.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.762,0,0,0,0,0,5.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.721,0,0,0,0,0,0,0,0,4.966,0,0,0,0,0.511,0,0,1.206,11.923,0,0,0,0,0,0,0,0,3.066,0,42.575,6.857,0,0,0,0,8.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,43.207,0,0,0,212.243,0,0,1.45,0,0,0,181.484,0,0,0,0,2.156,0,0,0.84,1.385,0,0,0,0,10.552,0,0,0,0,8.412,0.773,0,0,4.688,0,0,0,0,47.419,0,9.131,0,0,0,0,0,0,0,0,1484.351,0,0,0,0,1136.386,164.394,0,503.695,0,40.705,0,0,13.797,33,7.025,0,0,2.17,43.189,28.084,0,0,48.655,0,0,33.745,0,53.837,6721.31,0,0,0,0,0,74.423,59.952,0,5.264,0,6.927,0,1.074,0,0,0,0,660.516,0,23.165,0,0,2.311,0,14.733,3.586,0,4.03,0,1.146,0,0,14.045,84.577,38.929,2.319,0,0,0,0,0,8.933,2.579,14.637,0,0.738,0,0,786.222,2.948,0,47.111,40.173,0,2.46,0,0,0,496.622,7.405,3.312,222.639,0,689.422,805.075,348.113,0,5.685,0,0,0,674.12,0,0,0,0,0,10.08,0,0,0,50.41,2.229,0,0,0,0,0,0,0,0,0,1.415,0,0,0,181.262,0,0,3.041,0.52,0,0,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.373,0,0,0,0,0,0,160.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
