"AFG","ALB","DZA","ASM","AND","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","LKA","CHL","CHN","CCK","COL","COD","CRI","HRV","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FLK","FJI","FIN","FRA","PYF","ATF","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","CUW","ABW","NCL","NZL","NIC","NER","NGA","NOR","MNP","PAK","PAN","PNG","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","ZMB","PRY","SLB","CXR","COK","MDV","VUT","SOM","TON","AGO","BDI","CPV","COG","IRQ","LBY","SXM","CUB","GNQ","TCA","YEM","GRD","BMU","CYM","TCD","COM","ERI","DJI","PSE","LBR","FSM","MHL","PLW","GNB","STP","SSD","TKM","CAF","GRL","NRU","TUV","BTN","IOT","BES","WLF","NIU","SHN"
"IDN",0,0,0.623,0,0.063,0,0,3.354,568.793,147.597,0,0,0,0,0,1.149,679.982,0.908,0,514.449,0,0,0,0,0,0,0.325,0,656.412,2.32,6.853,10938.297,0,184.725,0,0.014,0,0,76.162,0,3.308,0,0,0.957,0,0,266.337,0,1.952,11.004,517.858,0,0,0,0,0,2361.99,0.568,0,4.274,0,0,0,1.168,0,0,0.333,13847.677,0.776,3.678,0,0,180.731,12.683,47.767,7.147,0,1216.307,0.602,0.604,0,0,516.296,0.512,0.144,0,0.795,0,0,0.023,0.267,0,0.517,0,347.646,0,0,0,0.726,3492.093,0,0.066,0.373,0,86.488,0,0,0,0,794.372,0,0,1.708,41.581,0,0,0,17.528,0,0.874,0,18.978,4.69,2412.458,39.569,0,36.979,0,6.802,435.553,0,0,0,0,0,0,0.567,0,8.174,0,0,23.896,23267.245,18.202,84.397,22.314,120.693,0,140.782,0,0,0,15.044,147.82,0,0,1732.544,0,0,17.387,3.592,30.789,0,11.872,0.38,0,2599.171,141.329,2872.16,0,16.233,0,0,0,0,0,0,0,0,43.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,0,0,0,0,0,1.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.53,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.995,0,0,3.483,0,0,0,3.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,2.869,0,0,0,0.057,0,32.781,25.908,0,0,0,0,0,115.339,0.482,0.746,0,2.846,0,0,0,0,0,5.735,0,0,57.891,0,0,758.49,0,8.377,0,0,5.916,0,650.426,0,29.958,0,0,4.449,0,0,0,0,0,10.568,3777.164,0,0,0,0,0,1614.908,0,0,0,2.214,0,0,0,0,0,0,257.303,7.064,0,0,0,0,309.024,577.835,0,0,1603.1,0,0,0,0,421.005,14.497,0,0,0,0,0.039,3.638,0,0,0,0,1.703,0,154.933,0,0,32.205,0,3.298,0,0,1.342,0,0.029,0,0,37.424,0,0,2.102,7.967,0,0,0,2.574,0,26.339,0,0,0,0,8.676,82.419,0,0.094,12.184,100.195,0,0,0,0,0,0,13.526,0,2.55,0,0,14.493,59.362,239.02,0,35.055,0.743,0,34.559,0,0,0,14.37,307.712,0,0,0,0,1.747,2.696,0,8.089,1.328,0.776,0.171,0,3467.492,0,2950.009,0,0,0,0,0,0,0,0,0,0,0,0,1.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,0,0,1,142.864,0.077,0,0,0,0,0,80.79,0,0.144,0.187,17.724,0,0,0,80.19,0,20.9,0,0,41.593,0,7.383,36.519,0,2.993,0,80.358,93.804,5,82.669,0,0.045,0,1,2.36,13.794,0,0,0,0,62.021,3727.232,0,0,0,0,0,386.703,0.363,0,0,4.409,0,0,6.998,0,0,0.825,200.538,16.276,0,0,0,60.044,0,44.621,1.751,352.621,69.229,9.716,0,0,0,10.832,0,0,0,0,0,0,0,94.207,0,0,0,0,0,0,0,0,511.879,0,0,16.145,0,0,0,0,0,0,397.72,0,0,0,93.076,0,39,55.589,8.794,0,0,0,0,27.751,37,1.292,2.172,0,0,1.27,40.967,0,0,0,0,0,0,0,0,5.488,0,0,1333.478,112.499,0.203,2.959,0,5.146,0,7,0,0,0,82.557,2,0,0,12.595,0,0,0,0,178.296,136.598,0,0,0,348.518,0.29,10311.463,0,0.173,0,0,0,0,0.04,0,0,0,0,0,0,0,498.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",0,189.427,146.048,0,0,33.22,12.619,71.167,359.411,4849.828,0,12.781,144.861,6.257,0.385,1461.707,6.537,306.183,0,1707.679,0,0,2.621,2742.159,9.731,133.5,0,42.185,272.618,135.323,5410.754,8427.311,0,27.393,100.454,52.505,2745.928,976.652,781.391,183.498,355.379,0,138.966,293.983,16.43,172.02,258.786,0,0,234.675,9883.838,11.168,0,0,5.49,0.017,29474.792,702.876,0,0,654.209,0,3.473,11.36,0,28.418,27.38,2105.569,1944.706,47.906,36.652,3.373,189.342,223.193,0,15.068,71.621,636.231,24.425,62.665,0,0,286.732,6.832,0.027,0,44.105,0,239.187,318.683,112.847,0,86.121,105.6,20764.079,25.644,1486.916,56.968,9.805,137.726,0.125,11.798,6.391,0,6655.246,71.265,6.735,2.789,0.136,11057.337,0,0,3.613,79.85,0.674,6.477,16.446,195.811,0,185.774,110.88,0,66.613,7.457,3146.658,1155.799,0,3424.081,20730.317,2825.385,0.499,0,0,0.644,0,0,541.531,258.52,103.567,48.528,20.332,1855.726,2303.9,285.539,130.229,455.717,1320.178,2.3,3557.387,0.393,0,0,712.319,14197.661,1.334,1.697,22482.436,108.161,17.546,408.828,664.43,670.488,2.991,35.009,10.551,1126.451,21543.477,53.737,2618.094,29.922,46.492,0,3.081,0,1.29,8.436,0,0,0,3222.074,0,3.332,0,11.769,1.862,26.599,106.274,18.719,212.446,0,214.829,0,0,4.587,0,0,0,18.539,0,43.227,0,46.298,0,0,0,0,58.192,0,127.377,0,5.48,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.176,0,0,0,0,0,0,0,0,0,0,0.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,86.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.845,0,0,0,0,0,0,0,0,0,0,0,112.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",0,0,96.635,0,0,0,0,181.565,1676.719,15391.383,265.104,0.805,7093.563,4.412,0.473,4391.873,1.613,38.821,0,5691.147,2.087,0,4.348,4807.777,65.876,0.6,244.406,36.455,12697.018,17.553,51.444,1730558.604,0,270.864,0,15.974,15.086,0,10184.921,0,7513.464,0,97.725,129.174,111.781,1.41,148.708,0,1901.34,8555.309,33885.278,473.027,0,0,0,0,132531.23,7.545,0,675.552,57.856,4.155,0,0,0,0,6.493,573023.299,27037.928,0.493,84315.904,4.648,2676.713,6557.343,14189.938,5.851,0.785,0,135.417,2089.898,0,0,389951.244,655.078,0.275,1212.518,2.625,0,156.062,241.517,448.83,8239.128,0,1.065,113653.63,0,3.203,0,0.584,59927.573,0.051,131.43,3.594,0,42.073,0,0,749.888,241.014,88941.15,0,0,3.781,1574.102,1.436,0,29.45,506.478,0,211.691,273.854,2.493,40.12,55576.355,8718.623,2673.299,2.153,69.094,2479.788,3213.948,0,0,136.999,0,0,0,74.554,2.926,168.22,0,0,19133.271,75298.066,4960.988,27114.555,1366.348,546.799,0,7026.96,5.27,0,0,4060.59,8005.821,0,0,376586.062,0,2.123,41.51,325.095,4885.671,0.328,366.466,1805.098,10.436,28899.563,4.325,509277.408,0,2.971,0,0,0,2.144,13.8,44.392,0,0,236.509,0,0,1629.085,1.872,0,0.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.202,0,0,0,0,0,0,0,0,18.131,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.536,0,0,0,0,0,27.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.007,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.634,0,0,0,0,30.497,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.096,0,0,0,0,0,0,0,0,0,0,0,0,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0,0,0.698,0,0,0,0,0,76.837,0,0,0,0,0,0,0,0,0,0,0,0,111.247,0,0,0,0,0,690.427,0,0,0,0,0,0,0,0,0,0,0,0.792,0,6.224,0,0,0,0,0,0,0,0,0,0,0,0,133.484,0,0,52.72,0,0,0,0,0,0,0,7.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.679,0,0,0,0,0,0,0,0,0,1.988,0,0,0,0,0,0.656,0,111.089,0,0,0,0,0,0,0,0,134.265,0,0,0,0,0,5.918,0,0,0,0,0,0,127.341,0,0,0,3.418,42.992,0,0.01,0,0,27.046,0,1.136,3.4,0,0,292.038,828.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.477,0,0,0,0,0,121.268,0,0,0,0,0,0,0,123.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314,0,0,0,0,17.703,0,0,0,0,0,0,0,0,0,0,0,1.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642,1.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625.499,0,0,0,87.775,394.612,82.301,0,0,0,0,0,0.306,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.227,0,0,0,0,0,0,0,0,0,0,3.372,0,0,12.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,2.306,0,2900.057,0,0,0,0,19.32,5.753,10.975,0,0,0,0,0,0,0,9.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",0,0,15.598,0,0,0,26.96,361.008,15432.173,10114.181,0,71.049,271.435,0.156,0,9947.302,39.871,8.584,0,18330.259,0,0,0.781,639.739,1.106,4.5,70.308,0.007,8787.634,445.197,158.985,1590342.434,0,84.564,0,40.214,76.791,967.548,770.682,0,298.248,0,315.269,115.578,21.892,2.625,454.706,0,30.95,692.155,17896.487,0.782,0,0,0,0,83312.803,0.069,0,0,1325.64,126.901,65.977,6.317,0.044,0,946.896,211408.169,3843.864,0.137,14196.644,174.81,8.879,765.705,8316.398,0,61.009,524543.782,25.011,1.005,176.815,0,0,1946.334,0.118,0,7.497,0,0.423,43.834,378.468,389.253,0.258,0,36906.488,0,1860.443,0,2.275,128339.907,17.134,0.135,0,0,7.31,5.43,14.227,0,7.787,85771.567,137.134,0,0.315,2611.763,0.055,0,3.156,26.311,0,428.72,1.311,0.45,22.187,7009.082,13854.468,397.491,0,333.575,701.977,4635.156,0,0,0,0,0,0,500.215,0,10.365,0,0,19937.066,14597.004,18549.773,152204.145,264.947,295.801,4.56,1630.76,3.532,0,5.3,594.975,2082.473,0,0,13278.508,0,4.128,184.188,233.842,7255.277,1.142,116.753,79.516,3755.319,27378.13,0.117,280607.107,0,61.589,294.509,0,0,22.526,0.168,0,0,0,0,0,0,0,0.047,0,0,0.069,289.298,0,0,10.37,0,0,4.265,0,0,0,0,0,0,11.514,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,0,0.782,0,0,0.163,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643,0.275,0,0,4.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.467,0,0,0,0,0,0,0,0,0.455,0,0,0,0,0.59,0,0,0.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,0,0.983,0,0,0,0,0.022,0,0,0,0,0,7.425,0,0,0,0.018,0,142.961,0,0,0.02,0,0,27.501,0,0,0,0,0,0,0,0,36.774,0,0,0,0,0,16.591,0,0,6.565,1.25,0,0,0,0,0,11.991,0,0,0,0,0,0,0,0,0,0,439.139,0,0.778,0,0,0,1,8.113,0,0,0.735,0.039,0,0,0,0.946,0,0,0,0,0,0,146.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,1.331,0,0,0,0,0,0,0.171,0,0,0,0,154.419,0,0,0,0,0,0,0,0,0,0,0,0,0,4427.959,0,0,0.121,0,0,0,0,0,8.723,35.871,0,0,0,0,0,0,0.244,22.36,0,0,0,0,0.132,0,98.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,3.324,0,0,0,1.028,0,0.173,74.279,0,0,0,0,0,321.18,0,2.116,0,11.444,0,0,0,96.165,0,2849.637,0,0,197.136,0,0,35.716,0,5.426,0,0,48.151,6.88,85.797,0,6.514,0,0,0,0.174,0,32.64,0,0,16.652,3.555,0,0,0,0,0,3195.083,0,0,0,7.088,0,0,0,0,0,0,16162.133,91.671,2.733,0,0,20.011,3.155,2389.922,0,0,0,3.158,0,0,0,3.003,0,23.521,0,0,0,1834.644,0,0,0,0,0,1485.945,0,0,0,0,9095.44,0,0,0,0,0,0,0,0,0,10.84,0,0,0,0.089,0,0,0,62.004,0,0,0,0,0,56.226,148.041,925.673,0,0,116.201,503.858,0,0,0,0,0,0,0,0,0.151,0,0,30.379,0.09,51.47,0.101,46.885,0.166,0,267.15,0,0,0,4.925,93.804,0,0,0,0,0,0.13,14.131,6.723,0,21.534,2.1,0,225.889,0,1194.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0.948,0,6.69,0,0,0,0,0,7.932,342.293,0,0,0,0,0,11811.588,0,0,0,31.585,0,0,0,284.575,0,0.6,0,0.36,7.471,0,7.561,9.592,0,0.064,0,0,0,0.108,4.704,0,1.547,0,0,0,0,0.06,17.157,0,0,0,1843.16,0,0,11.97,1.153,0,4196.742,0.184,0,0,1.194,0,0,0,0,0,0,3.064,41.735,0,0.325,0,5.349,0.43,90.777,0,0,0,0,0,0.142,0,0,0,0,0,0,0,0,4.44,0,0,2.384,26.092,4.147,0,0,0,0,0,0.599,0,0,0,9.502,0,0,0,0,749.598,0,0,0,0,0,0,1.656,0,0,3.23,0,0,0,0,2.173,4.805,0,0,0,0.416,0,0,0,0,0,0,6.23,0,1.592,0,0,1.837,1.232,0,0,0,7.699,0,1.865,0,0,0,1.581,23.284,0,0,0,0,0,0.319,0.897,14.831,0,0,0,2.213,46819.351,0.636,41.685,0,0,0.499,0,0,1.434,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.64,0,0,0,0,1.22,0,0,0,0,0,0,0,0,21.586,0,0,2858.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.165,0,0,0,0,0,0,0,0,0,0,39.086,0,0,1.049,0,0,4,38.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.367,0,0,0,0,0,0,0,0,0,0,0.348,0,0,9.218,0,0,0,0,0,0,0,0,0,2.228,0,8.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.228,0,0,0,0,0,0,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.387,0,0,0,0,0,0,32.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
