"AFG","ALB","DZA","ASM","AND","AGO","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","DEU","GHA","KIR","GRC","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NIU","NFK","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","BLM","SHN","AIA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","TJK","THA","TGO","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","ZMB","STP","CUW","COK","FSM","WSM","SSD","KNA","ATG","COM","DJI","PSE","GIB","BMU","IRQ","GNQ","ERI","GRL","BES","PLW","SOM","SYR","ATF","WLF","GUM","MNP","BTN","FLK","IOT"
"NLD",0,1.514,7.952,0,0.165,29.387,0.382,1.691,202.353,10370.484,0,3.15,2.703,71.519,0.095,39875.871,0,224.611,2.252,94.102,0,0,0,9.001,1115.028,0,5.422,359.864,1.43,36.141,4392.299,252.608,0,0,31.513,0.012,26.555,3153.313,0,0,8.336,0.929,4.597,10.608,352.017,0,2288.403,6379.63,3.44,4306.946,0,0,0.692,0.101,37.801,2572.144,0,2811.662,65170.355,83.906,0,21.566,21.521,296171.079,61.19,0,905.642,1.13,2.276,0.649,15.64,0,0,4171.137,18163.944,146.624,524.403,1700.814,4796.203,805.025,66731.938,0.45,0.524,1098.607,9.236,0.412,44.158,0,53.256,447.88,0.015,0,2.305,0,97.273,2.349,8.431,1114.892,11237.472,0,0.555,0.004,368.245,0.271,146.191,2969.942,80.375,26.442,329.915,0.025,8.76,0.91,0,2150.933,2.948,3.324,159.831,0,0.259,0,176.884,24.85,0,0,10.37,0,0,11.01,0,0,1182.014,0,67.936,0.211,0,0,4.237,59.394,0,23530.416,6849.317,0,0,16.959,9193.017,361.787,6.039,0,0,0,11.169,0,39.039,62.851,3.521,47.404,2.556,5.318,494.401,649.639,1709.949,1339.809,1513.011,154.704,6.405,22696.247,1.442,59.627,0,10548.07,14196.924,0,1125.807,18.3,0,0,308.081,357.472,27831.355,0,0,0,17.098,3377.079,11.707,114.903,115194.406,280.658,8595.486,116.059,1.647,2.759,0,0,16.159,0,68.981,0,0,0,158.052,0,0,0,0,4.436,0.693,0,10.898,0,4.517,0,386.8,0,21.118,0,0,0,0,0,0,0,0
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SXM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,4.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VUT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",0,0,0,0.381,0,0,0,0,514.159,0.642,0,0,0,0,0,0,0,0,0,0,0,106.456,0,0,0,0,0,0,0,0,2.506,0,0,0,0,0,0.62,0.22,0,0,0,0,0,0,0.024,0,0,0,0,2.425,0,0,0,0,0,0,369.774,0.701,8.104,4.395,0,0,0,7.561,0,0.264,2.337,0,0,0,0,0,0,29.274,0,0,5.193,0,0.247,18.028,1.238,0,0,4.802,0,0,0,0,0,0,0,9.506,0,0,0,0,0,0,0,0,0,0,0,2.803,0,0,0,0,4.096,0,0,0,0,0,0,0,0,0,0,0.471,0,0,0.506,6,0,0,0,0,0,0,0,0,0,0,1.955,0,0.548,0,0,8.972,0,0,0,0.751,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0,6.07,38.397,0,7.091,0,3.048,0,58.289,0,0,0,0.117,41.623,0,11.715,0,55.144,0,0,0,2.964,0,0,0,0,0,0,0,9.652,72.855,31.203,0,0,0,0,0,0,0,0,49.051,0,17.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,4.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.098,0,7.168,1.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.685,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0,0,0,0,0,23.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.391,9.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,0,0,0,0,0,0,14.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NFK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,0,0,0,3.436,0,1.026,3.218,1.622,0,0,0,0,0,5.386,0,0.382,0,0,0,0,0,0,0,0,0,1.1,0,0,14.03,0,0,0,0,0,0,11.263,0,0,0.175,0,0,0,0.705,0,0,3.15,0,34.901,0,0,0,0,0,22.426,0,2.913,229.446,0,0,0,0,47.402,0,0,30.957,0,0,0,0,0,0,256.648,0,20.394,0.343,0,1.074,0,2.256,0,0,15.733,0.138,0,0,0,0.825,0.273,0,0,0,0,1.587,0,0,5.143,0.083,0,0,0,0,0,0,0,0,0,2.153,0,0,0,0,0.68,0,0,0,0,0,8.767,0,0,0,0,0.885,8.782,0,4.735,0,0,0,0,37.357,0,0,0,0,33.647,0,40.163,0,0,0,0,0.163,0.866,0,0,0,0,0,0,0,0,0,0,0,0,113.718,71.039,0,0,110.604,0,1243.568,20.093,0,0,0,94.911,0,0,0,0,0,0,0,415.607,1.9,0,0,0,3.577,0.407,0,0,6.36,3.047,8.874,0,0.213,0,0,0,50.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,7.54,0,0,0,0,0,0,0.06,0,0,0,0,0.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,58.053,0,0,1.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.789,0,0,0,0,14.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,2.071,0,0.014,0,0,0,0.405,0,0,0,0,0,0,0,0,0,48.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,99.068,0,0,0,0,0,0,33.589,1.727,0.124,0,0,0,0.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.048,0,0,0,41.531,0,0,98.126,0,0.807,0,0,0,0,0,1140.949,0.254,536.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,152.399,0,34.238,172.26,538.857,0,0,0,0,0,0,0,0,0,205.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.283,0,0,0,0,7.23,0,0,0,0,0,0,115.942,0,0,0,0,16.706,0,0,0,0,0,0,0,0,0,0,1.129,0,0,0,0,0,0,0,0,0,0,0,0,0,78.081,0.92,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0.422,0,13.068,0,0,0,0,0,0,0,33.365,0,0,0,0,0,0,0,0,0,0,0,0,988.793,0,0,0,18.671,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0,0,0,0,0,4.988,254.031,0,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,9.045,0,0,0,0,0,0,0,0,0,5.978,0,0,0,0,0,0,3.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.845,0,0,0,0,0,18.047,0,0,0,0,0,0,0,1.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,0,0,98.67,1115.229,583.65,0,0.046,0,2.934,0,895.979,0.023,0.04,0,1170.134,0,0.165,0,0,8.194,0,0,89,0,0,4324.377,0,0,0,145.442,0,2.032,42131.34,0,0,3.332,0,0,0.577,1.37,0,0.583,1584.12,0,30.279,0,74.372,0.128,0.04,0,111.709,0,990.311,53879.729,0,0,0,0,60777.738,0,0,1.755,0,0,0,0,0,96.765,46973.799,172.185,6.786,900.27,0,969.102,139.117,1235.51,0,0,263279.782,18.342,0,0,0,4830.709,0,0,0,0,0,1.673,0,0,2.361,0.703,0,0,0,2590.965,0,0,0,0,0,179495.866,0,19.681,0,0,1447.102,0,0,0,0,0,542.929,0,0,0,0,201.527,0,0,307.385,0,0,311.666,0,0,0,0,0,0.438,0,0,534.886,22.328,0,0,20.149,55.843,2241.646,0,0,0,0,0,0,0,0,0,9.255,0,0,230.701,17303.251,281.244,8597.761,88.85,486.989,0,1734.057,0,0,0.045,178.605,1296.27,0,10061.719,0,0,0,49.431,1526.29,6634.134,0,0,0,0,496.485,0.75,0,3462.353,0,77955.366,0,14.977,0,0,0,0,0,1.344,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,7.92,0,0,0,0,0,0,0,0,0
"PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0,0.471,0,0,0,0.202,3.316,967.53,4253.36,0,0.733,85.201,0.041,0,816.949,0,1.884,0,48.815,0,0,0,0,130.464,0,0,91.309,5.154,0,96.473,0,0,0,708.713,0,6.029,1092.207,0,0,556.595,0,0,2.258,50.578,0,3284.925,3248.921,0,483.36,0,0.025,3.597,0,0,887.414,0,660.374,1488.55,51.224,0,4.474,4.161,72828.461,0,0,103.18,0,0.058,0,0,0,0,390.761,1139.024,68.264,406.233,0.634,4.779,8.094,1594.857,0,0,92.668,55.872,0.014,0,0,137.11,0.72,0,0,0,0,318.618,3.716,0,168.496,83.544,0,0.13,0,14.693,0.023,0,1.304,0,0.181,202.201,0,73.901,0.516,0,1.103,0,0,0,0,0,11637.18,0,0,0,0,0.928,0,0,0,0,0,479.799,0,35.015,0,0,0,4.495,17.798,0,0,91.236,0,0,0.083,259.311,318.472,0,0,0,0,0,0,0,16.28,0.015,58.23,0,0,108.586,33.535,245.634,37.549,94.194,229.788,0,1318.289,0,0.082,0,1655.121,181.796,0,9.81,0,0,0.235,200.166,10.743,6506.761,0,0,0,52.88,1490.345,4.515,49.18,2296.101,0,17201.608,0,1.562,0,0,0.006,14.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,2.478,0,0,450.233,0,0.714,62.399,210.349,0,0.095,0,0,0,5506.727,1.129,6.119,0,66.505,0,0,0,0,0.046,0,0,0,0,0,0.414,470.284,0,0,0,0,49.471,339.482,0,0,13.703,8.176,0,0.599,0,0,0,495.603,0,71.545,0,0,0.544,0,0,0.022,0,0.01,422.323,0,0,0,0,2266.085,0.485,0,71.748,0,0,0,0,0,0,603.35,252.437,0,0,0,17.116,0,4.196,0.178,0,0,0,1654.803,0.285,0,0,0,0,0,0,0,0,0,0,0.762,174.388,0,0,0.715,0.259,0,29.355,0,0,0,10.811,0,0,0,0,501.933,76.196,0,643.34,0,1.304,2879.792,0,0,0,0,0,0,0,0,0,0,8.244,0,0,26.447,0,0.628,0,0,0,4.305,0,151.772,0.016,0,66.393,0.417,0,0,0,0,0,0,0,0,0.14,0.243,0,0,1.754,1.386,0,0.278,0.494,0.177,0,547.655,0,0,0,383.246,346.505,0,124.077,0,0,0,6.052,0.156,0,0,0,0,2.494,0.15,0.929,0,90.298,0,664.126,3.103,0.197,0,0,0,0,64.191,0,0,0,0,0,0,0,0,0,0,2.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,7.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0,0,0,0,0,0,0,0,0,0,0,6.02,2.1,0,0,0,0,0,0,0,0.124,0,1.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
