"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","COL","COM","COG","COD","CRI","HRV","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","GAB","GEO","PSE","DEU","GHA","GRC","GRL","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NOR","MNP","MHL","PAK","PAN","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","SHN","KNA","LCA","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","VCT","SLB","COK","PYF","GUM","IRQ","PNG","GMB","SDN","NPL","CUB","GIB","STP","GNQ","DJI","SPM","BTN","ERI","KIR","FSM","PLW","TON","ATF","WLF","BLM","IOT","BES","NIU","FLK","AIA"
"LVA",0,0,0,0,0,0,0,0,0,11.877,0,0,0,0,0,0,0.561,0,0,0,0,0,0,0,0,0,0,0,85.699,0,0,0.59,0,0,0,0,0,0,25.938,0,0,0,0,0,0,0,0,0,0,37.044,0,0,0,0,0,21.887,0,0.107,2.229,0,0,0,105.488,0,0,0,0,0,0,0,0,0,0,0,1.962,0,0,0,0,9.572,0,0,0,1.549,0,0,0,0,0,0,0,0,0,0,0,0,156.988,0.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.992,0,0,0,0,0,0.912,0,0,0,0.531,0,0,0,0,0,0,0,51.971,8.197,0,0,0,0.264,205.134,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,10.032,0,0,0,0,0,60.244,0.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.766,0,2.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,0,0,0,0,0,0,0,3.134,68.76,0,0,0,390.341,0,136.084,0,0.02,1.149,0,10.986,0,0,0,25.959,0,0,305.702,0,5.665,73.063,0,0,0,0.87,0,0,825.984,0,2.291,0,0,0,0,0,0,221.392,0,418.348,0,0,0.313,1.53,0,52.722,0,550.543,1033.084,0,176.311,0,2061.08,0,0,0,0,0,0,0,0,0,578.115,105.127,0.266,0,0,13.231,16.948,418.405,0,0,25.489,5.2,0,0,0,26.302,0.001,0,0,0,0,126.652,0,0,0,440.31,0,0,0,116.168,0,0,0,0,0,357.726,0,0,0,0,4.358,0,0,0,0,617.305,0,0,0,0,0,3.526,0,0,18.733,689.286,0,0,0,0,0,0,0,8294.261,103.045,0,0,0.626,25.358,849.441,0,0,0,0,0,0,0,3.366,0,0,17.456,24.782,408.818,24.133,27.18,0,5.248,0,338.646,0,0,0,1002.031,567.93,0,0,29.298,0,0,29.435,0,280.109,0,0,0,2695.426,0.084,0,188.666,0,1197.847,0,0.393,27.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",3.915,0,23.468,0,0,0.098,0,0.977,0,1.632,397.645,0,0,1.276,0,0,27728.542,0,0,0,0,13.627,0,0,0,0.073,1.387,0,0.223,0,0,3.355,0,0,0,0,0,0,1.104,0,0,0,0,35.641,8.71,0,1.099,0.496,0,13.286,0,0,0,0,0,2.444,0,4.635,4655.175,0,0,0,6318.542,4.368,4.712,0,0,0,0,0,0,0,0.743,1.226,0,3.101,0,571.428,0.239,102.513,2.092,0,0,0.961,0,0.05,0,0,0,0,0,1.183,0,0.689,0,0,78.375,0,0,0.826,0,0,0.26,0,0.085,0,10.402,3.251,0,0,0,0,0,2.923,0,0,0,9034.283,0,0,0,0,0,0,0,0,8.235,0.223,0,0,7.821,0,0,0,0,3.847,74.713,0,0,0.588,586.742,13.592,0,0,0,0,0,12.246,6.27,1.79,0,0,11.513,0.116,2.784,0,0.143,0,3.92,0,137.196,0,0,0,5.997,91.193,0,0,0,0,0,1.068,0.917,27.759,0.499,0,0.804,4.378,0,10.607,21.503,0,40.746,0.167,0,0.771,0,0,0,0,0,0,0,1.315,0,0.316,0,0,0.503,2.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0.062,0,0,0,1.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.581,0,0,0,0,0,0,0,0,0,4.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.832,0,0,0,0,0,0,0,0,0,6.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.222,0,0,0.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0.032,0,0,0,0,0,0,0,0,0,0.992,0,0,0,0,0,0.02,12.951,0,0,0,0,1.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",489.015,0,0,0,5.189,0,0.116,0.006,15.295,15541.313,17284.892,0,19.432,0,52.923,0,4767.144,0,0,8.122,7.471,2962.263,0,0,1.022,21.809,142.007,0,1166.1,4.64,0,22551.235,0,0,0,500.125,0,3605.146,308439.138,0,252.17,0,0.394,55.248,2657.542,9.736,0,8697.878,0,253.115,0,110.024,0.644,0.73,0,960.435,0,48.604,98212.236,0,0,0,408487.135,2.999,2.646,0,0,0,0,0,0,4.252,423186.4,232.696,0.913,1342.721,0,1546.12,290,2776.391,123.851,0.035,312002.588,1.719,1153.057,1225.037,0,53276.971,0.379,0,0,360.329,0,1.776,0,0,18.965,860.542,0,0,130.113,0,75.831,63.851,149.822,0,0,242237.193,51.081,18.879,0,0,577.037,0,1237.186,0,0,40039.251,0,0,0,0,0,258.987,0.021,58.282,88.91,416.116,0,0,8224.506,0,0,228.427,18152.495,13672.912,49.69,0,0,0,110.87,49.678,0,0,0,0,0,74.511,0,131.646,0,0,13656.065,125860.156,1763.379,342579.514,3782.919,0,1177.048,0,64585.905,0,18.182,0,272.022,8327.371,0,0.002,113637.588,150.606,0,4445.862,817.798,16377.073,0,0,0,1897.981,2083.418,594.331,8144.996,0,2518800.396,356.656,5.188,0.214,0,0,33.729,1037.667,0,0,0,11.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657,0,0,0,0,0,0,0,0,0,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,0,0,0,0.418,0,0,0,0,0,0,0,0,0,0,0.211,0,0,0,0,0,0,0.6,0,0,5.241,0,0,0,0,0,0,1.113,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,4.447,0,0.218,0.175,0,0,0,11.454,0,0.201,0,0,0,0,0,0,0,0.012,0,0.16,0,0,0,0,7.113,0,0,5.981,0,0,0,0,1.984,9.237,0,0,0,0,0,0,0,0.362,0,0,0,0,3.131,0,0,0,0,0,21.623,0,0,0,0,0,0,0,0,0,12.563,0,0,0,0,0,9.204,0,0,0,0.355,0,0,0,0,0,0,0.179,2.438,0,0,0,0,3.368,23.156,0,0,0,0,0,0,0,0,0,0,3.227,2.428,0,0,0.602,0,0,0,0,0,0,0,2.601,17.398,0,0,0,0,0,1.338,0,0,0,0,0,0,0,0.332,4.226,0,10.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.018,0,0,0,0,0.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.953,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,112.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.41,0,0,0,0,0,0,0,0,0,0,0,47.866,0,0,3.282,0,0,0,0,0,0,0,0,0,0,0,0,36.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.454,0,0,0,0,0,41.745,0,0.615,0,0,0,0,0,0,0,232.743,424.679,0.114,0,0,0,0,0.06,0,0,12.287,0,0,0,0,0,0,0,0,0,0,0,0,0,45.65,0,0,0,0,0,0,0.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,0,0,0,0.119,0,0.195,14.441,8214.254,1084.376,0,0.502,0,0.067,1.789,80.607,0,6.85,1.738,0,288.614,1.196,0,1.099,0,0,0,6.7,51.545,0,2849.831,0,0,0,33.353,0,74.104,894.515,0,157.115,0,0,0,452.169,0.566,0,149.455,0,53.23,0,21.694,32.574,50.355,0,60.078,0,98.637,13373.151,0,0,0,512.303,0,0,0,0,78.144,0,0,0,292.401,1108.263,8.314,3.04,127.263,0,240.008,43,872.708,0,27.877,12061.228,0.851,0.059,0,0,1180.059,1.765,0,0,0,0,0.985,0,0,19.415,0.288,0,0,0,425.218,0,0,0.207,0,0.045,0,0,0.323,0.015,0,1.601,0,0,0,0,17346.662,0,0,0,0,0,72.741,23.697,0,0.013,455.957,0,0,6.731,197.788,7.415,23.972,60.21,33.888,11.708,0,0,0,15.61,331.254,0,0,0,0,0,98.036,0,1.767,0,0,30.237,1548.218,88.855,320.654,25.139,0,219.664,0,147.841,0,1.149,0,547.981,542.988,0,0,129.606,0,0,62.176,3.027,90.648,0,0,0,42.582,0.257,325.791,1671.991,0,150170.163,0,3.874,0,3.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,0,2.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.432,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",0,0.067,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0,0,0,1.005,0,0,0,0,0,0,0,0,0,0,0,0.555,0,0,0,0,0,0,0.383,0,0,0,0,0,0,0,0,0.733,0,0,0,0,0,0,0,0,0,0.615,0,0,0,0,22.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,3.168,0,0,0,0,0.141,0,0,0,0,0,0,0,0,0,0,0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,0,0,0,0,0,0,0.843,0,0.198,0,0,0,0,0,0.186,0,0,0.002,0,0.988,0,0,0,0,0,0,0,0,0.852,0.93,0.042,0,0,0,0.449,0,82.192,0,0,0,0.714,0.565,0,0,0,0.294,8.441,0,0,0,0,0,0,0.086,0,17.117,8.492,0.585,0,0,224.413,0,0,0,0,0,4.863,0,0,0,0,0,0,1.296,0,0,0,16.728,53.504,0,3.559,0,0,0,0,0.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008.175,0,8.559,0,99.098,0,0,0,0,0,0,12.578,0,0,0,0,0,0,0,0,11.786,0,0,0,0.282,0,0,0,0,0,0,0,20.16,0.562,0,0,0,0,1.198,0,0,0,0,0,0,11.534,0.001,0,0,0,241.397,0,25.044,0.414,0,0.011,431.192,2.008,0,0,0,36.077,13.737,0,0,56.405,1.292,0,6640.85,5.353,0,0,0,0,0,0,0,5.355,10.851,2.763,10.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437,6.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,0,44.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.876,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,9.629,0,0,0,0,10.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423,45.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675,0,0,29.183,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0.668,0,1.941,0,0,0,0,52.244,604.218,0,0,0,0,0,0,0,0,2.136,0,0,0,0,0,0,0,0,0,0,0,0.831,0,0,0,0,0,0,0,0,311.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",0,2.644,18.406,0,0,3.084,0,101.241,1.933,97.143,22929.892,0,0.399,7.088,3.718,66.837,77224.138,0,0.343,97.052,0.483,117.913,0,0,0.124,3522.785,6.111,0.071,252.466,3.302,18.297,11913.67,17.69,0,0,147.9,71.053,147.168,2846.799,0,34.163,18.165,0.039,15.783,14.032,302.758,2480.874,37654.711,297.079,4413.117,61.684,39.108,15.484,0,0.078,4282.143,0,6092.195,68334.886,1.691,8.446,0.306,286285.75,62.649,8846.816,0,0,0.054,0.089,0.55,0,0,5034.615,23345.274,14.968,314.862,0,3401.875,1083.905,70865.75,17.537,16.434,201.161,6.462,0.718,59.862,0,396.17,153.752,0,0,8.941,0,427.686,0.335,0,1767.063,7725.772,0,33.81,2.673,1160.198,9.051,6.502,1326.543,1.848,2.558,616.295,0.148,120.673,2.073,0,242.093,155.108,873.423,0.062,0,0,60.423,229.35,67.433,0,0,35.05,0,7.313,342.087,2969.145,0,0,18.337,0.266,0,2.573,198.115,43499.89,67434.346,0,0,37.209,4933.372,2758.059,2.579,0,0,1.837,27.462,419.418,0.741,82.336,0.012,0,327.407,924.95,1986.272,1552.641,1136.601,0.197,493.579,21.521,85953.524,0,67.848,0,23887.665,18158.432,0,0,1799.32,0,0,136.729,406.979,3490.119,0,0,4.245,1996.8,28.12,71.725,46148.288,192.654,10038.25,25.101,0,7.672,0,0,0,4.797,0,0,0,0,0,393.43,0,163.797,0.295,1.807,0,0.127,0,0,0,0.007,0.027,0,0,0,0,0,0,0,0,0.363,283.483,0,0,0
"CUW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
