"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","IOT","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRL","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","BES","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","SHN","LCA","SPM","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","THA","TGO","TTO","ARE","TUN","TUR","TKM","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WLF","WSM","YEM","ZMB","KNA","NFK","MHL","TCA","UZB","SSD","CAF","COM","GRD","IRQ","DJI","KGZ","FSM","PLW","SOM","TJK","TON","MNP","BLM","AIA","ASM","TKL","FLK"
"KOR",427.44,0,1.913,0,24.54,0,0.145,811.315,12048.295,4653.89,0,166.253,129.37,0.132,0.116,3682.17,0.74,0,19.534,8.613,0,10119.038,0,0,0,0,0.416,446.031,51.735,0,12.558,397.253,0.014,16287.956,0,0,463.347,0,198.628,1434285.134,0,140.955,41.347,48.678,0,9.184,0.487,0,1810.444,712.681,0,342.263,0,2767.81,70.942,14.901,0,0,0,373.95,42.364,599.933,2735.808,0,0,0,0,0,53473.195,17.349,0,0,394.088,4.479,169.069,26.016,6.973,0,0,939.944,234306.475,4532.891,2.388,11206.544,362.244,19.988,1031.067,3535.694,0.712,0,424138.418,575.743,2834.715,1.201,0,0,124.116,0.33,9.283,0,3.149,0,0,23.222,1997.69,589.155,0,0,67383.795,0.896,0,1694.327,0,1.012,154758.108,20.858,0.236,0,215.808,0,14.77,0,0,63.246,61595.494,0,0,0,0,0.126,0,2527.525,4.727,0,0,0,48.52,553.4,0.503,12.103,11.98,11.594,1609.162,16789.266,47.252,0,0,0.1,1610.76,3362.305,0,0,0,0,0,0,0,261.077,0,20.184,0,0,6978.49,24793.645,10738.982,229636.234,465.261,607.776,0,1210.731,0,0.024,0,1604.28,2459.014,2.588,66400.829,0,0,1352.556,192.811,4033.782,1.45,0,0.87,497.739,4.49,2516.625,22210.842,10.216,663072.231,0,53.022,0,0,0,715.643,0,0,0,0,0,992.084,0,0.002,0,0,128.49,71.9,0.45,0,0.588,0,0,0,0,0,0,0.256,0,0
"KWT",0,0,0,0,0,0,0,0,0,0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0,0,0,0,0,0,0,0,7.84,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,4.932,0,0,0,0,0,0,0,1.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,10.925,0,0,0,0,0.745,0.167,0,0,0,0,0,0,0,0,0,0,0,0.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,0,0.104,0,0,0,0,0.007,0,12.406,0,0,0,0,0,2.912,0,0,0,0,0,0,0,0,64.674,0,0,6.49,0,0,0,0,0,9.139,0,0,0,0,0,0,0,0,0,314.374,0,37.709,0,0,0,0,0,0,0,9.803,0,3.712,1.374,0,0,4.435,0,0,39.566,0,0,0,0,0,0,0,0,0,0,0,3505.247,0,0.981,0.371,0,0,1.401,3.198,0,0,4.252,1.783,0,0,0,1.706,0,0,0,0,0,0,0,60.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.652,0,0,0,0,0,0,0.887,0,0,0,0,0.168,0,0,0,0,0,0,0.356,0,0,0,0,0,1269.907,0,0,0,0,0,0,0,0,0,0,0,0,0.632,0.373,5859.29,0,0,2.137,0,0,0,0,0,5.883,17.435,0,0.09,0,0,1937.49,0,17.801,0,0,0,50.155,0,0,4.715,0,61.921,0,0,0,0,0,0,0,0,0,0,0,99.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,2.27,0,0,0,1.012,0.011,0,1048.798,0,0,0.39,0,0,169.891,0,0,0,27.38,0,6.829,0,0,0,0,0,149.01,0,0,960.961,0,0,631.277,0,0,5.364,0,9.545,36.091,0,0,0,0,0,0,48.035,0,0,106.154,0,129.747,0,0,0,0.057,0,0,0,704.715,0,77.941,1117.225,0,0,1.491,0,0,6364.178,16.643,0,0,20.024,0,0,0,0,0,0,0,8826.89,48.368,0,0,0,47.242,7.898,2630.468,0,0,6.382,76.957,0,0.195,0,9.31,0,0,0,0,725.567,0,0,0,57.58,0,0,0,0,38.118,0,0.069,0,12.332,584.893,0,7.497,0,0.655,0,0,0,0,0,71.878,0,0,0,0,0,0,0,0,0,0,0,2.725,0,0,0,0,0,0,1669.253,89.245,0,0,0,72.003,454.865,0,0,0,0,0,0,0,0,0.03,8.27,0,0,166.378,26.13,4283.392,36.108,73.729,8.482,0,368.655,0,0,0,186.971,466.391,0,0,0,0,462.696,16.365,3.887,18.213,0,0,4.154,0.048,0,549.037,0,1085.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,1.322,0,0,0,0,0,0,0
"LUX",0,0,3.384,0,0.779,0,0,0,4.981,462.676,0,0,0.088,0,0,9848.636,0,0,0,0,0,5.557,0,0,0,0,0,159.02,0,0,0,0,0,2.745,0,0,0,0,12.542,0.819,0,0,0,2.925,0,0,0.368,0,2.532,0.174,0,9.536,0,0,0,0,0,0,0,0.868,0,47.903,2189.973,2.719,0,0.184,0,0,4900.947,0.366,0,0,1.177,0,0,0,0,0,0,0,0,35.695,0,13.653,0,1.202,0.242,480.736,0,0,0.123,0,0,0,0,0,0,0,25.515,0,0,0,0,0,0,0,0,0,0,0,0,11.947,0,0,0.687,0,0,0,0,1.078,0,0,0,0,4231.604,0,0,0,0,0,0,2.335,0,0,0.317,0,1.643,4.195,0,0,0,0,0,22.82,46.048,0,0,0,0,6.287,0,0,0,0,0,0,0,6.485,4.223,1.46,0,0,8.479,0,0.27,0,0,4.019,0,16.037,0,0,0,135.539,122.232,0,0.1,0,0,0.771,0,13.594,0,0,0,0.242,0,1.472,4485.792,0.454,37.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.159,4.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.581,0,0,0,0,0,0.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,14.733,0,0,0,0,0,0,3.666,0,0,0,0,0,0,0,0,0,0,1,42.257,0,0,7.603,0,0,0,0,0.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.876,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,5.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,0,11.524,0,0,0,0,200.861,53877.441,9045.666,0,1.471,8.825,0.487,0,1431.711,0,0,0.294,108.562,0,7871.839,0,0,0,0,1.668,49.151,99.772,0,611.8,11.637,0.043,23892.667,0,0,97.498,0,62576.449,217245.242,0,26.192,0,0,0,1.037,54.302,0,3.174,19315.808,0,1035.945,0,0,1.645,3.648,0,228.892,0,493.129,105.306,1165.512,2562.189,0,0,0,0,0,384214.291,0,0,2.432,3.679,0,0,0,29.352,0,0,16326.174,207943.343,444.54,5.14,1119.808,451.16,57.801,0,19172.657,0,0,430409.117,65.085,17512.551,1.035,0,243335.718,63.964,54.287,50.257,0,15.608,0,0,5.714,1015.969,0,0,0,0,23.195,0,318.225,0,0.128,207102.555,0,2.927,0,24.772,0,0,1.112,0,0,64441.465,0,0,0,0,2.881,0,2322.037,15.226,0,4.357,0,685.939,265.162,0,0,0,0.413,66045.925,224385.804,10.988,0,0,79.683,323.389,3946.341,142.626,0,0,0,0,0,0,248.145,0,131.275,9.468,0,202693.612,213592.9,1422.505,2814.479,920.533,2056.041,0,2701.505,2.708,0,0,131.577,9073.443,0,135969.639,0,0.002,888.638,475.313,14451.601,0,0,5.873,485.656,844.795,16.503,64867.561,147.544,1585864.537,0,15.185,0,0,855.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,0,0,0,0,0,0,0,0,3.301,0,0,0,0,0,0,0,0,0,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.506,0.045,0,0,0,0,0,0,0,0,0,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,0,0.388,0.271,0,1.329,0,0,0,0,0,0,0,0,0,21.816,0,0,0,0,0,0,54.497,0,0,0,0,0.16,0,0,0,0,0.041,25.774,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0.074,0,0,0,0,0,0.415,0.309,0,0,0,0,0,76.45,0,0,0,0,0,0,0,0,0,0,0,2.982,0.288,0,0,0,0,0,91.701,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,3.638,0,0,0,0,0,0,0,0,0,47.401,0,0,0,0,0,0,0,0,0,0,0,1.642,0,0,0,0,0.053,10.457,0.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877,0,0,0,0.17,0,0.332,0,0,0,0,0,0,0,0,0.651,0,0,0,0,3.638,0,0.317,0,0,0,0,0,0.247,1.287,0,42.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,55.027,0,0,0,0,0,1.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587,0,0,30.798,0,0,0,0,0,0,0,0,0,0,0,0.944,0,0,29.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.516,0,0,10.095,0,0,0,46.173,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,6.898,0,1.221,0,0,117.733,132.299,454.401,0,3.83,0,0.313,0,1.58,0,0,0.024,0.352,0,1098.024,53.717,0,0,0,0,0.521,0,0,1.8,0,0,1985.573,0,0,1.393,0,140.196,1258.239,0,580.796,0,0,0,115.413,0.502,23.752,0,123.493,0,239.901,0,15.515,21.124,61.137,0,0.253,0,48.716,0,79.097,10108.854,0,0,0,0,0,2152.575,0,0,0,0,0,0,73.064,0,0,0,8.106,570.971,162.613,1.285,10.3,0,81.002,0,622.944,0,0.724,743.255,7.722,248.293,1.022,0,481.885,2.326,0,0.153,0,0,0,0,15.469,0.037,0,0,0,856.626,0,0,1.359,0,0,0,0,0.751,0,11.331,0,9.061,0,0,2.119,4205.634,0,0,0,0,0,0,112.608,20.421,0,0,0,354.798,54.922,171.611,0,0.527,119.442,9.719,92.437,0.291,0,0,27.058,8.2,149.161,0,0,0,0,0,0,0,0,0.335,3.226,0,0,287.296,5240.03,226.581,68.45,79.423,10770.688,0,231.016,0,0,0,422.232,72.481,0,74.738,0,0.175,173.316,36.926,98.573,0,0,0,2.509,0.004,0,31293.128,0.494,937784.813,0,27.583,10.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2414.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.398,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",0,0,0,0,0,0,0,0,0,0.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0.383,0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0,0,0,0.376,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,0,0,0,0,0,0,0.936,1.346,0,0,0,0,0,0,0,0,0,0,0,3.937,0,0,0,0,0,0,0,0,0,0,0,0.144,0.056,0,0,0,0,84.326,0,0,0,0,0,0,0,0,0,5.856,3.676,0,0,0,0,0,0.009,0,0,1.762,0,0.205,166.953,0,2.54,0,0,0,26.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.645,0,0,0,0.497,1.31,0,1.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.113,0,651.228,0,149.69,0,70.442,0,0,0,0,0,0,0,0,0,1.873,0,0,0,0,0,0,0,0,51.851,0,0,0.474,0,0,0,0,0,0,0.289,0,0,0,0,0,9.183,0,0,0,0,0,0,0,0,18.635,0,0,0,13.264,0,0,150.081,15.55,0,0,0.771,0,0,0,0.166,41.524,0,87.432,0,0,0.006,0,1.163,0,0,0,0,0,0,0,0,18.45,124.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,1.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0,41.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289,0,0,0.474,0,0,0,0,0,4.684,0,0,0,0,0,0,0,0,0,0.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.791,0,0,0,0,0,0,0,0
