"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","ATF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","BES","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","PLW","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","PSE","KIR","FSM","GRL","SPM","ERI","MHL","TON","WLF","MNP","NFK","IOT","MSR"
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.219,0,0,0,0.045,0,0.727,0,0,0,0,0,0,0,0,0,0,0.539,0,0,0,0,0,0,0,0,0,0,0,0,1.571,5.725,0,6.973,3.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,0,0,186.353,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.408,0,0,0,0,0,0,182.289,0,0,0,0,0,0,0,0.265,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,17.464,0,0,0,0,1.951,0,176.687,0,0,4.894,0,0,0,0,0,0,1.952,0.022,0,0,0.452,0,0,0,1,528.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.854,0,0,0,0,0,0,0,0,0,0.679,44.739,0,0,0,0,0,0,0,0,0,0,11.341,0,0,0,0,0,0,0,0,0,0,0,4.346,0,0,0,0,0,1.397,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.564,6.401,0,0,0,1.06,12.43,0,0.188,0,0.046,0,0,0,2.781,0,0,2144.204,0,0,0,12.268,0,61.473,0,0,0,0,0,0,2.217,9.873,0,28.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,0,0,0,0,0,0,0,0,0,0,0,0,2.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.576,0,18.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0.176,0,0,0,1.559,0,0,0,0,0,0,0.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,1.051,0,0,0,0.61,0,0,0,0,0,0,0,0,0,30.92,0,0,0,0,0,0,0,0,0,0,37.416,0,0.311,0,0,0,0,5.546,41.634,0,0,0,0,0,0,0,0,0,3.244,0,0,0,0,0,0,0,0,4.718,0,0,0,0,0.101,0,0.062,0,0,0,0,0,0,0,0,0,0,0,49.955,0,7.958,3.334,0,0.202,0,0,0,0,0,0,0,1.68,0,53.578,0,0,0.526,0,0,0,0,0,0,0.369,0,0,0,0,0,0,0,0,0,0,0.268,0,0,0.102,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,18.612,0,56.92,1.156,0,0,0,0,64.975,10.245,0.616,0,0,0,0,0,0.484,0,0,0.697,10.334,0,0,1.194,0,0,0,0,0,2.541,0,0,0,9.671,0.099,34.039,0,0,0,0,0,0,98.68,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,128.557,0,0.512,19.294,0,15.004,7739.2,2698.488,12858.45,4.678,55.433,0,0,10.439,2837.592,9.353,0,55.23,20.403,1.301,20328.056,55.834,0.483,0,2.006,3.295,2.025,0,2.2,0,0.136,74187.22,0,0,0,10.354,0,1460.244,31880.879,0,0,11166.959,0,0,7.56,0,877.921,2.019,432.876,0.234,1723.845,0,150.042,0,716.916,696.806,670.97,0,7.462,20.686,0,0,338.071,1742.104,10.5,0,0,0,0,0,72142.981,0,0,3.442,0,0,1812.535,0,1.899,26.833,567.876,234.491,894.376,13.542,129.06,0,0,235.216,18.294,2436.958,26.304,26.347,13310.332,77.434,22.404,10.216,0,1007.824,65.386,0.259,0,98.869,0,10.514,0,0,6.286,779.927,0,2.333,0,773.238,0,4.315,0.212,0,16.881,0,9.483,5.628,7.44,31.858,2.411,106.54,0.28,0,0,548.269,0,6.934,0,0,0,0,630.481,865.529,4.084,0,0,570.829,0,37.998,520.231,0,277.251,1678.326,168.468,591.602,18.266,0,0.156,358.698,44.59,1153.782,3.043,0,0,0,0,3.765,0.149,0,0,124.59,0.222,31.553,0,0,852.647,571.566,612.75,879.724,319.913,0,1261.864,0,4813.043,0,0,0,0,339.046,211.889,0,0.736,11582.951,0,0,14.3,2550.343,7.594,1340.108,0,0,0,0,1.199,7.404,1898.889,14597.01,11.047,1811220.692,26.598,201.977,14.176,8.803,0,0,0,0.323,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,5.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.607,0,0,0,0,0,0,0,0,0,0,4.015,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392,0,2.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.549,0,1.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.109,0,0,0,0,0,0,0,0,0,0,9.283,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1.92,0,66.35,0,0,0,0,0,0,0,0,3.698,0,0,0,2.656,0,0,0,0,0,0,0,0,37.19,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.015,11.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.61,0,0,1.406,0,64.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",0,0.19,0,0,0,0,0,0,0,0,1.828,0,0.487,0,0,0,0.005,0,0,0,4.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,24.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0,0,0,0,0,4.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.477,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.227,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,1.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,9.268,0,0,2.274,0,0,1.147,0.877,0.503,0,0,0,0,0,11.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.787,4.763,0.971,0,0,0,0,0.559,110.924,0,0,0,0,0.13,1.148,0,0,0,0,2.718,2.915,7.61,0,0,0,0,0,0,0,5.33,0,0,0.094,248.006,0,0,0,40.801,0,3.831,139.471,2.778,0,0,0,0,0,40.902,0,0,0,0,0,0,0,0,0,0,0,16.749,216.748,0,5.091,0,270.993,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,12.517,0,5.348,0,12.902,0,26.94,0,0,0,0,0,0,0,0,0,0,0,5.975,0,0,0,0,0,0,0,0,1.783,0,0,0,0,0,0,0,0,0,0,0.274,1.048,0,0,1.572,0,0.206,0.581,0,0,0,0,0,0,0,0,0,26.747,0,0,0,0,0,0.018,0,0,0,0.701,0,100.296,0,0.776,0,0,0.896,0.186,0,0,7.881,71.428,0,0,1.181,160.226,1.462,0,0,0,0,0,0,12.995,0.782,0,0.25,11.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,0.132,0,0,0,0,1.663,0,0,0,0,0,1.172,0,0,0,0,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.032,0,0,0,0,0,0,0,0,0,14.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.445,2.958,0,0,0,0,21.597,0,0,0,0,0,0,0,0,1.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,18.232,0,0,0,0,0,1.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402,0,4.193,0,0,0,0,0.285,0,13.778,0,0,0,0,0,0,0,0,0,0,11.323,0.03,0,0,38.249,0,0,0,1.214,0,0,0.449,0,0,0,0,6.72,5.289,0,0,0.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.255,0,0,0,0,0,0,0,0,0,0,0,0,0,9.102,0,0,0,0,0,0.2,0,0,0,187.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0.392,0,0,0,0,1.138,0,0.765,0,0,0,0,3.248,26.977,0,0,0.044,0,0,0,2.873,0,0.553,0,0,0,0,0,0,0,1171.118,0,28.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,0,4.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,1.974,0,0,0,0,0,0,0.705,0,0,0,0,0.09,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,67.223,0,0,0,0,0,0,1.272,0,0,0,0,0,0,0,0,0,0,6.273,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,1.149,0,96.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.372,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0.988,0,29.487,0.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.063,0,0,0,0,0.265,0,0,0,0,205.704,0,0.198,0,0,0,1.469,0,1.668,0,0,0.357,0,0,0,0,0,0,0,0,0,0,0,0,0,8.636,0.057,1.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,3.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.172,0,0,0,0,0,0,0,0,0,0,0,1.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.465,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,1.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",0.451,12.097,349.866,0,6.588,100.37,5.077,136.332,74.67,4100.288,12369.329,19.675,217.853,84.431,24.865,0,58016.575,0.371,0,30.373,216.121,4.223,1616.369,0.158,0,0,0.202,3574.325,0,0.01,106.19,1.341,16.04,1098.204,1.353,0.213,1.357,13.24,1.57,336.554,10970.337,0,0,111.333,0,5.354,9.048,0,36.283,2596.533,48.718,1588.509,11233.518,2.484,9564.491,0,28.412,94.527,1.161,7.949,53.865,5850.087,0,4.299,6946.212,62410.533,2.237,0,0,0,216.791,9.615,125132.184,126.603,1.305,2099.457,0,0,4.681,2.343,0,0,10.122,4799.69,6726.567,638.479,263.025,255.458,261.308,3751.789,3283.071,43902.848,25.603,0,4709.766,176.941,490.449,85.512,0,2056.365,173.486,2.868,0,175.352,0,415.684,14.524,2.001,1687.689,1686.61,0,6.852,0,3060.911,17.874,0.787,396.034,4.706,59.962,2727.411,2.246,84.216,32.475,539.242,11.505,241.405,4.346,0,18.002,0,144.351,80.096,19.202,68.221,2.625,0,750.9,0.844,68.357,435.922,0,6092.391,0,113.725,113.134,5.788,102.332,182.128,120.901,27905.983,16727.655,0,0,754.226,13188.103,4200.343,4.03,0,0,0,0,45.632,0.296,6.848,6.187,4135.092,2.836,434.969,1.265,0.213,2913.331,1653.646,3982.964,539.396,791.173,2.197,2328.688,11.418,17757.231,0,5.646,133.258,0,11681.797,5584.443,0,43.173,489.293,2.145,0,3.472,6178.416,241.667,10556.995,16.762,0,0,117.002,191.336,51.003,683.735,82587.732,15.967,19543.787,8.9,20.975,9.664,0,0,0,5.151,3.581,0,0,0,0,0.117,0,0,0,0,0,0,0
"CUW",0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0,18.098,0,1.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,6.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SXM",0,0,0,0,0,0,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.061,0,0,0,0,0,0,0,0,0,0,0,1.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.038,0,31.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VUT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",2.694,0,0,1.585,0,0,0,0,31.828,10112.942,24.507,1.27,24.927,0,2.167,0,62.075,0,0,21.154,0.129,0,182.014,0,1.735,0,3.459,35.379,3.993,0,0,2.613,0,1614.25,0,0,0,89.992,0,482.185,162.824,0,0,127.549,0,0,0,76.631,32.62,0,0,3.337,43.629,0,74.383,0,0,95.033,0,0,0,1.099,0,368.693,3.512,59.622,12.833,0,0,0,0.424,0,1354.122,22.047,0,10.082,0,1.889,7.964,0,0,0,6.385,552.968,16.211,34.898,123.133,150.421,5.249,343.355,3.943,43.185,0,0.539,1709.688,0,32.206,75.502,0,151.022,160.228,0,8.977,10.304,0,0,0,0,2.837,0.129,31.807,0,0,323.83,77.493,0,0,0,2.311,41.531,0.701,0,0,0.059,0,0.577,4.333,2.349,14.055,4229.546,1.669,0,0,0,12.696,16.521,0,19.021,0,4.689,1.148,103.399,0.425,2.566,3.154,119.322,20.719,45.019,256.438,7.414,3.606,0,0,36.896,46.919,12.749,0,0,0,0,0,0,0,0,0,2.02,0,0,1.123,0,99.051,643.269,4.989,209.52,1.481,0,919.834,0,68.91,0,0,0,0,117.883,317.817,0,0,464.69,0,0,0.914,91.007,0,106.428,0,0,0.403,0,35.533,0,0,611.472,7.247,11510.253,0,296.912,0,0,31.991,0,0,0,8.755,14.503,0,0,0,0,51.582,0,0,2.199,0,0
"NIC",0,0,0,0,0,0,0,0,0,24.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.961,0,0,0,0,0,0,0,0,0,17.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464,0,0,0,72.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.498,0,0,0,0,0.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.378,0,0,0,0,16.599,0,0.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.826,0,0,0,0,0,0,0,3.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
