"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","PSE","GRL","VUT","NFK","FSM","PLW","SSD","BES","BTN","SPM","GNB","WLF","BLM","ATF","MNP","FLK","NIU","IOT"
"ITA",0,784.032,4430.702,0,0,170.673,2.38,80.63,1414.25,3325.738,3874.703,0,104.794,153.133,32.415,2.578,4824.245,0.111,151.433,203.905,10.966,2079.181,0,0,0,16.887,4941.771,18.161,0,625.426,8.171,23.767,2128.296,5.338,0,17.294,178.047,2.097,1497.783,7650.34,0,0,766.951,0,65.084,8.304,0,635.96,1840.98,810.433,853.241,12931.343,22.996,1761.929,0,65.697,372.472,27.306,2.589,1022.807,0,301.956,9.883,1357.941,55706.937,22.766,79.647,2.245,360.169,0,44841.272,270.529,0,0,4709.197,0,0,139.51,0,40.71,13.555,17.928,2287.364,3539.422,123.051,1250.065,478.73,489.685,859.966,3615.284,0,102.08,80.668,4723.762,244.178,1015.935,115.231,0,2755.983,1295.678,2.02,12.55,1292.584,0,535.323,10.143,327.552,801.804,254.474,7.076,50.258,0.469,1177.544,100.171,1.681,1137.694,0,75.091,7349.084,6.308,59.458,109.794,0,1517.127,6.501,336.824,11.161,0,12.678,9663.445,22.898,0,0,27.138,189.481,8.31,1.889,998.617,494.907,0,520.843,540.153,1.42,132.298,4472.94,218.725,16554.232,8864.878,0,1171.954,7395.95,4099.794,94.106,0,0,0,2.455,46.452,0,0,2501.822,445.735,1111.857,5.898,1.299,4355.033,1312.11,4600.974,2634.142,2529.422,45.139,944.707,6.956,28550.785,23.294,5.267,0,3181.766,7987.303,18.059,3.627,1693.488,26.287,0,0,32.324,5735.741,1270.608,15823.729,2.068,0,0,21.281,249.068,103.872,3924.473,14079.142,34.761,14037.72,21.461,135.869,22.371,15.117,0,0,23.514,8.223,5.747,0,0,0,1.713,0,0,0,0,2.363,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0.041,0,0,0,0,19.262,0,0,0,0,0,4.435,0,0,0,0,4.304,0,0,0,0,0,0,0,0,0,55.911,0.393,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.805,0,0,0,0,0,0,0,0,0,0,0,2.015,0,0,0,0,0,0,9.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005,0,0,0,0,0,0,0,0,7.676,0,0,5.574,0,0,0,0,0,0,0,0,0.016,0,0,22.358,0,0,0,0,0,0,5.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.262,0,0,0,0,11.298,0,0,0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.929,0,9.593,15.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0.165,2.298,0,0,0,0,0.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0,0.373,0,0,0,0,0,0,0,0.501,0,0,0,0,1.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0.222,0,0.005,0,0.463,0,0,0,0,0,0,0,0,0,0.098,0,0,0,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.661,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,1.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,0,0,0,0,0,0,0,0,0,0,0,0.316,0,0,0,0,0,0,0,0,0,0,1.784,0.013,33.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",0,21.595,127.854,0,4.591,42.983,1.37,15.189,1993.756,14077.243,1832.85,10.649,27.053,442.606,24.493,4.827,9094.59,1.43,19.17,103.917,13.746,9788.62,12.401,1.478,0,60.876,31.054,319.859,0,53.621,407.133,7.788,23578.989,3.642,0,0.232,561.554,0,415.815,457354.071,0,0,300.093,0,5.365,6.55,0,109.259,33.952,15.039,21.675,16500.658,0.067,411.466,0,43.324,202.663,233.452,0,37.9,0,236.961,1.785,2803.192,15876.093,13.806,781.087,0,16.614,0,90991.91,43.537,0,0,39.677,0,0,5.008,0,0.903,30.658,41.236,141085.498,4098.423,70.48,15068.269,310.233,115.251,3764.25,4427.997,4569.983,14.896,9.2,0,210.793,32.322,93.214,0,236455.6,346.705,4.25,7.791,52.377,0,42.848,17.857,29.842,48.646,22737.019,145.513,11.165,337.049,14870.418,35.945,8.684,21.466,7.429,34.744,25279.831,234.302,33.027,66.717,0,197.109,9.134,99.451,0.287,0,36.333,23630.152,0,0,0,0,1041.569,77.469,2.335,67.867,1105.788,8.471,1181.157,783.026,73.104,12.287,409.254,8199.411,3423.133,2381.611,0,223.581,223.002,8328.884,7.474,0,0,0,3.098,3.841,0,0,659.191,62.359,132.933,0.902,0,21178.167,34157.896,190.976,63847.648,164.438,0,1250.788,3.237,7256.124,13.399,7.266,2.116,1821.562,4132.291,27.678,0,131658.121,0,0,11.306,73.168,3900.759,2767.764,4156.152,33.241,0,0,8.919,11.098,18.189,2962.83,54855.999,5.883,361928.858,22.854,48.612,144.45,0,0.349,22.196,2.95,12.279,0,0,0,2.391,50.286,0,0,0,0,0,0,0,0,2.274,0,0,0
"KAZ",0,0,0,0,0,3.89,0,0,0,0,1.75,0,0,0,0,0,1.799,0,0,0,0,0,0,0,0,0,0,0,0,25.942,0,0,3.507,0,0,0,0,0,0,0.141,0,0,0,0,0,0,0,0,0,0,0,0.177,0,0,0,0,0,0,0,0,0,0,0,0,8.84,0,0,0,0.02,0,10.127,30.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.591,0.001,100.526,0,0,0,0,0,0,0.227,0,0,0,0,0,0,0.08,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,1.688,0,0,0,0,0,0,0,0,0,0,0,0.775,0,0,0,0,0,0,0,0,0,215.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.077,0,0,0,0,0,0,0,0.306,0,0,0,0,0,0,46.769,0,0,0,0,0,1.728,0,73.38,0.493,0,0,0,24.489,0,0,44.254,0,3.465,0,0,83.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,2.587,0,0,79.915,0,599.155,0,0.204,0,0,0,0,0,0,0,0,0,5.852,0,0,0,0,0,0,0,0,0,0,0,0,2.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,0,0.58,0,18.173,0,0,0,1.912,0,0,0,0,0,0,0,0,2.734,0,0,0,307.452,0,13.809,67.577,0,0,0,0,0,0,0,0.012,12.967,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598,0,0,0,0,0,48.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,35.209,0,497.695,0,0,0,0,0,0,0,0,0,0,1128.272,0,0,0,0,0,5.785,0,0,0,0,0.229,0,0,5.1,0,0,1.934,0.021,0,0,0.03,0,0,0,0,880.25,0,1.156,0,0,0,0,0,0,418.744,110.235,0.394,662.424,0,0,0,0,0,0,0,36.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0.864,0,0,0,0,0.044,0,0,0,0,0,0.531,0,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,3.359,0,0,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0,16.169,0,0,0,0,0.715,0,0,0,0,0,2.744,0.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.342,0,0,0,0,0,0.542,0,0,0,0,0,0,0,0,0,0,0,1.011,0,0,0,0,2.878,0,0.099,0,0,0,0,0,0,0,0,4.45,0.229,0,0,0,0,0,3.298,0,0,0,0,0,0,0,0,10.429,0,3.584,0,18.22,0,0,0,0,28.274,4.526,0.002,0,0,0,0,0,8.962,0,0,0,0,0,0,0,0,0,0.207,0,0,0,6.229,0,0,0,1.707,10.58,3.308,0,0,0,0,0,0,1.674,0,0,0,0,0,0,0.429,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0,0,0,0,0,0,2,0,0,7.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.272,0,0,2.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0,29.676,0,0,0,0,0,0,0,0,0,52.017,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",8.574,6.779,88.155,0,5.285,4.885,0,101.924,1976.218,3667.666,1650.076,1.5,127.09,2790.248,145.905,6.292,1351.469,0.126,50.018,123.768,2.838,5671.378,0.861,14.26,0,4.889,692.641,201.388,0,116.921,173.491,2.628,10541.98,0,1.06,0.741,157.441,0,919.906,215856.701,0,0,13970.445,0,0,1.721,0,555.526,274.716,0,469.346,1221.187,1.5,350.516,0,225.539,776.893,34.6,0.02,247.556,2.228,144.108,14.732,465.663,11112.007,5.848,0.62,4.768,190.579,0,21023.615,29.97,0,0,463.608,0,75.009,120.101,78.065,0,0,25.638,108463.053,55396.182,17.594,9027.687,2569.944,692.398,84.426,4927.997,5462.395,16.281,16.001,108122.316,1343.75,161.421,100.509,0,0,887.464,14.533,47.013,298.71,0,90.529,1.2,151.69,213.6,61.524,24.911,3.079,0.589,17521.132,2.449,0.354,3.075,3.365,130.016,25830.944,156.176,22.992,9.51,0,219.789,18.643,205.626,0,0,26.143,22853.905,0,0,0,0,370.226,45.147,0,481.195,381.342,0,959.262,1443.35,31.499,75.403,809.384,4249.488,20938.692,565.329,0,1026.448,790.259,13042.963,7.803,0,0,0,0.949,1.862,0,0,2266.329,14.087,461.056,0,0,16624.965,13309.146,1066.802,79296.67,168.675,1.999,1566.504,1.751,3993.414,7.388,0,0.352,707.718,715.893,99.032,0.105,40941.853,0,0,0,8.177,13092.656,54.05,7955.473,0,0,0,1.148,298.191,11.26,1016.12,4931.316,14.48,152227.776,0.487,73.433,355.154,4.56,0,7.324,11.508,63.705,0,0.677,0,17.694,0.036,0,0,0,0,0,0,0,0,1.274,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0.348,0,11.703,0,0,0,2.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.066,0,0,0,0,2.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.514,0,0,0,0,0,43.645,0,0,0,0,0,0,0,0,0,0,0,2.985,4.547,0,0,1874.874,24.273,0,0,1.265,0,0,0,0,52.104,0,0,4.254,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0,4.015,0,0,0,102.12,0,0,0,0,0,0,0,0,0,0,54.308,0,0,0,0,0,0.078,0,0,15.512,0,0,0,0,0,0,0,0,0,0,361.62,0,0,0,0,0,4.892,0,0,0.04,0,0,0,0,0,0,0,0,0.069,5.478,0,0.326,0,0,0,0,68.814,0,0.116,0,0,0,0,0,0,0.691,2041.719,0,14.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,2.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.664,0,0,0,2.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.328,0,0,0,5.267,0,0,9.808,0,0,0,0,0,0,0,0.1,0,0,0,0,37,0,0,0.14,0,0,0,0,858.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,237.963,0.23,0,0,0,0,0,0,0,0,0,0,25.012,0,0,0,0,0,0,0,4.6,0,0,24.404,0,0,0,0,0,0,221.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0.1,0,0,0,0,0,0,0,178.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0,30.186,0,74.547,0,0,0,0,0,0,0,0,0,0,0,0,0,5.658,200.389,0,0,0,0,9.013,0,0,0,0,0,0,2.492,0,0,288.779,0,0,0,0,8.951,0,0,0,0,0,0,2.8,0,0,0,0,1755.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0.87,0,0,23.072,0,0,0,0,0,0,0,8.303,0,0,0.99,0,0,0,0,0.629,0,0,0,0,0,0,0,0,0,0.05,49.319,0,0,0,0,0,0,162.172,0,0,0,0,9.801,4.978,0,0,0,0,1.961,0.308,18.315,12.302,0,0,0,0,9.347,0,0,1.222,0,0,53.958,0,0,0,0,0,10.505,11.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.435,0,0,45.067,3.866,0,0,0,69.965,0.006,0,0.496,1.082,0,0,0,0,0,0.136,0.721,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0.292,23.867,0,0,0,1.303,0,0,0,0,23.88,0,0,46.181,0.308,0,0,0,0,76.498,0,1.576,4.021,0.112,0,77.316,0,0,0,0,0,0,0,0,0,0,3.928,1.589,0,0,3.236,0,0,0,0,0.2,0,0.453,0,3.333,0,0,0,0.575,3.15,10.511,0,32.797,0,0,0,0,112.926,0,3.018,0,0,0,506.385,1.766,0.241,0.591,1.157,0,14.025,0,0,0,0,0,0,0.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,1.427,3.976,38.8,2.756,0,0,0,25.324,0,2.323,0,0,0.264,0,0,0,0,0,0,2.297,0,0,264.198,0,1.323,12.226,0,0,0,0,0,0.515,3.721,0,0,0,0,0,0,0,1.7,0.185,0,16.65,1182.086,0,215.861,0,0,0,0,0,0,0,1082.39,0,40.037,44.307,0.41,0,0,165.109,0,10.095,0,0,0,8.972,0,0,0,2.299,0,0,0,3.686,10.026,1.559,0,0,0,0,4.516,27.532,0.068,0,14.234,2.781,0,1.718,0,11.856,2.605,0,150.49,0,0,0,0,0,6880.842,3.283,0,0,0,2.072,0.033,0,0,0,1.925,0,0,6.147,0.476,0,6.23,0,0,2.606,0,0,653.273,0,0,0,0,8.103,0,0,12.488,10.835,0,0,0,0,0,0,1.213,57.778,0,0,0,20.64,850.516,1.369,0,0,0,0,0,0,0,19.306,0,0,0,0,0.252,1.811,82.994,4.828,0.451,0,3.083,0,20.486,0.866,0,0,81.742,4.377,0,9.555,24.218,0,0,0,0,13.421,9.279,10.78,0,0,0,0,1823.558,0.073,1.465,17.171,2.647,116.964,0,0,49.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0.11,26.937,0,0,0,11.39,0,96.686,4.565,280.504,16.249,0,3.421,290.585,1.397,0,1067.289,0.202,0.279,2.804,1.48,331.663,12.142,0,0,0,69.853,0,0,1905.429,0,0.069,34.01,0,0,0,0,0,1.821,119.921,0,0,1.561,0,0,0.233,0,1.154,13.453,0,130.054,246.966,0,119.445,0,0,1.402,0,0,0,0,669.441,0,148.566,303.61,0.207,0,0,511.392,0,810.953,62.938,0,0,70.386,0,0,0,0,0,0,0.07,108.39,132.282,13.342,0,0,0,66.442,37,456.434,0.712,0,10.44,634.76,7.569,0.252,0,16.167,6.307,1.3,0,4.643,0,5758.096,0,0,0,0.877,0,1.267,0,37.735,0,0,0.926,0,30.153,15.098,0,13.464,0,0,0.075,2.562,1.212,5.091,0,3.266,47.915,0,0,0,0,23.916,0.526,0,6.924,1342.59,0,12.534,0,0,0.005,0.87,0,2201.335,54.16,0,1.952,148.995,13721.612,27.201,0,0,0,0,0,0,0,0.127,0,11.8,0,0,15.812,39.565,18.182,12.835,148.81,0,74.948,1.43,328.296,0,0,0,173.684,47.991,0,0.613,445.311,0,0,0,0,4.014,0,12.045,2.607,0,0,0,683.458,0,0.734,746.799,0.059,23.608,0,8.82,53.853,0,0,0,5.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,3.911,11.459,0,0.023,2.492,0,1.004,5.699,1.437,349.554,0,0,1.007,0,0,1577.974,0,0.069,1.023,0,26.178,0,0,0,0,249.475,0,0,0,0,0,7.162,0.26,0,0,1.858,0,0.328,28.854,0,0,312.756,0,0,0,0,0.192,34.198,0,1.596,1102.892,0.059,10.149,0,0,0.105,0.981,0,0,0,33.907,0,4.955,886.204,8.253,26.242,1.537,1.95,0,1984.008,2.671,0,0,28.977,0,0,0,0,0,0,0,15.291,284.229,10.54,1.736,0,0,16.735,26.49,431.321,14.556,0,16.59,0.007,0,0.48,0,18.209,2.404,0,0,0.081,0,11.68,0,1.071,12.735,0,0,0,0,4.271,0.308,0,0,0,4.07,35.143,4.367,0,0,0,0.557,0,57.04,0,0,0,213.674,0,0,0,0,0,0,0,9.256,8.156,0,4.13,0,0,0,15.073,1.807,461.004,5.396,0,3.434,31.969,10.023,1.579,0,0,0,0,0,0,0,8.622,2.118,11.765,0,0,59.362,9.031,11.763,0,1.408,0,37.768,0,63.219,0,0,0,51.188,14.552,0,0,334.327,0,0,0,0,8.739,14.636,25.946,5.326,0,0,0.178,8.647,1.389,26.82,320.342,0.731,94.985,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,15.127,0,0,0,0,0,0,5.492,0,0,0,0,0.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.113,0,0,0,0,0,0,0,0,0,0,0,90.218,5.136,0,13.1,0,0,0,0,0,0,0,0,0,0,0,0,2.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.545,0,0,0,0,0,0,0,0,9.745,0,0,0,0,0,0,0,0,0,0,0,0,5.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.348,0,0,1.328,0,0,0,1.516,0,0,0,0,15.93,0,0,663.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.741,0,0,0,0,0,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,0.186,0,0,190.035,1.702,0,23.746,1667.392,7741.793,464.166,0,26.777,435.68,253.474,5.678,2769.862,0,28.425,251.464,1.094,1702.847,0,2.391,0,146.932,213.256,193.785,0,138.2,107.849,6.333,8116.984,0,1.636,0,2669.36,0,680.528,32508.158,0,0,1972.781,0,1345.345,1215.256,0,239.025,38.4,0,1177.309,2200.815,0,1082.047,0,1007.486,370.78,45.462,0,23.77,0,554.272,23.617,746.479,9897.471,15.921,136.893,0,0,0,34336.241,16.132,0,0,4085.449,0,1.286,398.15,99.407,7.278,0,2.334,35533.961,1722.431,315.364,8874.929,0,0,526.165,2211,1380.842,16.568,0.815,218483.844,1713.06,0,21.705,0,194888.431,2373.821,14.825,1.01,102.012,0,3.836,0,0,6.294,6.594,0.59,3.745,53.465,0,32.742,6600.475,2.343,0.092,108.029,11001.564,593.736,753.575,316.048,0,86.163,0,41.672,31.557,0,53.92,108413.723,1.824,0,0,0,1172.284,33.396,0,3.694,1031.986,0,33.982,1888.795,66.041,172.504,759.195,2668.552,3833.765,16.35,9.734,63.382,1916.793,54679.258,0,0,0,0,0,0,0,0,215.17,1026.954,5576.797,0.859,0,16174.814,291740.779,2460.864,4593.257,260.166,0,3067.86,7.867,1444.834,0,0,0,509.6,2657.704,0,0,10018.458,256.179,0,0,0,33018.137,53.055,2190.897,0,0,0,4.695,2316.633,130.59,27.938,16283.392,89.292,81048.658,1.302,210.941,0,0,0,0,3.055,1198.624,0,28.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
