"ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BTN","BOL","BIH","BRA","BLZ","IOT","VGB","BRN","BGR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","CXR","COL","COM","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","DEU","GHA","GRC","GRL","GRD","GTM","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LVA","LTU","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MDA","MAR","MOZ","OMN","NRU","NPL","NLD","ANT","NCL","NZL","NIC","NER","NGA","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","KNA","LCA","VCT","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SWE","CHE","SYR","THA","TGO","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","SCG","ZMB","VUT","SLB","MMR","KIR","NFK","TUV","HTI","LBY","TKM","GUY","BDI","COD","GIN","RWA","LAO","SDN","SUR","TCD","COG","GNQ","ERI","DJI","GIB","LBR","SPM","MNG","SOM","BMU","IRQ","STP","MNP","SHN","TJK","TON","ABW","NIU","GNB","PLW","FLK","AFG","CYM","FSM"
"ESP",0,46.418,193.994,1.091,0,0,6522.874,272.161,50.537,0,1.832,0,0,0,3083.073,0,636.892,0,235.562,0,0,14.471,0,0.755,61.699,0,12.312,196.338,0,0,0,238.685,926.567,0,456.065,0,15.9,29.169,31.415,97.498,252.334,0,77.427,0,23.934,38.724,21.642,0,340.135,0,81.457,3669.668,6.001,0,0,0.986,6039.563,0,367.328,0,0,21.655,7.918,122.636,38.315,13.826,0,0,53.96,36.777,1966.149,4.058,0,224.415,0,0,0,0,69.344,0,0,281.326,0,14.006,0,0,0,42.961,0,0,13.446,0,2.01,392.027,0,1774.968,0,0,0,112.835,272.698,0,4.903,32.628,0,0,0,75.86,0,0,724.64,0,19.422,355.698,0.907,2440,5355.391,0,1,285.949,0,0,0,120.546,3.996,0,0,5.324,80.862,13.344,0,22.29,111.417,0.903,0,217.997,1071.51,0,33.745,0,0,56.29,115.317,1264.312,0,169.372,4.218,10.729,6555.708,0,2489.094,0,194.281,0,54.469,0,0,22.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.946,0,0,41.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,1.262,0,0,0,0,182.733,238.667,798.926,8.458,13.216,0,0,0,428.876,0,0,2.517,464.315,0,0,0,8.126,37.259,4.459,0,0,1127.408,0,0,0,581.773,526.675,0,17.725,0,10.699,111.852,1.007,46.016,637.23,0,1409.17,0,0,24.862,0,8.685,733.125,0,2538.73,1679.079,0,0,0,0,4430.842,7.678,44.129,0,0,0,0,938.114,37,27.262,10.92,10.951,162.758,249.018,1473.663,0,0,6702.879,0,0,9.817,0,1789.361,2.643,13.972,5.16,70.529,190.91,0,9.944,0,11.237,0,94.604,1.316,0,6.293,38.414,7.877,1.289,0,16.993,0,285.213,438.976,4.783,0,98.731,0,0,0.629,9968.292,0,0.503,2.391,0,3.272,4.739,13.972,414.632,108.639,0,457.412,2394.684,0,0,0,17.927,0,2.643,0,440.576,373.326,13.292,0,395.984,152.304,0,914.408,0,1278,0,138.463,0,0,206.56,8.088,180.82,6.545,13256.639,1.762,7.916,15622.627,1.762,17900.411,0,16.675,4.909,9.24,0,0,3.395,2.79,0,0,0,0,0,0,0,0,0.755,0,0,0,0,0,0,0,0,0,1.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",15.915,602.929,0,0,0,0,73.255,304.509,3888.319,0,2.271,0,0,0,3701.724,0,0,1.382,905.029,0,0,0,1.146,2.357,4.399,0,0,1043.456,0,0,17.218,44.954,668.696,0,4.979,0,9.373,179.55,0,39.454,223.523,0,1066.648,0,0,76.136,0,22.349,1.916,0,776.783,9978.867,0,0.923,0,0,55375.365,0,121.804,0,0,0,0,2593.253,491.372,269.26,4.384,0,309.111,318.903,3963.042,3.852,0,21028.925,0,0,105.164,0,761.843,102.737,0,24.79,6.714,53.024,0,0,0,111.245,0,6.623,21.215,0,21.6,518.928,0,10.836,0,293.939,0,9.271,2619.348,0,0,118.596,3.246,0,129.315,325.151,0,8.872,23.414,0,16.702,14.065,0.638,516.326,126.941,0,468.695,1086.824,0,0,0,93.743,55.31,0,0,214.89,13920.249,67.838,27.635,102.465,1874.729,0,802.536,2588.868,0,0,63.024,0,0.64,200.96,282.781,682.449,0,1.739,1.831,796.41,5593.861,0,14378.766,0.852,0,12.205,98.525,0,25.588,150.403,0,0,0,0,0,0,0,0,43.142,0,0,0,7.259,0,2.074,0,6.761,0,0,2.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.453,0,0,0,0,131.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,6.507,17.57,0,0,0,90.802,10418.737,19.677,0,0,0,0,0,118.061,3.302,0,0,14.366,0,0,0,0.703,0.949,0,17.926,0,252.681,0,0,0.976,0.798,7.556,0,0,0,8.468,0,0,0,1.706,0,188.032,0,0,0,0,0,0,0,58.971,2070.14,1.143,6.989,0,0,2839.711,0,0,0,0,0,0,1025.389,0,0,1.423,0,0,30.842,78.221,0,0,14025.998,0,0,0,0,1916.577,0,0,2.121,0,0,0,0,0,55.757,10.623,0,0,0,0,56.994,0,0,0,5.834,0,130.248,123.329,0,0,107.037,0,0,0,1.971,0,0,0,0,0,0,74.193,48.641,0,0,1,15,0,0,0,1.597,0,0,0,4.776,2227.955,0,3.048,1,9108.914,0,164.095,371.156,42.838,0,0,0,0,3344.549,1.681,0,0,1.709,0,953.158,1002.597,0,14885.516,0,0.712,0,1.413,0,0,0,0,0,0,146.408,0,0,0,0,0,0,0,0,0,0,0,28.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0.766,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.974,0,0,0,0,0,0,0,0,0.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.447,0,3.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.124,0,1.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0,0,4.042,0,0,0,26.591,0,0,2.134,0,0,0,7.5,0,1.134,0,0,0,0,0,0,0,0,0,0,0,3.597,0,0,0,0,0,0,0,0,76.051,0,151.668,40.897,0,0,0,0,0,0,36.188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24.263,14.652,0,0,0,34.444,0,0,0.881,0,0,0.722,0,0,0,0,2.04,0.637,0,0,289.281,1311.653,4.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,0,0,0,0,0,0,20.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.983,0,0,0,0,40.575,0,0,0,0,0,0,0,0,0,0,0,0,0,44.354,0,0,0,0,0,0,0,0,0,0,3.542,0,0,0,0,0,0,0,0,2.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.403,0.641,0,30.721,0,0,0,0,0,0,0,0,0,0,0,0,0,69.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",0.607,145.912,0,0,0,107.915,0,26.452,21.297,0,0,0,0,0,57.089,0,0,51.602,0,0,0,0,0,20.55,0,0,0,116.759,0,0,0,0,0,0,0,0,0,9.08,0,27.233,112.168,0,0,0,0,0,0,0,0,0,0,5.434,0,9.5,28.981,0,202.425,0,14.182,0,0,0,0,1.114,3,0.742,0,0,0,101,149.928,0,0,1.99,23.059,6.126,0,0.875,0,0,4.348,22.94,0,0,0,0,0,0,0,91.009,0,0,0,0,0,0,0,0,0,0,71.716,0,0,4.473,0,0,0,5.934,0,0,0,0,0,0,0,1.956,1.364,0,23.559,104.115,0,0,0,2.218,0,0,0,0,0.908,3.88,0,0.627,1.05,0,70.841,0,4.034,0,0,0,0,1.56,10.349,0,0,6.76,5.354,52.697,66.224,0,88.804,161.526,0,245.227,0,0,0,19,0,0,0,0,0,0,0,0,0,11.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.407,0,0,3.939,0,0,0,0,136.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.075,0,0,5.389,0,26,0,70.914,0,0,0,0,10.698,0,0,0,0,0,0,2.967,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7526.307,0,0,0,0,0,0,0,192.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.32,0,0,0,0,9.914,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.324,0,0,0,0,0.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,4.732,0,0,0,0,0,0,0,0,0,0,0.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.377,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571,0,0,0,0,0,0.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.818,0,0,0,0,0,0.849,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",52.166,517.577,2.717,27.977,35.411,31.282,4642.71,20853.371,5857.451,2.899,217.187,139.634,29.305,32.561,14718.313,49.609,0,88.48,5566.249,10.614,0,0,454.665,151.565,1774.271,2.011,0,12880.712,0,0,305.705,637.835,1338.539,0,5023.12,54.308,31.349,801.072,0,393.368,3518.485,0,12214.705,0,0,0,0,689.728,293.624,6.533,18571.353,67499.924,10.764,136.078,177.831,44.109,80913.245,122.908,3072.352,1.564,3.918,1.512,0,15442.141,4489.097,259.85,757.271,7562.881,14035.761,7547.97,47935.318,150.157,52.539,38002.279,1556.954,1057.828,361.634,59.501,11904.386,1107.994,19.53,474.089,577.311,1367.511,9.771,8.74,3.984,1033.851,127.097,11.366,2866.544,433.052,223.051,2256.6,8.841,805.611,0,468.803,0,100.561,21524.034,62.819,0,549.084,0,0,996.983,4780.929,30.319,145.778,39.074,253.047,28.704,195.395,1171.487,4429.79,7938.536,2354.797,678,12950.434,4.97,13.767,14.485,1641.633,16.49,56.817,39.815,4228.284,7723.245,349.945,389.457,418.521,13231.784,60.23,35044.729,9886.534,11589.78,686.967,1716.83,0,18.914,7846.679,515.734,9169.776,455.603,838.194,289.857,19164.982,0,307.915,167586.963,62.048,107.211,131.076,541.252,0,437.987,59.835,148.094,0,0,5.878,0,0,0,0,1739.498,0,0,0,223.064,3.414,3.591,8.616,205.573,12.433,0,0,0,0,0,1.108,17.119,0,0,33.444,9.941,0,11.353,0,73.637,0,0,8.377,0,0,0,8.205,0,0,0
"TZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",10.899,195.26,59.573,8.349,17.376,13.429,23650.876,27763.268,4129.12,209.415,36.048,56.189,5.504,266.644,19356.102,163.665,221.124,12,14963.232,79.88,0,17.307,430.853,132.929,79.02,0,14.878,196943.034,6.421,17.408,314.865,11641.07,15337.926,0,5819.234,0,2501.679,521.945,0,128.356,1514.199,100.563,1826.422,3.496,1294.293,1366.889,395.163,1.422,69.123,19.946,7438.109,83652.68,265.203,20.593,0,0,136379.083,57.025,857.612,1.109,24.642,1048.429,392.188,42694.259,1241.556,104.706,667.213,0,5889.407,36016.631,23129.412,50.096,98.892,263913.732,155.499,438.476,108.084,0,58441.606,972.732,0,295.693,75.723,60.519,98.896,14.2,0,5988.552,27.199,7.383,387.23,0,38.931,72244.817,2.141,28.741,0,28.893,2.896,45.984,51808.31,84.384,0,5333.458,130.317,3,549.348,3266.974,0,73.824,828.75,61.902,911.733,2297.034,7952.179,4262.254,2982.66,169.535,80.897,3600.655,0,36.956,44.894,9772.725,21.758,3.03,0,13233.478,30554.478,91.216,187.927,161.628,6176.435,35.727,9628.874,15168.857,14412.288,117.768,10636.887,57.632,666.25,1705.273,79.459,6084.422,16.926,338.874,37.519,1747.414,192788.23,5.638,0,1.576,3251.248,31.72,21168.998,0,25.438,122.435,309.453,0,0,26.399,77.621,0,0,4,0,0,2.562,18.85,160.807,15.844,0,0,0,306.944,0,0,0,0,0,12.03,5.989,0,926.2,0,78.936,0,0,0,0,0,0,38.034,0,0,4.021,0,8.768,226.253,39.651
"BFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"URY",0,0,0,0,0,0,139.985,0,0,0,0,0,0,0,0,0,0,0,142.925,0,0,0,0,0,0,0,0,0,0,0,0,20.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.347,0,2.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UZB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.977,0,0,0,0,0,0,0,0,0,1.559,5.829,0,0,0,0,0,152.321,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.501,0,0,0,0,0,1.864,0,0,0,0,0,0,0,1.618,0,41.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WSM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCG",0,0,0,0,0,0,0,0,6.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.339,0,0,0,0,10,0,85.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.009,0,12.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VUT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
