"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","BES","NCL","NZL","NIC","NER","NGA","NIU","NOR","FSM","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","TCA","CXR","ERI","FLK","VUT","TON","CAF","SPM","MHL","PLW","WLF","MNP","ATF","MSR","NFK","BLM","ASM","IOT","SHN"
"PAK",0,0,0,0,0,0,0,0,5.12,0,0,0,0.005,0,0,0.996,0,0,0,0,0,0.143,0,0,0,0.423,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,156.286,0,0,0,0,0,0,0,10.709,0,0,0,11.172,0,0,0,0,0,0,12.335,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0.05,0,0,0,0,0,0,0.551,0,0,24.594,0,0,0,0,1.599,16.679,0,0,0,0,0,0,0,0.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.016,9.198,0,0,0,0,0,0,0,0,0,0,0,0,5.112,0,0.093,0,0,0,10.439,2.04,0,0,0,7.723,0,3.224,0,0.212,0,0,0,2.014,0,0,2.482,0,0,0,3.046,0.201,0.112,0,0,0,0,0,5.549,0.095,76.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0.149,0,763.783,0,0,0.177,0,0,0,13.041,0,0,0,1.301,0,0,39.07,30.73,0,0,0,0,0,0,0,0,0,1.922,0,0,0,0,41.105,0,0,817.426,0,0,0,0,1144.748,0,184.867,0,0,0,0.446,0,117.013,85.52,3.253,0,0,0,0,0,2.719,0,0,0,0,0,0,2.185,0,0,0,0,0,0.848,0,760.512,0,3.039,30.002,27.443,0,0,0,0,0,0,0,0,26.974,0,125.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.137,0,0,0,0,0,24.209,0,0,0,0,0,0,0,0,0,0.694,51.48,112.086,0,0.807,0,0,6.414,0,0,0,0,0,0,0,0,474.84,399.963,0,0,0,0,0,0,0,12.008,0,0.697,0,46.063,0.314,0,0,0,0,0,0,0,2.778,6.326,0,0,0,0,0,0,0,0,0,30.112,0,0,0.515,0,0,0.2,0,0,20.419,0,0,0,0,0,0,0,0,0,0,1717.549,0,10.351,0,899.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,30.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.292,0,0,0,0,0,0,0,0,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,8.368,0,0,0,0,0,0,0,0,0,0,0.098,0,0,21.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0,0,0,0,0,0,0,0,0,0,1.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,24.735,0,0,0,0,0,0,0,0,0,0,33.998,0,0,9.991,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,331.704,5.242,0,151.417,0,0,0,0,123.111,0,0,0,0,0,0,0,37.663,352.066,7.468,0,0,0,0,0,0.064,0,0,0,0,0,0,18.544,0,0,0,0,0,0,0,5.924,0,8.56,0,5.933,72.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.18,0,0,0,0,0,0,0,0,0,0.665,0.342,0,0,0,0,0,63.79,0,0,0,0,0,0,2.48,0,2.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885,0,0,0.961,0,0,0,0,0,0.905,0,0,0,0,0,0,0.495,0,0,0,0,0.928,0,0,0,0.342,0,0,0,42.686,0,0,0,0,0,0,0,34.48,0,280.732,0,0,0,229.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0.246,0,2.055,0,0,0,0,143.807,4438.52,81.089,0,2.458,0.01,1.401,0.273,6.999,0.075,0,7.818,0,0,69.964,0,0.145,0,3.453,0,0.06,0,6.2,3.44,0,5769.732,0,0,5.045,0,7.023,8008.949,0,116.085,0,0,0,0,1.489,0.616,0,0.545,749.886,0,6.663,0,0,7.465,2.836,0,0,64,0,25.607,145.828,0,0,0,0,0,0,2401.727,0,0,0,0,0,0,0,0,0,0,0,0.535,29172.362,50.285,0,4618.018,0,0,7.072,43.395,66.973,0.147,0,15471.861,0,0,0.384,0.01,14095.017,0,0,0.36,52.593,0,0,0,0,8.352,0,2.376,0,0,285.958,0,0,0.173,0,10.869,2361.58,0.98,0,12.275,3.319,0,0,0,0,0,312.884,0,0,0,0,0,34.24,0,0,0,0,8.681,0,0.792,0,0.01,0,31.023,0,861.528,10.93,0,0.04,2.202,2.757,86.787,0,0,0,0,0,0,0,0,0,14.212,0,0,383.564,315.611,191.522,2635.728,23.198,0,58.572,0,247.81,0,0,0,0,30.354,382.711,0,0,17672.875,0,0,1.043,5.011,6.94,243.815,0,0.417,1.06,0,51.028,156.921,8.132,15923.324,0,0.188,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.455,0,0,0,0,0,0,0,0,0
"POL",4.878,41.85,117.333,0,48.938,0,129.81,22.032,469.827,14377.726,0,47.211,0,8.183,2.604,1467.33,0,0,3.465,37.425,1.686,3399.292,0,0,0,0.561,1088.657,355.293,0,235.09,1.043,4.597,337.952,0.075,0,1.321,0,95.746,1337.194,0,19.178,0,0.106,0.222,0,38.49,653.618,2.894,67.516,20103.054,0.075,6748.34,4.041,0.152,5.483,0.061,0,1.644,1381.577,0,1211.134,35232.232,12.561,0,0,66.475,0.021,0.087,123222.113,34.376,1.75,0,592.359,0,9.742,0,0.317,0.116,13.334,0,0.143,1425.483,5856.501,36.737,23.252,10.585,3.243,231.555,2584.036,8378.23,10.164,0,649.435,3194.11,13.673,20.714,0,497.527,58.333,7.153,0,73.074,0,1285.686,0,0,2974.766,373.25,0.177,0.708,3.509,354.797,0,0.095,44.524,0,2.024,821.856,7.593,95.992,52.941,355.166,0,4.259,44.779,0,0,24668.817,0,0.49,0,0,14,116.644,13.024,0,58.055,0,2524.782,0,7.12,51.291,0,16.331,31.89,879.722,0,1973.512,0,0,41.121,3193.744,4103.888,0,0,0,0,0,0,0,240.022,4.354,387.843,0,0,801.365,191.959,4472.4,897.428,517.191,0,140.413,0.028,2520.7,0,9.472,0,0.206,5812.006,6741.821,0,1.094,126.895,0.127,0,3.05,323.201,46.16,4274.777,0,0.002,811.551,26.014,412.337,12616.232,2.523,6256.105,0.659,15.991,3.151,2.108,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,9.053,0,0,0,0,0,0
"PRT",0,18.366,58.566,0,3339.11,0,7.247,67.077,282.256,16.808,0,3.507,0.277,3.627,0,2941.473,0,0,0.845,0.09,0,547.932,0,0,0,0.313,2.582,0,0,0,0,3.541,73.592,235.8,0,1.729,14.409,40.234,372.36,0,13.35,0,561.083,3.361,0,6.049,77.49,1.448,0,722.128,0,4.47,0,0,21.943,0.127,1.14,0,11.8,0,1147.301,1223.952,3.022,0,4.385,7.986,0,0,12882.698,23.684,13.06,0,6.423,0,0.392,0,8.605,1.588,0,0,0,26.642,45.478,3.006,74.541,0,0.037,103.668,76.815,669.863,29.22,1.179,10.683,0,10.649,2.219,0,56.943,12.149,0,0,3.562,0,451.487,0,0,653.709,2.299,15.874,5.827,0,335.707,0,0,0.032,0,19.652,985.082,0,3.839,4.935,109.533,3955.366,11.963,0,0,1.04,2167.372,0,0.259,0,4.533,0,13.229,0,0,54.914,0,28.751,0,0.213,2.854,0,25.313,8.043,0.214,1778.545,0,35.875,0.88,15.757,660.875,23.308,0,0,0,0,0,0,63.83,110.255,21.934,1.577,0,0,122.808,761.638,1313.838,17.836,5.135,0,40.15,0,16253.912,0,0,0,0.807,3206.231,128.266,0,0,76.897,0.654,0,0.316,104.972,31.227,247.418,0,0.277,4.455,1.323,29.501,3629.869,0.511,5049.243,0,12.132,0,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,0
"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,3.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.991,0,0,0,0,0,0,61.591,0.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0,0,0,4.051,0,68.347,0,0,15.868,3.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.179,0,0,0,0,0,0,0,0,0,0,0,0,131.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.078,0,0,0,0.069,0,0,0,0,0,0,0,0,0.183,0,0,0,0,0,0,0,0,0.019,0,3.032,0,0.295,0,0,0,0,2.371,5.568,0,0,0.136,0,0,0,77.958,0,0.231,0,0,0,0,0,315.977,0,11.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,1.625,16.936,0,20.769,0,1.465,0.318,376.22,202.519,0,0.154,2.035,0.165,0,13.384,0,0,0.127,15.846,0,68.93,0,0,0,0,804.607,0,0,0,0,0,93.206,0,0,0,0,7.079,787.082,0,33.215,0,2.41,0,0,0,113.288,0,1.423,1859.794,0,8.682,0,0,5.497,0.276,0,0,4.699,0,74.55,3713.497,0,0,0,0.06,0,0,58799.615,0,0,0,523.106,0.154,0,0,0,0,0,0,0,5.846,1786.333,12.66,67.247,0,1.148,21.81,139.289,1249.007,1.418,0,1125.135,771.665,1.733,0,0,474.681,12.485,0,0,14.303,0,1.28,0,0,15.82,2.67,0,0.026,0,18.217,0,0,4.301,0,0.207,3165.808,0,163.881,10.088,41.404,0,17.854,0,0,6.406,321.569,0,0,0,0,3.615,22.687,0,0,0,0,68.294,0,0,0,0,21.479,22.339,3.679,240.447,4.4,0,0,2.354,0,121.356,0,0,0,0,0,0,0,9.893,0.875,10.01,0,0,133.349,50.195,88.662,2.913,19.733,0,21.719,0,207.465,0,5.701,0,0,10.575,689.406,0,0,20.08,0,0,1,217.575,0.106,956.588,0,0,51.818,10.984,0.503,946.035,0,10844.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,7177.733,0,61.026,0,61.443,177.488,5.291,5.305,0,0,1730.203,22.394,0,41.072,0,0,0,0.132,0,0.295,0,0,0,0,110.901,1193.459,0,10764.831,0,0,122.62,0,0,30.123,0,2.305,3264.065,0,486.64,0,6.366,0,0,0,0.022,106.009,14.911,31.7,0,0,0,0.75,0,0,6.75,228.945,53.232,0,22.186,2134.736,0,0,0,38.835,0,0,2963.617,0,0,0,2.324,0,0,0,0,0,0.012,1,0,541.386,68.437,0,8.65,7.895,887.263,103.747,143.413,19.23,0,0,165.564,10109.683,4.494,3.137,0,868.671,5.712,47.086,0,4.238,0,76.755,4.574,0,452.152,452.714,0,0,0,237.889,0,0,2.781,0,0.054,45.299,30.62,136.559,0.505,0,14.161,0,0,0,0,94.16,0,0,0,0,0,7.745,0,0,0.832,0,19.364,0,0.255,0,0,0,406.83,0,609.563,9.602,0,0,0,10.013,0,0,0,0,0,0,0,0,44.174,0,58.323,34.829,0,22346.333,79.54,47.624,8601.184,15.023,1.5,2.355,22.962,35.973,0,18.271,0,0,0,69.843,6.361,10.934,7.478,0,0,0,930.201,0,198.843,156.824,3.269,734.404,3.726,3.978,157.577,0,694.878,0,0,1050.34,223.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,0,0,0,0,42.189,0,0,0,0,0,0,0,0,0,0,2.357,0,0,0,0,0,2.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.983,0,0,0,0,0,7.77,0,0,0,0,0,2.258,0,713.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.675,0,0,0,0,0,1.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0,0,0,0,0.033,0,0,0,0,0,0,0,0.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,50.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.136,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.724,0,0,0,0,0,0,3.052,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,137.37,0,738.438,0,0,0,2.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.842,0,0,0,0,0,0,580.543,0.255,0,0,0,0,0,0,0,0,0,0,0,8.754,0.036,0,0,0,0,0,0,169.695,0,0,0,0,0,4.466,0,2.618,1.206,0,0,0,0,0,0,0,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.088,0,0,0,0,0,0,0,0,0,0,0.686,0,0,0,0,0,0,0,0,0,0,0,1.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801,10.518,0,0,0,0,2.315,0,113.205,0,0,0,0,93.196,0.463,0,0,0.374,0,0,0,178.29,0,42.549,0,0,0,0,2.219,20.667,0,210.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.583,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.731,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0,4.028,0,0,0,0,0,0,0,0,0,0,0,0,6.591,0,0,0,0,0,0,0,0,0,0,0,0,0,8.812,0,0,0,0,0,0,0,0,2.682,0,0,0,37.38,0,0,0,0,0,0,0,0,0,0.684,0,0,0,0,0,0,0,1.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,8.832,0,0,0.363,0,0.726,0,20.407,15.65,0,0,0,0.002,0,167.848,0,0,0,253.376,0,0.514,0,0,0,0,20.516,0,0,0,0,0,156.931,0,0,0,0,0,14.726,0,0.068,0,0,0,0,0,115.213,0,0.064,19.563,0,1.865,0,0,1.735,0,0,0,1.514,0,0,249.3,0,0,1.887,10.689,0,0,720.555,0,0,0,2.515,0,0,0,0,0,0,0,0,0,26.057,0,0,0,0,2.3,0.774,0.859,0,0,5.058,5.602,0,1.97,0,124.427,6018.14,0,0,0,0,0,0,0,0.297,0.01,0,0,0,0,0,0,0,0,0,0,0,0,334.838,0,0,0,0,0,0,37.487,0,0,0,0,0,0,0,0,0,0,0.243,0,0,0,0,0,0,0,31.429,1.649,0,0,2.539,1.543,8.054,0,0,0,0,0,0,0,6.232,0,0,0,0,21.446,0.222,0.031,9.58,47.736,0,1.155,0,190.777,0,0,0,0,1430.667,109.471,0,0,2.613,0,0,0,0.579,0,161.469,0,0,1.736,952.138,7.275,541.55,0,134.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,1.566,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.038,0,0,0,0,0,0,3.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.973,0,0,0,1.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,12.685,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.857,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,6.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,18.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,12.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
