"AND","ARG","AUS","AUT","BHS","BGD","BRB","BEL","BOL","BIH","BWA","BRA","VGB","BRN","BGR","MMR","BLR","KHM","CAN","LKA","TCD","CHL","CHN","COL","COG","COD","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FLK","FIN","FRA","ATF","GAB","GEO","GMB","DEU","KIR","GRC","GTM","HTI","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","LBN","LVA","LTU","LUX","MAC","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MSR","MAR","MOZ","OMN","NAM","NLD","ANT","NCL","NZL","NIC","NER","NGA","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","ROU","RUS","RWA","SHN","LCA","SPM","SMR","STP","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SWZ","SWE","CHE","THA","TTO","ARE","TUN","TUR","TKM","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","SCG","DZA","HND","NPL","SDN","SLB","CAF","FJI","PYF","GHA","KGZ","LAO","VUT","NFK","TON","UGA","WSM","LBY","MNG","BDI","GIN","ZMB","AGO","AZE","VCT","KWT","MDG","TCA","GUY","SYR","QAT","ALB","CPV","BEN","GRL","GNB","SUR","UZB","YEM","ARM","CMR","COM","MYT","DJI","MRT","MDA","TGO","WLF","BHR","BLZ","COK","TJK","IRQ","MHL","SOM","LBR","LSO","TUV","ATG","GRD","AFG","CYM","KNA","AIA","BMU","ABW","FSM"
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0,0,1.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",0,32.164,427.459,456.029,0,84.839,0,121.344,0,0,34.327,220.888,0,0,0,1.577,0,0,289.185,300.08,0,36.523,223.952,20.403,0,0,0,0,0,1.217,0.67,2.681,0,0,0,0,0.544,0,0,0,12.186,1121.501,0,0,0,0.447,4887.787,0,7.857,0,0,786.608,11,0,26.231,0,0,0,112.101,0,0,374.016,0,0,349.146,0,48.424,0.078,0,0,0,0,0,960.148,0,0,0,0,1019.878,0,0,7.633,3.76,0,119.018,65.892,0,347.127,0,0,47.751,0,0,0,0,0,2.13,0,10.469,0,0,0,0,0,0,0,0,0,0,175.075,0,0,0,0,726.7,0.029,45.303,0.183,2.08,0,7441.813,0,2.35,28.331,9.931,0,112.333,0,0,0,2.59,0,0,141.329,0,13980.645,0,0,0,0,43.543,0,48.484,0,0,0,2.098,0,0,0,0,0,0,0,10.598,0,0,0,0,0,28.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0
"SGP",0,92.096,423.174,239.108,0,91.51,0,18.791,1.579,0,0,479.98,0,1.507,13.092,25.161,3.5,58.56,5118.774,2.337,0,15.95,3350.225,0,0,0,0,0,0,0,17.361,13.508,0,0,0,0,0,0,0.418,0,177.883,320.757,0,0,0,0,1642.354,0,0,0,0,13339.736,154.798,0,88.204,77.234,106.287,279.998,1103.793,0,0,6725.848,0,6.979,0.138,0,6151.444,4.184,0,1.497,0.024,0,0,18153.227,11.904,0,16.397,0.756,512.472,0,0,0,0,0,4.371,0,0,197.117,0,0,0,47.579,16.593,0,47.118,0,0.04,3965.085,53.634,1.625,0,20.584,122.964,0,0,0,0,0,0,0,0,0.759,0,664.658,0,53.57,134.622,6.967,17.858,0.017,5.852,0,125.972,231.458,4725.226,0,25.094,0.112,14.997,0,0.33,0.012,5.523,801.869,0.749,42593.828,0,0.046,0,17.891,0,0,0.639,0.825,0,0,4.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0,0.099,0,0,0,0.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.85,0,0,38.098,0,0,0,0,0,0,0,0,0,0,4.06,0,0,0,0,56.44,0,0,0,0,0,1.929,0,0,0,0,0.36,0.771,0,0,2.522,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.095,0,0,0.339,0,0,0,0,0,0,0,0,0,0,0.191,0,0,24,1.311,0,0,0,0,0,0,0,0,0,0,0.051,0,0,0,0,1.195,0,0,0,0,0.265,0,0,0,0,0,0,3.014,0,0,0,0,3.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.101,0,0,0,0.533,0,0,0,0,0.578,4.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,0.005,258.704,0,0.032,0,0.095,0,5.686,0,0,0,0,0.054,0,0.2,0,0,0,0,0,0.137,0.038,0,0,0,39.26,0,0,5.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.855,0,0,0,0,0,0.01,0,0,0.004,0.915,0.095,20.156,0,0,0,0,0,0,0,0.016,0,0,0.016,0,0,0,0.006,0,0,1.011,0,0,0,0,0,0,0,0.411,0,0,0.001,0,0,0.236,0.137,0.07,0,0,0,0,0,0.03,0,0,0.824,44.926,0,0,0,0,0,0,0,0,0,0,1.009,0,0.468,0,0,0.826,0,73.853,0,1.374,0.497,0,0,0,0.121,0.778,0,0,7.356,0,7.317,0,24.662,0,0,0,10.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,22.431,0,0,0,0,0,0,0,166.264,4.296,0,0,0,0,0,0,4.916,0,0,0.012,0,0,0,0.628,0,0,0,1.448,0,0,0,0,0,0,0,0,0,0,0,4251.832,0,0,0,19.801,4661.656,0,0,0,0,0,0,0,0,0,0,2,1.958,0,0,0.302,0,0,19.683,0,0,0,0,0,0,0,23.076,0,0,0,0,4.852,1.681,0,0,60.278,0,585.94,0.159,0,0.173,10.8,0,0.826,0.06,3.753,0,0,0,0,0,0,150.496,0.563,0,2,2.997,0,13.586,0,0,0,0,0,0,0.155,0,0,3.446,0,0,0,0,12.468,67.637,9.276,0,0,0,0,0.235,0,0,0,0,0,0,1371.016,10.758,3.964,0,0,0,0,0,0,0,0,0,0,0,631.095,0.634,0,0,0,0,0,55.186,0,0,0,0,0,219.703,11.633,0,0,0,17.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.445,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",3.272,104.591,929.78,825.659,0,0,37.636,156.901,2.182,0,0,263.7,0,0,0.985,0,0,0,33.153,0,0,188.91,21.49,379.008,0,0,3.707,1.008,1243.724,42.926,33.297,22.368,0,111.3,718.509,16.706,0,0,0.306,0,0.483,1953.231,0,0,0,0,56175.887,0,79.132,43.818,0,69.517,76,0.333,72.787,1.456,0,2,1653.82,0.9,0,6.066,0,71.101,202.635,0,9.961,0,0,0,42.197,0,6.984,82.331,0,125.728,0,0,113.299,0,248.464,7.063,0.088,5.278,2539.193,0,0.233,8.17,4.339,0,28.369,275.882,17.878,9.168,0,0.664,237.386,37.902,89.861,1150.558,0,2.895,2.867,0,0,0,0,0,0,123.482,0.232,1.493,0,35.554,46.45,15.75,1.636,2.227,696.255,0,0,0,28.936,4288.574,6.791,0,0,291.983,61.87,0,17.754,0,196.79,2449.29,11.66,612.62,521.212,7.973,40.228,0.604,70.184,14.459,253.114,0,0,0,0,0,977.992,0,0,0,0,0,68.718,0,0,0,0,0,6.274,41.326,0,0,0,0,0,0,0,0,0,3.427,0,0,0,0,0,0,0,5.917,0,0,0,47.484,0,0,0,11.034,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,24.775,17.798,28.616,0,0,6.012,10.453,1.033,0,11.701,13.667,0,0,1.174,0,13.055,0,802.211,0.254,0,29.868,8.86,1.695,0,0,0,12.554,0,5.036,551.198,1470.571,0,1,0,0.329,0.388,0,28.693,0,1817.542,319.222,0,0,0,5.029,7428.125,0,6.979,0,0,422.27,72.809,2.132,0,2.714,27.237,576.911,837.227,0.213,0,1440.753,2.326,0.097,1.968,0,28.378,0.194,98.605,50.5,0.969,0,0,3.683,0,0,15.315,0,56.303,0,1.156,0,0.538,0,448.91,0,1.283,4.073,0,0,0,1565.973,0.097,0,0,1.824,2.233,2.17,68.238,8.259,0,1.794,56.282,0,0,0,0,0,0,2.811,0,0,0,7.923,80.686,0.369,0,2.553,26.495,0,41.233,0,0,90.906,12.191,3.237,3.974,0.763,8.616,0,1.799,0.278,1.551,519.559,0,10346.414,0,2.739,2.164,0.194,38.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0,0,1.454,0.291,0,0,0,0,0,0,2.229,1.939,4.213,0,0,0,0,0,0,0,0,0.291,0,0,0,0,0,0,0,0,14.152,0,0,0,0,0,0,0,0,0
"CHE",0,5.126,75.267,317.842,0,1.295,0,75.664,0,0,24.896,41.01,0,0,1.193,0,0.2,0,150.572,15.54,0,2.682,363.849,4.985,0,0,0.423,17.945,0,1.898,207.17,53.328,0,0,1.256,1.86,0,0,2.342,0,144.579,1005.703,0,1.354,6.767,0,6936.843,0,43.511,0.13,0,41.656,324.354,0,15.407,22.031,50.382,85.332,1073.252,3.802,0,2222.564,0.2,1.308,2.19,0,209.304,1.393,0,0.392,4.641,0,0,69.516,7.649,14.09,1.198,0,30.117,0,15.661,0,58.17,0,1077.851,0,0,1.311,0,0,0.811,37.105,1.474,0,0,0,11.096,119.661,24.096,28.738,0,23.225,19.431,0,0,0,0,0,0,22.427,0.84,0,0,13.31,66.808,0.672,42.813,15.98,50.827,3.279,110.31,0,194.06,0,20.409,0.503,8.823,2.248,101.011,0,1.913,0,18.685,8569.555,0,45152.687,12.26,0.3,2.685,4.437,67.618,0,0,0,0,0,0,0,17.553,0,0,0,0,0,0,0,0,0,0,3.062,1.093,0,0,0,1.621,0.143,0,0,0.546,0,0,1.304,0.63,0,0,0,0,0.143,0,3.293,0,0,0,0,0,1.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,26.125,86.111,11.128,0,0.071,0,546.251,0,0,0,276.774,0,0,1.232,4.212,42,46.871,2902.472,0,0,0,1273.257,0.054,0,0,0,0,0,0,585.625,89.334,0,0,0,0,0,0,1.188,0,46.895,511.526,0,0,0,0,8335.881,0,0,0,0,8875.566,786.35,0,17.689,0,2.252,2.38,9.255,0,0,19859.362,0,0,0,0.066,3992.591,0,0,2.048,0,0,0,19661.387,0,0,0.836,0,3324.609,0,0,0,0,0,24.539,0,0,823.779,0,0,0,62.099,0,0,0,0,0,207.89,99.763,0,0,6,30.159,0,0,0,0,0,0,0,0,0,0,23.376,6104.058,111.209,11.136,35.693,11.398,0,43.585,0,22.316,144.17,0,0,0,0,0.706,0,10.2,0,0,1532.474,0,15884.011,2.456,0,0,2.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,2.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.387,2.319,0,0,0,0,0,0,0
"ARE",0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,1.988,0,0,0,0,1.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.766,0,0,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.714,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,4.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892,0,0,0,0,0,0,0,5.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",0,0,0.025,0.001,0,0,0,11.643,0,14.706,0,12.001,0,0,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0.019,0,0,0,0,0,0,0,0,0,0,0.173,0,0,0,0,2.042,0,0,0,0,6.449,0,0,0,0.632,0.065,4,4.094,0,0,58.927,0.27,0.583,13.628,0,0.515,0,0,0,0,0,0,0,0,0,0,0,2.081,0,14.63,0,0,0,5.709,0,0,16.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.943,0,0,0,0,0,0,0.313,0,0,0,1.495,0.021,0,0,0,0,0,1.498,0,0,0,0,0,0,0.439,0,0.442,0.023,0.651,0,0.082,0,0.014,0,0,0,0.005,0.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358,0,0,0,0,0,0.088,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,82.081,0,0,0,108.026,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83,8.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.065,0,0,0,0,0,0,0,0,0,0,17.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.078,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
