"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","SLB","VGB","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","COL","COG","COD","CRI","HRV","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NLD","CUW","NCL","NZL","NIC","NER","NGA","NOR","MNP","FSM","MHL","PAK","PAN","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","ZMB","BLZ","KIR","LBR","VUT","PLW","PNG","SOM","SDN","LBY","SSD","KNA","AIA","LCA","VCT","CAF","GNQ","MRT","SXM","TUV","CUB","TKM","SPM","BTN","BRN","COM","DJI","GRL","NPL","ABW","GNB","TON","WSM","YEM","GUM","ATF","COK","ASM","BES","NIU","NFK","STP","IOT","FLK"
"IND",307.029,0,3.125,0,7.379,0,0,3.343,113.11,16.58,0,80.837,321.807,0.481,0,928.853,0,0.098,0.011,7.028,275.147,0,0,0,154.572,0.245,0,111.617,7.02,814.491,0,0,158.875,0,27.234,164.932,0,8.797,741.752,9.477,119.14,0,0,79.348,11.883,67.144,0,0.081,55.832,0.15,5.41,0,121.159,122.409,7.365,501.329,0,0.029,1.459,33.353,0,326.68,457.95,0,245.572,0,0,51.507,0,45.661,7.347,262.42,5.252,0.251,54.453,0.27,429.812,121.346,50.861,117.76,37.293,6.204,25.273,1.95,0.674,1455.478,0,335.534,29.162,0,0,1.844,0,0,22.021,0,0,97.486,43.417,328.662,0.071,40.179,0.025,3.629,304.921,0,0,0.235,0,39.064,7.71,1013.767,17.641,24.597,0,0,4.301,0.192,3.502,453.857,116.458,0,0,0,0,0,0,0.353,206.247,0,152.577,54.427,0,0.146,0.163,14.881,709.426,0,0,124.319,207.725,9.633,0.25,27.751,0,195.525,1.62,864.8,0.073,4354.221,241.389,111.362,0,0,4.178,16.238,0,0,14.061,18.103,0,0,1490.278,10.922,3878.945,0,365.473,2.862,0,164,601.658,28.672,88386.746,83.211,0.096,261.967,5.03,310.717,0,0,12.161,0,0,68.554,0,46.325,6.205,0,0,0,0,0,710.623,0,0,0,0,0,0,0,45.607,0,0,20.822,0,905.144,0,0,0,0,97.341,0,0,0,0,0,0,0,0,0,0
"SGP",0,0,0,0.081,0.181,0,0,539.374,25159.542,1715.421,0,4.109,1051.729,0,78.408,439.585,0,1.254,0.774,0.674,944.201,9.442,0,40.569,386.215,0,6.552,30.88,0,1286.912,0,0,1085.226,0,8.518,57925.19,0,84.229,0,0,5.005,0.107,713.455,94.296,0,37.041,0,11.113,9.811,1.738,55.665,0,13.409,2.449,347.122,2271.939,90.706,0,0,0,107.457,29107.695,0.086,0,31.615,0,0,0,0,0.738,0,468698.908,293.895,0.557,20604.757,5.087,0,141.87,36117.042,7.663,0,0.028,17402.764,1.151,163.885,2.688,0,28549.248,9.474,0,0,0.085,0,0,0.28,777.551,357.042,20.422,0,134937.694,13.181,0,23.19,0.097,622.578,1.19,0.107,0,0,2.22,0,125.513,0,2372.703,0,2.674,2835.399,0,0,0.018,60.925,0,0,0,328.576,0,0,13.084,21339.404,0,300.83,1.026,0,0.519,7.409,1515.157,0,0,0,50.655,0,4.346,0.649,0,52603.83,0,5.64,33623.506,11.419,759.472,0,2049.739,0,0.485,25.147,1058.979,0,0,38914.993,1.484,0,0,581.501,9.538,66.895,0,0,208.235,0.024,3.614,448.234,0,210905.751,4.702,62.318,0.198,0,0,0,0,0,0,0,6.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.124,0,0.135,0,1.047,0,0,0,0,0,0,0,0,0,0,0,0,0,3054.293,0
"SVK",0,0.001,0,0,0,0,0.155,13.276,44.901,51.089,0,0,0,0,0,99.74,0,0,0.066,0,26.56,0,0,3.315,0,0,1.3,0,0,60.54,0,0,0,0,0.941,585.973,0,0,0,22.321,1.01,7.427,260.932,347.173,0,4.541,0,0,6.29,0,0,0,15.39,0,290.989,752.197,0,0,0.035,0,0,1419.072,0,0,22.004,0,10.093,0,0,0,0,1.177,1622.415,0.042,0.081,0,0,4.091,0.574,2171.64,0,0,34.904,0.609,0.513,0,0,57.532,0.006,0.032,0,0,0,0.764,9.957,1.475,14.73,0,0,6.551,0,0,0.743,0,453.322,0.028,0.072,0,0,3.352,0,0,0,577.992,0,1.627,6.82,0,0,0.928,19.145,0,0,0,0.408,0,0.84,0,0,0,927.109,49.678,0,0,35.578,85.896,0,0,39.308,12.977,0,22.109,0,0,15.142,2.222,0,6.1,13.345,5.244,0,109.543,0,0,598.733,129.393,0,0,10.093,0,0,0,272.262,0,91.57,0,0,728.032,0,0.036,87.023,0,2298.881,0,0,0,0,0,0,0,0,0,0,0,52.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0.567,660.088,1810.642,2504.817,0,0,0,0.268,0,501.82,0,0.232,0,0,319.108,0,0,0,59.974,0,1.7,3694.704,0,109846.28,0,0,0.338,0,14701.864,322515.711,0,87.18,0,0,1.676,207.266,0,1326.319,0,0,0,0,15.865,0,0,0,537.559,0,318.213,4393.974,0,0,0,0,0,19049.091,0,0,1627.46,0,0,0,0,0,0,15973.439,16907.244,0.226,83.234,0,37.602,1716.138,5654.618,112.349,0,0,81040.6,0.107,28.028,0,0,117147.364,0,0,67.194,0,3.982,0,0,0.023,0,13.253,0,8757.427,0,0,0.058,0,16330.072,0.011,53.816,0,0,268.073,5.73,0,0,35659.802,0,0,90.699,1.248,0,0.128,11.571,0,0,0,7706.104,57.083,0,273.261,3135.35,0,153.798,1018.37,0,0,0.256,35.954,0,0,0,0,0,184.209,0,0,22796.149,9856.385,125.292,0,597.3,61.726,114.638,242.764,0,0,1.252,754.149,0,0.027,48279.439,0,0,0,448.007,28.68,21609.963,0,0,110.569,0,188.266,9130.419,0.567,3080246.169,0,4.539,0.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,292.127,0,0,0,0,0,0,0.607,3935.121,0,0,0.508,0,0,10626.953,0,0,1462.672,0,0,0,0,389.577,0,0,0,0,0,0.144,0,0,0,0,0.293,226.994,0,0,0,0,0,16975.519,492.751,2114.514,0,65.029,0,0.293,0,0,0,0,1255.219,0,0.532,9188.181,0.208,0,1.855,0,0,8098.378,0,0,3350.327,0,0,0,0,0,0,24.921,4050.751,0,0,0,0,211.394,3.744,27860.536,0,0,0.491,0,0,0,0,32.535,0,0,0,0.214,0,4.637,379.493,13.99,0,0,0,2.232,0,0,197.529,0,18.232,0,55.966,2.749,0,0,0,0,0,6762.398,0,0,0.156,0,0,0,19.443,0,0,0,0,0,0,0.185,0,0,8052.384,68.943,0,0,228.444,30.06,0,0,0,0,0,259.317,0,0,3.232,4.136,24.891,300.56,0,0.142,0,121.882,0,0,748.531,2366.287,0,0,23.144,0,0,0,0.201,0,68.676,0,0,85.397,254.261,9.061,561.361,1.65,423.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,0,699.898,0,0,0,40.871,1.253,0,3.868,0,0,0,129.151,0,0,0,1404.904,0,0,0,0,0,0.07,16,0.15,0,26.125,0,0,0,0,2.602,0.559,0,0,2.905,358.275,0,0,0,5.62,0.715,0,0,1.225,0.57,0,9.23,0,0,0,1.07,56.534,0,0,0.185,0,0,1932.785,17.698,0,0,0,0,0.058,6.046,0,0,36.151,0,0,0.189,0,0,0,3.954,0.494,7.347,0,269.585,12.59,0,86.316,0,0,0,0,0,0,112.331,0,0.397,0,0,13.534,468.943,0,0,39.379,0,16.596,0,0,0,0,0,0,212.56,0,2982.868,18.285,0,0,6.998,0,0,198.415,1.212,0,0,0,0,0.089,0,0,0,0,0.117,0.102,0,1.804,0,14.777,0,0,0,20.277,1.33,0.028,7.605,8.859,0,1.782,0,0,0,0,7318.474,1.12,0,590.074,0,0.955,0,0,0,0,0,0,204.335,0,0,0,107.788,0,0,0.061,2.09,34.597,77.51,20.062,0,0,0,1070.819,0,0,42.502,0,0,135.634,2.388,8.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0.559,11.706,77.45,3.034,0,0.533,37.938,1558.942,747.644,0,0,0,0.108,0.118,962.76,0,50.832,1.534,2.222,143.336,0,0,162.761,0,0,0.782,0,21.185,104.422,169.094,0,0.049,0,959.687,103.45,0,117.607,61.614,0.308,4.165,18.706,66.771,1193.948,0,500.033,0,82.383,84.081,1352.795,321.885,0,89.291,1.711,581.047,31945.597,0.13,0,0.917,10.049,0.699,5206.134,1.143,28.525,1033.567,0,23.337,54.661,0,0,0,14.971,685.648,0.025,26.096,0,44.028,25.779,331.364,3869.15,0.207,11.368,27.684,0.906,0.793,412.862,0,92.693,191.136,0,0,21.943,0,3.856,2134.363,40.571,0,97.242,7.196,13.293,0,0.571,89.07,0.871,117.622,0.072,14.38,0.417,0,1327.229,12.084,0,0.843,1689.678,0,25.397,5.712,0.716,66.489,28.41,81.593,0,0,0,0.144,23.692,3.247,11.476,35.423,0,1715.34,76724.498,0,3.091,190.191,585.492,0.423,0,0,83.777,121.462,85.15,0,0,428.596,406.236,26.903,150.433,69.074,363.509,0,0,0,0,266.221,1562.683,0,0,2.128,7.954,0,0,148.112,636.75,1565.068,0,0,78.356,0.138,100.826,1226.912,0,1589.945,62.52,24.98,3.921,4.141,0,0,0,149.381,13.988,0,0,0,0,0,0,0,0,0,0,0,7.26,71.81,0,0,101.79,0,0,0,0,0,0,0,0,0,38.139,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0,0,5.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.71,0,0,0,0,0,0.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.605,0,0,0,0,0,0,0,0,0,0,3.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,1.085,4.017,0.108,0,0,0,17.35,262.021,49.461,0,0,0,0,0,180.977,0,0,0.868,0.011,73.666,0,0,3.257,0,0,422.654,0,0,70.984,0,0,3.538,0,4.955,21171.886,0,7.277,0,0,2.494,3.365,0.094,60.014,0,1603.368,0,24.894,1.097,8.31,0.057,0,577.969,0,1876.264,624.223,0,0,0,4.017,0,1876.534,0,0,14.224,0,0.126,0,0,0,0,245.695,44.985,1.948,0.327,3.582,0.76,8.893,26.864,288.44,0,0,208.802,2.159,6.514,68.785,0,596.693,3.701,0,0,0.76,0,71.749,651.778,33.8,0,0,1.954,22.288,0,0,0.085,0.822,171.864,9.633,0.093,0,0,3.435,0,0,0,1594.845,0,0,141.405,0,0.217,0.7,2511.069,0,0,0,24.32,0,0,1.488,1.918,0,463.865,119.265,0,2.28,240.43,1371.756,0,0,0,7.364,5169.499,2.146,0,0,411.509,158.907,127.963,3.29,181.656,2.006,0,135.886,0,0,0,141.155,0,0,134.395,0,0,0,219.781,2.822,11.859,0,5.311,87.792,3.935,0,484.474,0,681.879,0,65.932,0.111,0,5.862,0,0,0,0,0,0,0,0,6.948,0,0,0,0,0,8.143,0,0,7.383,0,0.325,0,0,0,0,0,0,1.194,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,11.898,0,3.721,0,3.266,2.882,325.272,3393.288,0,3.88,21.648,0,0,70.821,0,0.834,2.395,2.846,29.536,0,0,8.773,5.115,0.988,4.258,0,32.233,517.305,0.123,0,53.937,0,17.867,38108.176,0,3.081,2.777,0.256,3.676,5.311,46.015,961.052,12.167,137.444,0,0.119,1.504,0.507,333.858,1.492,14.87,0,35.369,1568.211,0,0,0,0,0,10198.915,0.155,0,0.54,0,0,1.556,257.468,0,10.527,50584.993,78.323,1.539,15.184,0.687,0.457,13.864,616.749,433.914,314.716,0,842.734,171.291,1.456,0.693,0,529.556,0.378,0,5.606,0.493,0,74.709,544.023,39.812,0,0,1.803,439.145,0.076,0,223.124,7.205,92.45,0.101,109.172,1.92,0,4.821,0,2.107,0,410.202,0,0,8.746,0.071,0,0.447,173.754,0,0,0,14.944,0.025,0,1.622,29172.162,0,359.708,19.991,0,3.41,44.306,787.64,0,0,0,11.711,17466.708,42.383,0,0,212.636,761.082,98.222,160.785,48.446,24.166,12.82,215.817,0,0.529,226.838,0,0,0,5368.667,0,0,0,8.545,0.483,74.08,0,0,26.639,0.214,22.923,732.16,0.563,13261.24,14.668,0.285,0.58,0,0,0,0,0,0,0,0,0,0,2.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",158.018,0,0,0,0,0,0,20.969,208.374,376.232,0,0,2.916,0.513,0,245.868,0,1.235,1.73,0,25586.186,0,0,0,38.245,0.072,170.1,3486.552,0,12196.337,0,0,29.992,0,3.195,111109.142,0,43.355,0,0,16.242,0.423,0,587.99,0,753.762,0,0,0.716,0.115,263.069,0,1840.063,0,280.326,11278.93,0.003,0,0,0,0,17572.528,0.193,0,0.225,0,0,11.419,0,17.778,0,125428.789,6144.581,0.329,1867.6,489.695,0,76.683,1634.149,2777.687,0,0,64572.087,27.606,345.53,198.624,0,25403.609,0,0.023,1916.184,1.557,97.811,10.616,7.237,0.076,15407.451,1.519,143.986,13882.227,1.308,0,0,0.671,32983.712,0,5.566,0.073,0,73.741,0.742,0,0.098,23699.022,0,59.788,180.439,0.311,0,2.509,115.713,0,0,0,1231.503,46.044,0,0.292,3712.34,0,1031.603,322.48,0,13.816,366.631,392.151,0.24,0,0,0.768,64.067,10.337,0,1.82,26360.244,38725.026,177.186,335710.17,342.857,1955.01,30.369,886.375,0,0,429.844,829.615,0,0,0,5.245,0,0,14.404,63.644,10122.883,0,2.426,285.306,0.161,811.607,4136.67,6.748,1189917.508,0,0.684,0,0,79.277,0,0,0,0,0,27.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.479,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",2416.07,0,0,0,9.221,0,105.382,0,0.064,1.314,0,216.608,7.054,63.4,0,0.693,0,0,0,41.206,2.807,0,0,0.4,0,67.755,0,0,109.856,8.86,5.206,0,0.181,25.693,0.388,128.856,0,0,6.504,171.463,0,0,0,0.237,0,0.613,0,0,0,0,100.344,592.163,0,0,0,47.842,0,3.349,38.54,5.718,0,80.3,17.353,0,2682.25,0,0,0.043,0,0,0,46.587,0.439,0,0,36.109,403.517,0,10,32.007,9.35,0,0,0.288,1373.614,79.532,0,2.935,76.259,0,0,531.558,0,0,0.282,0,0,0,185.773,0,480.566,0,0.641,0,0.15,0,1.42,0,0,174.215,44.025,4112.446,0.036,7.686,0,0,0,0,16.214,34.951,52.668,0,0,0,251.537,0,0,0,0,0,0.222,0.106,0,0,3.633,0.038,33.456,0,0,751.033,17.834,0,46.49,3.914,317.508,29.717,0,3.316,0,150.406,365.141,77.048,0,0,0.441,16.863,31.69,0,0,0,0,0,0,0,664.922,0,92.838,0.574,0,743.867,0.627,47.802,116.701,266.472,0,0.584,0,3.694,0,0,0,0,0,0,397.183,2040.948,6.395,52.495,0,0,0,0,1.224,1.763,15.46,0,0,0,0,0,0,0,24.012,39.546,0,0,0,0,0,0,986.199,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,0,0,0,0,0,0,0,78.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.118,0,0,8.07,0,0,152.584,0,0.255,0,0,0,0,0,38.558,0,1.183,0,0,0,0,0,0,214.759,0,1.081,344.639,0,0,0,0,0,1044.006,0,0,0,0,0,0,0,0,0,0,1180.607,0,0,0,0,0,0,0,0,0,2.032,0,226.578,0,0,0.956,0,0,0,77.656,0,0.928,0,0.103,0,0,0,0,0,0,49.116,0,102.566,0,0,0.906,0,1451.486,0,0,0,0.913,0,0,8.861,0,0,0,2.697,0,0,0,0,0,0,0,0,0,0.363,0,0,0,5.067,15.781,0,0,0,0,0,6.928,0,0,3541.283,0.231,27.46,0,15.433,4.582,0,236.423,0,0,0,3.25,0,0,58.417,0,0,0,0.538,0,515.883,0,0,0.607,0,114.013,29.377,0,156.266,21.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",141.575,24.727,61.705,0,0,0,144.814,0.229,0.479,13.56,0,1.625,21.93,5.528,0,30.222,0,0,12.516,0,2357.884,0,0,949.018,0,0,0.594,0,69.192,50.342,0,0.688,0,5.48,4.051,664.047,0,8.149,0,2.057,0,8.026,873.442,36.339,0,2.499,0,0,0,0,12.36,0,7.581,0,14.488,11707.491,0.06,10.612,23.527,0.76,25.976,898.004,0,0,57.98,0,0,50.984,0.03,0,0,0.492,9.569,0,0.063,205.784,306.955,1.541,377.626,686.589,3.659,0,3.799,115.487,193.219,130.806,0,2.447,0,4.759,0,9.007,0,0.182,2.066,0,0,0.422,0.28,0.693,0,124.19,2.062,0,0.037,0,61.696,9.694,0,981.691,0,51.909,0,69.695,0,0,25.259,0,25.434,119.829,0.185,0,0,0,23.356,0,0,3,1.3,0,19.288,133.479,0,244.195,22.707,55.515,23.997,0,0,305.776,15.231,53.044,0,1.275,3.723,0.6,1.871,1.1,2.261,2.257,0.879,119.874,0,0,10.964,249.521,5356.233,0.273,0,9.613,0,0,141.329,2040.177,0,0,5.097,17235.599,26.123,2145.675,370.837,11.359,105694.518,3.861,0.693,263.341,0,0,0,0,2.902,0,0,0,12.915,17.236,305.835,0,0,0,0,0,0,0,20.281,0,0,0,15.568,0,0,0,0,1.403,0,0,0,0,0,0,125.327,0,0,0,0,0,0,0,0,0,0
"TCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.473,0,0,0,0,0,0,0,0,0,0,0,0,0,43.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.281,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,100.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
