"AFG","ALB","DZA","AND","AGO","ATG","ARG","AUS","AUT","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CYM","LKA","CHL","CHN","CXR","COL","COG","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","GNQ","EST","FJI","FIN","FRA","PYF","GEO","GMB","DEU","GHA","GRC","GTM","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MLI","MLT","MUS","MEX","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","NCL","NZL","NIC","NER","NOR","FSM","PAK","PAN","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","SHN","LCA","SMR","STP","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SWZ","SWE","CHE","SYR","THA","TGO","TTO","ARE","TUN","TUR","TKM","UGA","UKR","MKD","EGY","GBR","TZA","USA","URY","VEN","WLF","WSM","YEM","SCG","ZMB","BFA","ETH","AZE","SLB","BDI","GIB","KIR","LBY","MDV","VUT","PNG","SUR","BHS","MDA","NGA","SDN","COD","GAB","GIN","RWA","GUY","UZB","CAF","BEN","GRL","GRD","ABW","VCT","BLZ","MNG","SOM","GNB","CPV","BTN","TCD","MRT","COM","MYT","DJI","LBR","SPM","ERI","GUM","IRQ","AIA","TJK","TKL","PSE","MNP","COK","NIU","TON","MHL","KNA","FLK","TCA"
"VNM",7.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,16.622,0,0,0,0.445,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.821,0,0,0,0,0,0,0,0,0,2711.954,0,0,0,0,0,0,0,0,0,0,0.322,0,0,0,0,0,0,0,0,32.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.892,0,0,0,0.857,0,0,0,0,0,0,0,0,0,0,13.588,16.764,0,0.214,0,0,214.61,0,0,0.125,0,4.182,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,0,0,0,0,0,51.436,128.224,0,0,0,0,1.784,0,0,30.446,0,0,0,0,5.031,0,0,0,0,0.092,0,0.171,0,1.814,0,0,0,0,148.525,0,0,8.021,1.191,0,0,0,0,0,0,0,2.267,4.008,0,0,0,493.163,0,0.147,0,0,0,0,0.725,0,2.98,35.936,0,0,50.908,0,0,0.797,0,0,0,0,3.337,0,0,0,0,0,10.784,0,0,0,0,4.578,0,0,0,0,0,0,0,0,0,0,0,1.632,0,0,0,0,0,0.587,0,0.169,0,0,0,0,12.145,3.918,0,0,2.859,70.348,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0.006,0,125.638,0,0.783,4.312,0,0.378,0,0,0,0,0,0,0,0,19.785,0,27.249,0,0.474,0,0,0,0,0,50.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,0.141,135.219,399.204,450.471,23.396,46.513,0,0,0,0,33.591,0,0,0,94.146,0.006,0,0,0,0,0,0,0,0,0,0,0,1.634,0,1.333,9.667,0,0,0,0,2.53,47.507,0,0,0,0,0,0,0,0,83355.279,428.242,0,111.656,287.367,6.914,0,0,0,0,0.741,0,0,0,0,198.243,0,15.26,0,0,5.761,0,0,528.417,0,0,0,0,0,0,0,0,0,0,28.653,100.006,0.374,12.396,0,14.635,124.01,0,1050.445,117.322,0,101.564,0,0,1.003,0,6.485,110.178,0,0,3.933,0,0,0,0,26.28,0,0,3.478,0,0,0.055,0,9.77,0,0,0,0,2.485,1.656,0,0,0.035,0,0,0,0,182.226,24.218,15.514,1.295,3.937,0,4.59,0,0,3.493,0,28.668,0,262.215,0,0,2.505,387.038,113.71,39.479,0,0,0,0,0,0,90.786,0,9.634,0,0,0,0,0,1.885,0,0,0,0,0,0,5.09,0,42.776,0,0.269,2.255,0,0,0.204,0.824,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0,781.244,29.952,0,0,296.179,241.062,2423.46,0,0,0,1.755,564.733,0,83.509,0.426,0,321.026,0,0,0.922,0,0.1,0,260.204,139.655,0,2.094,143.45,10963.858,0,290.686,0,23.205,2.689,3178.811,87.463,265.22,38.405,0,102.314,68.289,18.846,1.982,3.999,0,10.781,1667.458,0,0.034,15.443,215792.63,0,243.787,52.935,0,186.372,394.732,11.147,0,0,9.183,2.189,53.536,5369.144,0,0,581.949,49.634,0.003,0,0,67.863,43.722,0,0,8.594,2.076,0,1.182,0,72.113,0,6.734,98.029,1.075,0.203,309.682,0,310.392,0,0,1.104,0,221.695,1488.579,0,0,0.581,313.896,0.733,51.721,0,10.381,0.139,5.017,104.889,4.541,16.879,3201.04,0,0,28.426,174.305,0,0,0,0,18.684,3191.029,0,0,901.905,0,3.832,0,33.573,85.171,0,0,0,673.102,5241.019,138.227,1.401,0,0,61.114,117.932,29.974,0,0,39.796,0.258,137.426,6361.526,0,2892.871,3.031,78.669,0,0,0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.957,11.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.495,0,0,1.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,0,0,0,0,0,0,2.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,33.551,0,0,0.134,34.163,18.622,340.562,1.072,0,0,1.125,84.672,0,0,0.032,0,84.538,0,0,1.608,0,280.542,0,0,82.394,0,0.435,17.531,234.247,0,0.562,0,32.973,2.712,1.493,1.335,771.9,6931.078,0,6.505,1.072,2.299,0,1168.79,0,8074.949,1356.885,0,0,0,94972.654,0.537,5.726,0.804,0,0,989.666,1012.779,17.149,2.01,0,175.08,53.911,212.221,0.933,1.206,951.579,0,2.01,0.938,0,5.209,0,0,0,0.67,31.906,252.273,0.268,0,0,0.529,844.036,0,34.029,0.218,25.053,0,9.698,0,0,0,0,0,1779.976,0.268,0,11.484,2.7,0,435.37,0,2.338,6.441,0,2.395,0,355.248,10.556,0,1.412,4.341,446.268,0,0,0,0,1.742,0,0,0,31.202,117.093,4.551,10.79,3.483,0.804,0,233.879,0,0,550.275,0.938,189.305,0,61.232,36.709,3.19,10.432,0,0,9.714,0.834,2.679,1248.237,0.042,7757.205,0,14.133,0,0,0,0.804,0,0,0,0,0,0,0,0,0,0.313,0,0,0,0,0,3.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,0,0,0,0
"CHE",0,0,28.652,0.803,0.983,0,1.152,81.428,1886.126,0,4.212,0,0.391,44.582,0,0.159,0.03,0,52.241,0,0,16.403,0,1.245,0,2.846,157.985,0,325.34,1.314,307.098,0,19.512,1.258,0,10.791,0,1.203,917.869,111.613,0,0.126,1.262,0.251,0,0.5,0,168.665,980.268,0,0,0.123,35323.712,2.154,19.592,11.369,0,8,7079.557,432.787,3.206,10.739,217.458,18.874,242.007,832.956,3.15,0,813.722,3.018,0.313,0.282,0,17.701,1.354,0,0,19,1.153,2.295,49.622,28.731,0.794,0,42.554,0,0.677,0,34.177,0,17.366,0,0,0,0,0,653.274,0,0,7.871,0,0,22.346,0,14.648,0.002,0.627,43.958,5.463,24.984,4.895,0,0,127.524,24.843,0,0,0,0,98.522,0.277,0,2.37,231.312,55.691,35.401,34.249,4.003,52.499,1.442,437.3,0,588.376,0,0.939,11.769,0,0,55.537,2.84,93.109,0,0,8.121,0.792,26.872,9786.715,0,5783.119,0.09,1.872,0,0,0,10.603,0,3.04,0,4.158,0,67.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.329,0,0,0,0,0,0,0,0,3.86,0,0,0,0,1.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,0,0,0,0,4.948,98.211,171.503,0,0,0,0,1.233,0,0,2.479,0,1073.007,0,0,121.048,125.415,2.1,0.876,0,4038.489,0,0,2.201,1990.255,0,0.959,0,0,1.789,0,0,865.955,2.257,0,0,0,0,0,193.112,0,133.866,81.826,0,0,0,8146.775,0,0,0,0,0,10383.735,940.047,10.591,57.196,0,1.043,10.825,45.178,0,0,62017.32,0.219,0,0,34.465,1585.715,0,0,1.364,14,0,0.174,0,1.498,0.449,0,40698.698,0,0.489,0,2101.001,0,0,0,0,0,0,0,8963.21,0,0,919.736,0,0,282.904,0,0.73,0,0,0,93.529,92.709,0,0,0,670.224,73.591,0,0,0,0,0,0,0,0,112.967,4236.157,9.92,17.703,23.623,16.372,0,9.882,0,1.765,7.481,0,0,0,0.004,20.815,7.485,18.959,0,0,375.318,3.433,0,1028.278,0,8218.673,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0.071,0,0.27,0,0,0,0,0.993,0,0,0,0,0,0,0.038,0,0,0,0,0,0,13.62,0,0,0,0,0,1.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0
"ARE",0,0,0.25,0,0,0,0,1.14,1.861,0,0,0,0,0,0,0,0,0,0.364,0,0,2.002,0,0,0,0,0,0,0.017,0,5228.831,0,0,0,0,0,0,0.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10485.283,0.02,0,0,0,0,18.326,0,0,0,416.562,0,0,4.599,0,0,1,0.142,0,964.69,0,0,0,0,0,0,0,0,0,0,0.921,0.547,0,0,0,0.304,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,24.178,0,0,0,0,0,0,0,0,0,23.058,0,0,0,0,0.136,0,0,0,329.914,625.203,0,0,0,0,0.057,142.195,0,0.134,0,0,0,0,0,0,0,0,0,34.445,0,0,3.53,10.113,0.015,8.107,0,0,0,0,0,0,0.264,0,11.183,0,0,0.921,0,0,0,16.537,0,0,0,0,0,0,21.17,0,0,0,2.303,0,0,0,0,0,0,0,0,0,0,55.106,0,0,0,0,0,0,0,22.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,5.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.921,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.844,0,0.423,0,0,0,0,0,0,0,0,0,0,0,0.469,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",0,0.183,0.318,0,0,0,0,29.45,24.65,0,0,0,0,0,0,0,1.767,0,0.004,0,0,1.959,0,0,0,0,28.808,0,0,0,3.343,0,0,0,0,0.969,0,7.065,0.264,69.503,0,17.615,0,0,0,0,0,0.04,12.655,0,0.333,0,41.762,7.65,4.074,0,0,0,0.951,8,0,0,13.234,2.49,2.604,1.16,0,0,0,8.361,0,0,0,0,0,0,0,0,0,0,0.998,0,0,0,1.673,0,3.51,0,0.172,0,42.888,0,0.769,0,0,0,1.243,0,0,180.329,0,0,3.368,0,0.498,0,0,0.03,0,2.368,0.024,0,0,24.582,18.549,0,0,0,0,0,0,0,0,0.05,0,0,0,0.006,11.738,0,89.115,0,3.281,4.601,1.991,0,0,0,0,0.238,0,1.087,0,4.691,0.432,0.252,84.846,0,6.582,0,0,0,0,0,1.132,0,0,0,5.014,0,0,0,0,0.249,0,0,0,0,0,0.058,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.941,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,0,0.359,208.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.723,0,0,0,1160,0,0,0,0,0,0,0.001,52.197,0,0,0,0,0,0,0.004,0,0,0,0,0,0,4311.244,0,0,0,0,0,0,9.198,0,0,0,0,0,2340.384,0,0,0,5.31,0,0,0,0,0,0,0,0,0.032,0.001,0,0,0,0,0,0,0,0,4.123,0,0,0,0,0,0,0,0,0,0,1.187,0,0,0.263,0,0,0,0,0,0,0.436,0,0,0,0,164.676,0,0,0,0,0,0,0,0,127.943,769.666,0,42.995,0,0.251,0,1715.823,0,235.753,1870.5,0,0,0,0,0,0,0,0.023,0,0,0,159.357,0.46,0,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0,0,0,0,0,0.164,0,8.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,2.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.733,0,0,0,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",0,0,54.898,0,0,0,9.912,887.966,1432.395,2.241,20.717,0.886,1.379,4155.253,0,0.245,0.781,1.233,143.627,0,1.363,72.508,0,45.907,0,6.065,27485.278,0,7.61,28.847,7577.643,0,183.572,0,1.158,164.329,9.158,1852.471,1275.557,1855.227,35.451,0,1.419,1.891,0,156.244,0,2355.5,16383.172,0.936,0,25.676,134585.414,16.852,103.66,0.381,0,3.017,5208.681,2518.818,102.836,94.855,0.244,2433.247,2569.201,42049.189,47.034,5.193,4016.242,6.182,32.147,634.268,0,706.211,0,0,0,0,26.644,122.37,161.451,25.722,0.084,2.328,579.955,235.714,28.344,5.491,752.12,0,29.321,0,16.413,0,0,0,3861.286,0,0.367,224.021,6.85,5.301,1215.835,0,65.874,0,0,1.177,600.204,573.335,794.626,0,11.15,112.462,241.504,0,6.005,0,0,142.115,0,0,0,711.857,669.343,1111.821,8.684,104.72,2796.786,6.839,10928.134,0,3105.393,4888.113,2.164,640.729,0,11.302,65.874,32.964,619.956,0,196.198,23.014,0.186,2.341,0,8.919,42087.13,0.067,7.532,0,0,0,0,47.509,6.041,4.499,12.524,0,0,0,0,224.483,143.641,0,0,0,0,0,23.293,91.453,1.297,2.459,0,30.559,0.432,0,0,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85,0,0,0,0,0,0,0,0,0,0,0,0,4.716,0
"TZA",0,0,0,0,0,0,0,0,0.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",12.863,0,120.41,0,59.005,29.871,4730.217,21589.206,2793.777,3.4,0,3.541,44.163,36595.73,65.025,48.495,3.195,4.691,10993.329,46.323,0,51.768,0,125.914,373.25,2.643,78257.98,4.755,40.637,876.396,34266.285,0,528.22,0,753.375,112.597,0,6.306,1971.511,8495.1,9.018,2100.424,746.195,467.531,0,290.319,6.078,4327.229,42999.827,22.78,343.741,93.964,278295.728,54.969,76.174,371.788,351.358,236.15,70875.708,13271.931,33.133,81.825,12.333,2280.205,9008.422,16814.516,100.049,66.291,258310.068,47.955,16.133,238.407,0,49591.682,111.197,2.745,0,54.704,3,253.054,1858.163,85.9,99.89,46.112,45485.665,30.957,13.806,2.241,149747.416,2.217,48.375,4.684,148.71,0,0,0,51302.335,52.514,0.394,628.126,242.095,0,7465.581,0.832,1726.162,211.448,1.32,729.194,3235.265,2607.878,4469.145,0,42.219,84.257,478.576,31.663,16.074,0,0,204.343,13.489,2.087,22.902,7234.705,24264.116,494.377,132.671,143.51,3041.658,0.066,9795.701,64.996,5079.464,9538.522,0,33187.643,0,88.228,444.994,155.608,874.512,0,226.389,246.047,1.975,891.54,52153.014,10.729,0,73.001,301.905,0,0,57.325,14.352,47.659,9.374,17.421,7.149,0,0,0,0,0,0.122,0,0,88.057,106.829,7.355,4117.733,0,0,26.862,39.027,28.601,176.276,0,0,0,0,2.206,51.97,0,27.647,0,0,0,4.367,0,0,0,0,0,28.552,0,0,0,0,249.944,7.451,0,46.757,0,0,0,0,0,212,7.526,0,6.6
"URY",0,0,0,0,0,0,8.271,0,0,0,0,0,0,0,0,0,0,0,0.296,0,0,0,0,0,0,0,0,0,0,7.111,0,0,0,0,0,0,0,0,0,0,0,0,12.606,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",0,0,0,0,0,0,0,0,0,0,0,0,0.337,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,18.829,0,0,0,0,0,0,1.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.75,0,0,0,0,0,0,0,0,18.417,0,0,0,0,0,0,0,10.457,0,0.447,0,0,0,0,0,0,0,0,2.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505,0,0.134,0.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
