"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","DJI","GAB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","BES","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","PSE","KIR","SSD","GMB","ATF","SPM","LSO","FSM","PLW","BTN","WLF","MNP","MHL","NFK","PCN"
"SYC",0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,1.931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,48.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.574,0,0.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,26.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",17.09,17.854,72.292,0,0,6.812,0,0,39.036,482.428,281.522,0,1.211,736.336,19.297,0,130.82,0,2.304,4.578,1.029,1017.877,0.071,0,0,2.125,13.467,142.62,0,11.152,8.389,1.567,65.52,0,0,54.529,319.802,0,9.817,1127.706,0,0,83.737,0,0,5.033,0,0,0.5,0,0,1.158,402.979,0,30.201,0,2.069,32.336,2.811,0.159,80.877,0,4.426,0,0.33,82.251,767.543,0,160.278,0.325,180.415,5067.038,36.326,0,225.834,0,0,0,0.28,2.784,0,0,0,187.795,51.122,0.721,229.584,0.671,0.521,112.438,4143.098,643.271,79.277,0,1182.25,24.751,73.063,354.873,26.891,2456.631,0,0,0,0.551,14.633,4.784,0.94,9.243,0.254,0,0.495,5.636,304.075,16.403,55.721,0,0,90.4,1290.578,2.4,0,0,0,42.181,13.815,23,1.321,0,179.872,527.825,0,0,0,0,0.372,0,90.005,5.62,0,440.495,0,142.24,25.494,0,0,0.724,17.213,168.567,97.497,11.123,0,0,7.618,258.797,1466.951,0.042,0,0,0,0,0,0,0,0,117.729,0.09,0.848,57.978,0,0,1827.88,8.743,174.982,0.947,0,918.281,9.688,606.14,39.947,0,0,305.609,493.327,0,0,1009.661,0,0,0,16.461,482.881,0,252.117,0,0,62.013,27.663,0,76.766,955.847,107.842,4204.666,5.263,8.851,95.114,0,0,3.507,57.642,0,0,0,0,0,0,0,0,0,84.077,0,0,0,0,0
"SGP",14.445,0,23.244,0,0,58.301,0,53.552,268.987,7683.116,143.524,0,6.73,1898.27,0.05,0,926.463,0,12.423,0.017,0,845.742,0,0,0,798.012,22.463,1415.568,0,0.4,213.855,0,2422.588,0,8.961,0,885.637,0,2607.526,17472.569,0,0,141.991,0,0,5.457,0,0,0.059,1.289,0,6.484,185.433,0,150.624,0,0.38,37.926,0.225,0,0,0,28.068,0,6.539,53.561,3818.077,34.563,0,1.049,100.874,11973.168,170.915,0,16.406,0,0,0.447,9.412,8.487,0,2.092,0,28146.786,6007.458,1.895,14516.101,110.467,103.116,27.222,1819.663,1186.081,3.993,0,11625.417,12.081,7.069,1.583,0,12084.074,8.46,0,12.439,1.341,46.242,0,3.132,0,0.309,249.052,1.267,0,14268.518,288.525,0,31.019,0,26.322,31919.762,28.765,0,0,0,83.858,17.276,511.656,0.073,0,33.442,3124.533,0,0,0,0,22.73,0,541.638,2.407,0,226.337,0,105.585,88.584,116.572,5038.553,7.294,31.839,2003.317,2243.769,510.214,0,0.379,13.493,226.041,32.256,0,0,0,0,0,0.813,0,0,0,3801.917,0,32.073,8.459,0,15530.512,0,3.284,4783.071,4.191,0,317.978,4.064,121.75,0,0,0,98.804,1107.811,0,0,32489.508,2.685,0,0,28.911,1359.223,411.28,146.951,99.188,0,2.615,0.156,0,58.419,3184.066,24.609,43486.149,0,10.501,10.054,2071.574,0.407,5.918,6.342,0,0,6.526,0,0,0,0,0,0,8.056,0,9.485,0,0,0
"SVK",0,0.666,2.904,0,0,0,0,1.863,1771.427,80.127,1786.976,0,0,0,0.09,0,50.224,0.04,0.171,0.479,0,32.487,0,0,0,15.192,75.595,0,0,12.938,0,0,156.349,0,0,0,0,0,37.524,192.199,0,0,49.466,0,0,0,0,0,4.683,31.69,0,24332.598,5544.613,0,1526.727,0,0.458,0,79.048,0,0,0,9.363,0,0,3.172,1986.782,1.171,0,0,23.996,1291.841,0,0,2.772,0,0,0,0,0,0,0,0,8.173,20171.224,3.391,5.35,0,0.106,55.096,10.056,132.988,0,0,577.169,0.761,0,0,0,414.979,21.519,0,0,0,196.912,0,0,6.461,74.914,0,0,0,383.833,0,0,0.407,0,0.998,816.528,0,0.307,2.347,0,0.125,0,0,0,0,0,692.945,0,0,0,0,0,0,7.333,0,0,0,0,32.79,1.056,0,0,0,1.538,3.055,1328.717,0,0,0,0,4291.625,834.94,0,0,0,0,0,0,0,0,0,0.296,0,16.015,0,0,4.842,25.769,0,0,641.248,0,19.863,0,202.751,0,0,0,67.563,266.549,0,6.176,3.157,0,0,0,0,541.666,0,89.771,0,0,0,55.422,0.371,24.906,2568.154,0,387.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,2.926,0.416,0,0,0.861,0,0,687.977,1675.741,232.685,0,0,50.98,0.415,0,0.123,0,0,1.433,0,119.171,0,0,0,1.037,4.664,8.375,0,161.92,2.028,0,366.483,0,0,0,0,0,14.894,939.353,0,0,8.425,0,0,0,0,0,52.072,0,0,0.523,963.911,0,0,0,0,1.272,0,0,0,0,0.694,0,0,12.686,494.931,0.204,0,0,0,1907.696,0,0,36.523,0,0,0,0,0,0,0,0,138.238,11.439,18.337,51.168,0,0,1.091,0,63.599,1.51,1.042,4197.755,0,53.883,0,0,5388.551,28.501,0,40.016,167.039,0,0,0,0.7,0,0,0.437,0,57.65,0,0,0,0,1.263,290.565,0,0,2.264,0,4.611,11.11,0,0.315,0,0,3502.836,0,0,0,0,0.738,0,55.363,0.029,0,0.29,0,78.135,0,0,0,0,58.919,62.294,5.793,0,0,59.826,38.089,1.402,254.821,0,0,0,0,0,0,0,0,0,23.084,0,20.05,0,0,57.58,129.817,193.912,0,0.254,0,40.127,0,186.157,0,0,0,9.212,52.334,0,0,535.035,0,0,0,0,186.263,36.076,247.005,0,0,0,0,0,0,4691.004,0,2111.738,0,42.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,61.009,0,0,0,3.574,0,4.862,0.713,46.409,441.862,0,0,0,1.768,0,22.855,0,0,378.01,0,22.184,0,0,0,0,323.158,0,0,0,0,0,8.131,0,0,0,0,0,23.967,807.986,0,0,21.022,0,0,0,0,0,0,1135.95,0,6.622,263.775,0,38.182,0,0.28,21.221,0,0,0,0,14.075,0,0,163.099,319.666,0,0,0,42.869,1269.096,1.449,0,49.457,0,0,0,0,0,0,0,0,159.031,486.651,4.15,11.67,29.98,0,3.198,46.431,1872.972,0,0,1145.714,5.339,0,0,0,29.565,0,1.395,0,34.369,71.862,0,0,44.805,27.052,0,0,0,3.985,0,0,15.413,0,0,8.001,9.46,2.413,67.706,0,0,0,6.28,0,0,0,105.138,0,0,3.381,0,0,0,0,0,0,0,0,24.412,0,0,0,3.863,24.632,5.984,221.331,10.273,0,0,0.795,933.913,1495.393,0,0,0,0,0,0,0,0,0,38.667,0,822.422,0,0,265.601,142.595,914.04,0,0,0,13.441,0,101.189,0,0,0,2145.52,101.414,0,0,594.562,0,0,0,0,21.551,0,256.315,0,0,0,126.486,389.694,132.17,77.279,0,163.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0.24,0,0.059,0,0,543.643,0,0,36.143,649.064,19.749,0,0,0,0.293,0,26.586,0,0,0,931.135,219.727,0,0,0,0,2.35,0,0.989,0,0,195.008,53.662,0,7.721,0,0,0,125.762,30.679,0,0,4.723,0,0,274.7,1513.56,0,0.153,0,0,1.569,41.904,1.266,0,0,0,129.003,0,33.774,77.856,1.827,6.776,0,0,243.067,1074.206,0,0.372,61.983,0,1934.211,83.102,0,5.64,0,0,0,0,13.734,0,0,0,100.539,13.478,0,34.113,0,0,10.088,141.784,56.467,18.647,0,45.817,3.643,0,1041.212,0,468.062,0.234,0,0,3.184,0,4.658,0.103,0,0,0,34.915,88.138,2.395,0,16.062,0.321,18.144,152.918,7.359,1.601,0,0,0,0,949.201,24.539,4649.383,0,0,580.636,0,0,0,0,0.863,0,51.94,0,0.083,1032.929,0,9.332,1.334,13.809,16.174,0,68.456,2.36,140.536,4.74,0,0,2.012,22.358,15.533,31.553,0,0,0,0,0,0,0,0,38.55,2.721,0,30.821,763.457,1118.429,363.53,0.043,0,0,0,0,758.473,5.25,6.338,0,173.346,287.016,157.696,0,0,44.918,0,0,0,0,556.407,8.784,45.417,0,0,224.481,0,0,86.123,1192.657,465.659,366.447,50.711,0,0,0,0,5.589,956.718,0,0,0,0,0,0,375.127,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.888,0,0,0,0,0,0,0,0,0,0,0,0,2.517,0,0,0,0,0,0,0,0
"ESP",0,19.829,162.984,0,405.362,17.963,0,2.473,1339.317,11221.391,701.932,0,8.113,0,11.322,2.505,626.983,0.235,64.507,54.256,0,3845.976,0,0,0,0.922,144.529,0,0,5.216,0,1.504,2273.108,473.001,0,0,16.989,0,830.472,3131.182,0,0,738.909,0,9.071,0.285,12.596,0,113.929,91.777,452.798,182.741,1736.523,0,304.378,0,95.752,271.095,59.24,68.016,0.569,0,293.768,0,0,470.482,27308.825,50.713,0,1.118,37.917,6739.739,17.984,92.321,1328.768,0,0,0,80.7,0,0,0.096,569.7,365.599,343.143,12.295,1041.372,30.33,0.47,322.004,907.95,5445.126,16.459,25.157,711.178,9.12,27.157,24.318,0,113.64,234.393,0,0,216.617,781.176,0,241.706,52.727,12.909,0,1.12,0.257,217.47,0.129,10.834,95.778,1.141,21.403,2418.093,45.542,5.342,18.253,0,3352.525,0,19.92,4.049,0,0,2751.252,11.681,0,0.436,0,11.054,0,12.638,0.016,0,53.224,0,242.648,11.547,1189.24,0,162.158,1005.101,11.525,1485.567,16153.282,0,0,60.161,1560.297,996.055,0,0,0,0,0,0,0.645,53.482,0,14878.21,6.931,13.407,9.998,0,828.86,538.649,129.237,60.244,37.877,0,308.56,0.146,0,0.321,1.035,0,849.118,997.419,11.06,0,1101.651,1.298,0,0,29.87,2479.369,116.326,2031.313,0,0,0.011,43.112,11.056,97.598,9051.31,0,6453.985,33.454,123.481,0,413.181,0,0,0,10.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,1.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0,0,1.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.107,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.269,0,0,0,0,0,1.228,0,0,0,26.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",69.713,4.017,1351.868,0,0,224.496,16.276,48.351,230.177,2438.234,2226.071,10.288,69.252,317.582,218.968,23.493,1005.727,0,75.088,18.497,147.872,2635.097,0,0,1.535,0.374,26.925,0,0,133.649,0,4.216,719.875,0.767,6.142,0,40.009,0,4214.208,6811.113,0,0,359.154,0,0,8.138,0.153,0,26.545,692.861,22.572,55.893,1117.2,192.215,9998.454,0,59.562,13.6,0,0,61.268,0,2232.84,0,0,9451.728,2908.509,11.167,0,0,84.878,8466.237,153.694,0,525.901,5.988,10.288,0,14.28,15.662,0,69.867,44.837,530.508,850.23,162.714,356.698,27.179,1216.61,882.783,343.728,3348.421,147.258,412.139,1962.543,228.489,11.643,11.192,0,2251.829,6.909,0,0,56.968,86.39,11.209,8.445,308.585,35.163,0,0,0.068,493.677,5.55,34.396,4.606,0,15.216,490.377,0,22.879,60.5,0,1597.79,11.516,13.973,0,0,6.198,5014.976,5.374,0.307,0,0.767,9.269,0,64.185,9.52,0,1004.705,0,32621.384,174.562,128.524,0,17.198,44.096,2.917,6721.415,872.489,8.445,0,13.965,142.846,1154.421,55.909,0,0,3.071,0.614,7.524,11.977,0,0,1924.956,9.827,105.184,45.759,5.988,538.054,686.665,34.089,20.115,35.931,2.917,648.152,50.365,2061.366,45.759,0,0,0,2053.094,0,0,60.5,0,0,0,1.907,817.559,742.676,1907.605,7.524,0.307,14.741,553.917,2.456,76.787,2793.625,11.977,9833.785,10.441,160.137,0,294.436,0,0.46,11.363,303.375,0,17.658,0,0,0,23.493,0,0,0,0,0,0,0,0
"CHE",0,1.267,20.388,0,0,21.993,4.238,1.049,122.151,1976.979,7032.021,0,30.309,66.503,0.281,0.787,3183.202,4.202,0.836,9.728,2.022,343.214,0,0,0,0.495,292.794,0,0,2.103,0,0.003,662.859,1.416,1.726,0,84.803,0,255.218,18891.919,0,0,62.016,0,0,2.121,13.07,0,12.147,113.984,0,2863.078,2980.376,0,117.878,0,8.385,4.165,7.353,0,0.84,0,18.576,0,0,2341.28,10226.446,1.546,0,0,7.341,62523.716,28.096,0,57.935,0,0,0,0,2.643,0,0,0,6431.149,1205.709,6.938,3956.233,21.508,3.966,1678.866,460.236,6293.937,2.889,0.209,12368.387,12.142,17.8,11.793,0,12907.229,46.299,0,0,143.658,61.468,0,354.977,17.318,463.597,0,9.29,1.023,1203.244,5.695,0,24.149,0,1.851,1547.199,0.44,7.688,4.577,0,50.898,48.496,26.68,0,0,29.959,1509.863,0,0.041,0,1.197,35.107,0,304.423,0.732,0,5.477,0,383.317,218.148,0.192,0,3.467,70.195,36.517,1030.252,94.538,0,0,121.092,232.014,9338.184,0,0,0,0,0,0,0,0,0,571.515,46.055,57.433,0,0,1986.725,2474.042,457.639,670.4,340.895,0,2118.338,26.886,880.491,0.331,0,0,1903.917,0,0,0,3547.971,0,0,0,3.797,259.125,185.696,2700.057,0.327,0,0,26.593,4.502,8.742,4447.387,7.706,37302.209,0,4.226,12.786,6.636,0,0.438,0,0.874,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.747,4.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,24.003,5.72,0,0,892.419,0,36.31,8114.169,7655.438,71.049,0,20.958,226.798,0.296,0,676.82,0,13.056,4.276,0,3166.285,0,0.5,0,145.839,0.022,2167.634,0,177.5,243.287,0.04,2649.99,0,0,0,4.124,0,1521.357,15788.371,0,0,904.706,0,0,0,0,0,0.62,0,0,0.385,76.637,0,9352.832,0,1.297,1085.659,27.957,0,0,0,249.96,0,0.777,30.376,13701.882,1.691,0,0.01,0,11961.215,0.034,0,0,0,0,0,0.284,0,0.144,0,0.334,13839.005,401.224,27.721,3701.881,1.803,0,15.277,2565.484,2121.234,0.832,0,56081.869,0.649,134.169,15.407,0.584,15627.504,20.341,0,768.034,3.568,0,0,0,0.057,85.511,83.015,0.24,0,6333.449,9.064,0,0.064,0,0.695,68901.259,0.058,0.879,9.567,0,16.37,0.235,63.571,0,0,22.177,5247.922,0,0,0,0,24.987,0.323,3788.615,2.073,0,0.705,0,3304.327,4653.181,0.5,9.867,0.818,1028.587,3781.739,970.209,200.697,0,0.386,6.925,1174.215,112.458,0,0,0,0,0,0,0,0,0,285.132,0,24.539,0.17,0,14992.236,7469.883,9099.002,2642.166,42.157,3.869,3051.494,0,1287.452,0,0,5.33,1882.971,1096.234,0,0,0,0,0,0,0.82,364.708,0.224,374.18,0,0,0,7.896,91.696,7.388,1585.442,3.5,60191.114,0,642.757,0,80.945,1.808,1.247,0,0.287,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.887,0,0,0,0,0,0,0,0,0,1.292,0,0,0,6.412,0,0,0,0,0,0,0,0,0,0,2.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.823,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.315,0,65.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
