"AFG","ALB","DZA","AND","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BRA","IOT","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","CXR","COL","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FLK","FJI","FIN","FRA","PYF","GAB","GEO","DEU","GHA","GIB","GRC","GRL","GTM","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MDA","MSR","MAR","OMN","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NGA","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","KNA","AIA","LCA","SAU","SEN","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SWE","CHE","SYR","THA","TGO","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","SCG","ZMB","SLB","CCK","KIR","VUT","NER","NFK","TON","VGB","LBY","MDG","MOZ","TKM","GRD","AGO","BDI","COD","GIN","RWA","SDN","BMU","BLZ","HTI","VCT","SUR","SLE","TCD","COM","COG","GNQ","ERI","DJI","GMB","MWI","MNG","SPM","SYC","WLF","IRQ","MHL","TJK","CYM","BTN","MNP","PLW","TUV","WSM","GNB","FSM","SHN"
"NCL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.572,7.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.886,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",0,0,0,0,0,0,36.371,4689.809,0,0,5.976,0,0,1.564,216.349,0,0,22.875,0,0,1.228,0,0,0,0,577.875,0,0,2.532,52.714,29.427,0,107.739,8.375,0,0,0,0,16.011,0,298.115,0,0.533,17.151,0.719,0,0,0,90.249,970.023,78.558,10.161,0,20.795,494.663,0,1.021,2.587,0,0,0,0,283.754,36.569,13.079,5.364,0,480.724,19.567,38.853,0,0,187.156,0,0,34.894,0,23.316,0.526,0,0,0,0,0,0,0,0,70.555,1.342,0,0,0,0.826,8.306,0,0,0,0,1.608,0,1611.934,0,0,12.301,0,0.596,0,78.82,0,24.089,19.485,1.368,18.847,13.04,0.555,16.245,15.548,0,0,0,0,0,0,0,13.282,1151.007,0,7.297,13.917,0,421.311,3.642,96.661,1915.414,471.156,0,97.944,0,0,0.963,0,3.361,0,0,0,0,0.638,1293.271,1.454,5068.069,0,46.06,0,32.413,0,0,0,2.489,0,6.088,2.427,0,45.485,3.481,0,0,0,0,0,0,1.432,0,0,0,0,0,0,0,0,0,0,1.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775,19.687,0,0,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0,0,0,0,0,0,0.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.332,10.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,0,0,0,0,12.321,168.636,95.028,1.613,0,0,0,0,359.266,0,0.676,23.942,0,0,0,0,0,0,16.295,809.647,0,0,1.432,15.321,426.026,0,0.671,0,0,22.076,1.42,47.309,34.897,0,362.931,0,0,0.514,0,0,184.068,0,0,261.512,795.04,3.751,0,0,455.245,0,12.419,41.416,0,0,0,0,442.565,247.403,24.073,0,0,17.361,997.388,211.148,0,0,412.363,7.282,3.219,10.626,0,430.635,0,0,0,1.875,0,5.474,1.644,47.18,0,42.528,0,0,0,0,5.602,2.535,0,0,1.613,0,0,0,1027.339,2.907,0,62.529,10.375,0,41.855,0,17.246,3.976,0,0,3.403,0,105.393,1994.074,3.867,3,18.664,0,0,0,0,0,129.801,149.935,19.22,0,4.081,0,47.853,0,303.207,2307.853,66.473,0,56.107,0,0,6075.546,0,74.895,0,5.122,11.469,0,26.744,1531.973,0,221.47,0,0,0,46.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.568,0,0,0,0,0,0,0,1.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.824,0,0,18.729,0,35.361,0,47.367,0,0,0,0,0,0,18.393,10.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.117,0,0.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,4.562,0,0,0,0,0,0,12.129,0,0,0,0,8,0,0.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.482,0,0,0,0,0,0,0,0,0,0,7.118,0,4.325,0,75.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,1.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,12,0,0,0,0,0,0,0,1.893,3.847,0,0,0,0,0,0,0,0,0,0,0,0,0,2.422,0,0,4,0,0,0,0,0,0,0,0,0,0,6.555,0,0,0,0,0,0,0,0,0,0,0.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34,0,0,0,0,0,0,0,0,0,0,24.812,0,94.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,5.684,0,0,105.533,46.365,1.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.499,0,0,0,0,65.003,0,0,0,0,0.626,0,0,0,0,36.854,0,0,0,0,0,0,0,0,2.319,2169.413,0,0,0,17280.736,0,0,0,0,0,0,0,640.626,35,0,0,0,110.456,390,31.886,0,0,9791.518,0,0,0,0,624.603,0,0,0,0,0,0,0,0,0,47.058,0,0,0,0,0,125.281,0,0,1363.137,0,0,0,289.785,0,0,0,44.154,0,0,3.508,0,0,0,0,0.617,0,118,0,0,0,0,0,0,0,0,0,14.3,1492.419,0.515,0,0,0,201.93,0,134.906,0,170.832,0,1083.488,0,0,0,0,116.147,0,0,0,0,0,1610.448,0,23698.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0,17.33,0,0,0,0,1.65,16.334,0,0,0,0,0,80.548,0,0,0,0,0,0,0,73.199,0,0,8.538,0,0,0,0,0,0,0,0,0,5.909,0,0,291.648,0,325.214,0,0,0,0,0,188.07,0,0,1.583,134.315,0,0,13.788,1530.082,0,0,0,0,0,0,0,22.447,49.31,0.844,0,0,48.422,15,186.156,0,0,18.431,0,0,0,174,0,0,0,0,0,93.382,0,83.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957,0,0,0,0,0,0,8.322,0,0,0,0,0,0,0,7.073,0,38,176.892,0,0,0,0,0,0,0,126.493,0,2.186,0,4.946,0,38.581,82.138,22.89,0,0,0,0,0,0,927.589,0,0,594,0,0,86,0,58.504,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,0,0.664,0,0,1.503,42.486,1143.696,0,0,0,0,0,4174.594,0,0,12.029,0,0,44.564,0,0,0,0,6.141,88.492,0,0,0,2.609,0,0,0,0,1.012,0,2.518,42.281,0,12.167,0,0,0,0,0,0,0,0,113.718,6023.706,0.804,0.638,0,3517.336,0,0,31.412,0,0,0,0,127.669,2028.256,3.272,0,0,50.97,77.644,87.521,0,0,4.443,0,0,0,0,198.838,8.338,0,0,0,0,0,0,0,0,42.789,0,0,0,0,0.557,2.012,0,0,11.113,0,0,0,6528.282,0,0,0,66.779,0,9.966,31.332,0,0,0,0,0,0,4086.091,0,0,28,0,0,0,0,0,0,2.754,132.419,3.439,0,51.603,0,16.247,0,1657.672,668.496,232.859,0,16.747,0,0,0,0,14.685,0,0,0,0,0,11950.482,0,2318.24,0,0,0,1.806,0,2,0,0,0,0,0,0,0,0,0,0,0,73.729,0,0,710.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.106,0,0
"QAT",0,0,0,0,0,0,0,0,3.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.828,0,0,0,364.17,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.114,0.918,0,0,0,0,0,68.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,20.672,0,1,0,0,0,0,0,0,0,0,2.543,0,0,0,0,0,6.278,0,4.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,0.944,0,0,40.707,0,87.227,8.161,0,0,0,0,0,4.347,0,0,0,0,0,3.363,0,50.5,0,0,2.611,0,0,0,0,3058.398,0,0,0,0,0,30.024,63.76,41.567,0,0,0,0,0,0,0,0,0,0,26.659,29.618,0,0,21.833,240.376,1.976,0,44.6,0,0,0,0,25.218,46.374,0,0,14.926,0,431.062,20.877,0,0,93.71,275.185,0,0,0,11.177,0,45.945,0,3.017,5.428,0,1.946,0,0,0,0,0,0,0,0,0,7.856,0,0,0,0,0,16.911,0,0,0,0,0,0,0,4.528,0,0,0,0,0,5.725,0,0,0,0,0,0,0,0,0,665.238,57.059,22.061,103.985,0.522,0,0,0,9.366,0.822,0,78.1,0,0,0,15,0,78.657,0,0,213.929,0,167.91,170.733,0,12441.32,0,0,74.863,0,17.8,8.424,0,0,0,0,0,0,0,0,0,0,0,0,50.285,0,0,0,0,0,0,0,0,0,0,0,0,0.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.504,0,0,0,0,0,0,0,0,0,0,0,2.111,0,0,0,0,0,0,0,1.712,0,0,0,0,7.628,0,0,0,16.33,0,0,0,0,0,0,0,22.422,0,0,0,0,0,0,11.661,0,0,0,0,0,0,0,0,0,0,0,3.169,0,0,0,0,0,0,0,0,0,0,0,62.192,0,0,0,0,0,0,33.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618,0,0,0,0,0,0,0,0,0,0,0,0,9130.075,0,1.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.993,0,90.934,0.972,0,0,0,0,0,0,0,0,0,0,3.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.293,0,0
"IND",0,0,0,0,0,0,43.873,27.767,4.567,0,1.016,0,0,0,0,0,0,0,0,0,13.793,0,0,0,0,25.53,0,0,10.672,0,77.563,0,0,0,0,0,0,32.297,2.109,0,2.096,0,0,0,0,0,0,0,0,3.726,31.812,21.172,0,0,154.766,0,0,0,0,0,0,0,252.487,6,0,4.096,0,0,0,12.161,1.248,0,4.89,0,9.966,4.541,0,0,0,0,0,6.457,0,0,0,0,0,10.618,1.158,0,0,0,0,62.919,0,0,25.659,0,0,5.804,74.065,0,0,0,0,0,0,5.334,4.186,0,0,0,0,3.299,0,0.601,0,0,37.514,0,0,0,37.553,0,0,229.064,0,0,0,0,22.837,0,1.775,0,11.84,0,37.283,0,0,102.159,0,0.842,0,0,0,0,0,1238.526,2.724,1387.021,0,0,0,0.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.313,0,0,0,0,0,0,0
"SGP",20.541,0,40.595,0,0,0,527.93,1831.347,521.601,0,19.478,240.893,0,0,227.481,0,0,772.165,0,888.266,12.846,408.404,0,35.297,5.804,886.152,0,0,30.607,32.818,2499.898,0,10.541,0,8.355,49.022,31.595,28.023,1030.867,0,506.023,0,0,0,0,0,1.183,0,4.277,881.598,2015.651,0.69,1.562,0,22554.708,0,0,18.098,0,0,0,0,4011.806,423.851,8.49,206.454,10.957,71803.19,1980.168,375.962,3.567,0,9144.252,23.61,5.951,2.262,0,4633.226,7.876,39.296,14.074,1.63,0,0,0,0,144.976,15548.233,81.261,0,11.967,0,18.269,1191.497,0,0,0,39.091,0,179.603,3000.682,0,0,2.219,291.46,0,52.176,914.482,190.036,65.1,3.771,1.095,8.29,1405.47,1482.21,78.05,11.154,1.126,128.043,0,0,0,23.49,0,1192.73,0,6.669,836.361,153.585,0,222.336,0.857,2590.407,420.095,205.635,6.317,21626.443,0,0,928.62,3.025,2068.673,0,0,4.649,21.772,278.946,7880.798,5.852,12538.631,0,3.399,133.452,0,0,4.263,0,0,0,0,0,0,0,0,0,0,7.047,0,4.127,0,0,0,0,0,0,0.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.273,0,1.653,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0,0,0,0,86.322,0,41.803,0,0,0,0,0,105.866,0,0,0,0,0,0,0,0,0,0,3.151,0,0,0,0,0,0,0,0,0,0,0,0,244.91,0,0,0,0,0,0,0,0,0,0,0,4.642,0,0,0,3954.156,0,0,0,0,0,0,0,0,7.183,0,0,0,0,0,2.621,0,0,2.224,0,0,0,0,17.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.533,0,0,0,2.449,0,0,24.148,0,0,0,0,0,2.602,118.73,0,0,0,5.031,0,0,0,0,0,0,0,0,0,0,0,0,0,7.958,10.177,2.194,0,0,0,0,0,0,0,0,0,3.005,0,0,12.842,0,2.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.712,0,0,0,0,0,0,0,0,0,0,13.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.899,0,0,0,0,0,0,0,13.124,0,0,0,0,0,0,0,0,0,583.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.789,0,0,0,0,0,0,0,0,0,0,38.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,1.099,0,0,0,0,31.891,35.506,0,0,0,0,0,96.215,0,67.311,0,0,0,0,0,0,0,0,13.798,0,0,0,0,0,0,0,0,0,144.615,0,1.943,4.026,0,0,0,0,0,0,0,1.959,0,0,2.673,1.136,0,0,0,701.451,0,0,0,0,0,0,0,0,0,0,0,0,0.904,15.6,2498.584,0,0,2.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.096,0,0,0,0,0,0,5.557,0,0,0,0,0,0,0,1.981,0,6.737,15.766,0,0,0,737.328,0,3.687,0.911,11.695,0,0,0,0,0,0,9.629,72.64,0,18.91,0,0,0,6.909,4.447,0,0,0,34.188,0,5.918,0,15.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,0,0,0,5.663,1000.668,38.245,0,0,0,0,0,1.744,0,0,0,0,0,12.732,0,0,0,7.61,4.248,0,0.507,0,8.48,878.351,0,0,0,0,0,0,816.933,55.816,6.324,40.225,0,0,0,0,5.836,0,0,0,0,46.582,0,802.848,0,312.06,14.885,0,5902.907,0,0,0,0,0,7,1.189,0,0,222.977,16.194,73.175,48.066,0,328.874,0,0,57.593,0,95.321,0,0,0,0,0,0,0,0,0,0.989,0,0,4.582,0,41.745,2.037,0,0,21.042,4.52,0,0,199.074,0,0,0,89.681,0,6.546,3.233,0,0,0,0,0,1.996,0,16.119,0,6.127,0,0,0,0,0,0,1.955,16.708,0.576,1.611,0,0,0,329.981,40.966,8.588,15.354,0,6.56,0,0,268.338,0,15.214,0,135.321,0,0,24.098,531.443,15.764,803.91,4.419,0,0,0,0,5.263,206.741,0,0,0,0,0,0,0,0,0,1.147,284.907,0,0,64.508,43.906,4.013,6.29,2.053,0,0,0,0,0,0,0,0,5.932,2.455,0,0,0,0,51.678,0,0,2.622,0,0,0,0,0,0,0,0,0,0,0,0,0
