"AFG","ALB","DZA","ATG","ARG","AUS","AUT","BHS","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","IOT","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","COL","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","GNQ","ERI","EST","FLK","FJI","FIN","FRA","DJI","GAB","GEO","GMB","DEU","GHA","GIB","GRC","GRL","GTM","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LVA","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","NCL","NZL","NIC","NER","NGA","NFK","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","LCA","SMR","STP","SAU","SEN","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","THA","TTO","ARE","TUN","TUR","UKR","MKD","EGY","GBR","USA","URY","UZB","VEN","WSM","SCG","ZMB","SYC","BHR","SLB","ETH","PYF","KIR","GIN","VUT","UGA","TZA","AZE","YEM","BDI","COG","COD","BEN","MRT","RWA","BFA","AGO","LAO","GUY","JAM","TCA","BLZ","MYT","BMU","CAF","LBR","TGO","TKM","AND","COM","GNB","SPM","VGB","GRD","PCN","VCT","TJK","TKL","SOM","NIU","FSM","TON","TUV","ABW","BTN","LSO","SHN","KNA","AIA"
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",46.812,0,0.278,0,4.049,1095.672,2061.273,0,194.947,0,0,2.43,0,0,20.025,300.451,0,0.224,0,0,0,0,0,17.278,0,0,1439.412,0,5.571,2197.707,0,25.786,0,0,0.581,0,0,1.216,9.374,0,0,0,0,0,0,0,0,0.849,0.787,2494.077,0,0,0,0,73492.761,0,0,0.891,0,0,0,0,44.3,0,0,11.322,7.805,0,0.602,28.116,1054.981,0,366.768,1.189,0,580.222,7.627,411.498,0,0,0,0,0,0,0,0,88.836,40.717,37.785,1.126,56.657,0.416,0,310.26,0,0,0,72.455,0.578,0.236,0,0,581.795,36.319,0,0,91.382,0,0,9.241,0,81.834,0,3.261,0,0,37.557,57.958,0.168,2.368,0,3.644,10.078,0.109,0,0,0,58.098,168.871,0,0,448.419,0.826,25.109,4.802,578.455,0,2051.803,1816.605,0,0,14.186,272.157,0,64.861,0,435.763,0.468,62.345,0,0.25,0,503.065,9149.058,0,0,0,0,0,751.3,0,1.088,0,15.69,0,0,0,0,20.891,14.768,0,29.564,0,7.007,0,0,0,0,0,0,0,53.192,0,0,0,0,0,0,0,0,4.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.689,0,0,0,0
"SGP",0,0,0.237,0,30.995,593.227,48.658,0,742.219,0,0,13.59,0,0.013,0,2717.5,0,1.629,8.464,51.568,0,62.007,0.529,532.142,0,0,30.749,0,7.189,15742.225,0,0.446,0,0.012,1.397,0,0,71.873,1.266,0,0,0.073,0,0,0,2.433,0,0.13,287.609,2618.257,0,0,0,0,4152.864,0,0,12.926,0,0,0,0,28782.456,260.314,0,2517.098,60.426,0,16.437,25.856,115.072,0,18642.728,0.716,5.581,0,0,14308.802,1.098,0,0,0,0,0,0,3.881,0,0,101846.259,50.731,0,0.389,9.093,2267.505,6.517,0,0,0.059,0.157,0,0,0,0.404,21.527,0,0.117,217.508,0,0,0,0,83.866,428.882,0,56.872,0,0.37,5115.143,44.827,11.792,0,0,19.01,11.554,0,0,0,0.998,0,0,1778.543,0,85.698,1656.901,5.376,1450.491,0.065,29.699,24.36,0,0,2.245,556.431,7.109,8411.454,0,33.939,0.7,75.921,12.84,0.007,11.656,934.077,28036.111,0,0,0,0,1.927,0,0,0.931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0,0,1.853,0,8.727,0,0,0,0,0.062,0,0,0,25.927,0,0,2.871,0,0,0,0,0.047,0,0,0,0,0.456,4.68,0,0,0,0,0,0,0,506.728,0,0,0,0,0,0,0,0.018,0,0,2.409,5.482,0,0,0,0,24.744,0,0,0,0,0,0,0,0,135.231,0,0,0,0,0.444,0,49.521,0,0.125,0,0,0,0,0.163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.958,0,0,0,0,0,0,0,0,0,24.705,0,0,0,0,0,0,0,0.195,0,0,0,0,0,0,0.51,0,0,0,0.666,13.712,0,0,0,0,0,0,0,0,0,0,0.397,0,0,3.618,0,0,0,0.986,14.233,0,2.296,0,0,0,0,0.085,0,0,1.095,5.65,0,0,0,0,0.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.179,0,0,0,0,0,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,279.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0,0,10.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.198,0.796,0,0,0.161,0,0,0,0,0,0,0,0,1.805,59.233,0,0,0,0,234.4,0,0,0,0,0.677,0,0,0,0,0,0,0,0,0,1.566,21.993,0,0,0,0,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,3.105,0,0,0,18.316,167.81,0,0,0,0,0.294,0,38.124,0,0,0,0,2.511,0,0,0,0,0,0,0,0,0,0,2.849,0,0,0,0,75.272,0,2.164,6.733,0.144,0,0,0,0,0,0,0.001,0,0,0.825,4.922,0,0,0,0,374.552,0,0,0,0,0,0,0,0,0.26,0,0.149,68.501,0,0.153,1.332,14.008,0,0,5.25,0.002,0,0,1.49,0,0,0,0,0,1.73,0,0,0,0,0.316,0,0,0.003,0,1.98,0,0,0,0,0,0,0,0,0,24.867,0,0,0,0,0,0,0,0,0.166,0,0,0,0,0,2.78,0.029,0,0,3.957,83.171,0,0,0,0,0,0,0.07,0,0.006,0,0,0,0,135.326,0,0,0,0.449,0.488,0,0.264,0,0.007,0,0.201,0.67,2.767,0,35.38,2.219,0,0,0,0,59.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,0,0,0,0
"ZAF",0,0,305.414,0,3.217,18.082,0.577,0,0,0,0,23.405,0,0,46.489,0,0,0,0,0,0,0,0,0.236,0,0.017,72.488,0,1.737,0,0,0,0,0,0,0,26.77,30.03,2.48,0,0,0,0,0,0,0,0,0,5.913,53550.636,0,0,0,47.287,3848.63,0.19,0,88.509,0,0,0,0,6.157,0,0,0.134,0,0,4.488,25,14.074,0.025,0.93,0,0,220.026,0,0,0,0,0,0,0,0,12.464,0,2.065,30.959,4.311,0.01,10.777,0,7.388,271.17,0,2.623,0,1000.09,28.799,0,78.591,0,4.887,1.287,0,3.731,0.341,0,0,2.874,0,0.07,0.942,0,0,0,0,109.305,0,4.35,0,0,0,21.985,0,0,0,0,0.14,0,34.454,0,0,0,0,0,98.378,59.843,0,0,11.011,6.548,2.956,0.589,6.284,0,4.071,0,0,3.09,0,3.586,61.034,26.353,0,0,0,0,0,104.847,15.957,0,0,23.152,0,0,2.347,0,138.329,28.335,0,0,0,3.909,51.563,0,0,15.103,34.486,60.404,0,0,0,0,0.095,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0,0,0,0,0,0,0,0,24.162,14.128,0,0
"ZWE",0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.646,0,0,0,0,0,0,0,0,0,0,1.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0,660.124,0,261.54,356.264,3356.223,0,0,0,0,575.125,209.301,0.612,0,137.016,0,0,8.218,0,1.176,0,43.495,74.471,0,0,57.896,0,35.324,1868.672,0,309.01,0,2.472,14.411,375.315,313.778,362.301,51.285,0,523.31,353.708,24.725,0,0,0.225,0,0,0.656,2562.091,0,0,0,204.815,235052.397,236.498,0.184,11.101,0,20.72,0,193.875,76.262,595,0.242,94.403,2.706,0,13.515,30.21,4967.817,0.447,628.674,0.166,25.658,0,0,169.821,0,0,7.223,2.076,0,0,485.08,0,30.186,0,2.157,0,4.16,0.409,0,86.012,0,0,0,17.817,3.687,0,24.428,0,169.707,6450.123,0.178,0.292,0,171.807,4.855,508.856,0,637.973,0.619,50.553,0,12.094,116.811,744.961,15.158,1888.809,0,15.068,33.21,43.549,0,0,0,151.809,600.918,0,4279.22,1.89,3.991,5.447,0.732,68.012,0,0,108.989,0,0,1103.857,1280.869,0,1.297,0.051,0,753.771,77.727,63.934,0.011,0,19253.684,4763.899,19.73,0,35.178,0,20.175,0,0,0,0,0,0,0,0,0,91.563,0,0,242.629,0,13.049,0,1329.579,117.486,0,0,30.373,0,0,0,0,0,0,0,0,0,0,0,29.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,10.258,0,2.221,11.179,469.435,0,1.158,0.023,3.295,25.3,3.347,10.715,9.288,11.451,0,0,2.79,0,251.793,0,0,844.675,0,0,0.273,0,8.725,43.175,0,3.876,0,20.794,1.714,0.954,0.136,1532.963,5979.305,0,12.158,1.16,0,0,0,96.474,0,0,5518.187,1282.738,0,0,0,0,51886.701,0,0,8.043,0,0.296,0,0,159.021,572,26.992,3.544,2.999,0,305.71,19.495,805.301,0.141,1683.567,0,0,0,0,15.386,0,0,0,49.962,0,103.706,2.045,0,0,0,1.091,0,0,26.311,0.853,618.138,0,0,0,8.55,0,0,0,0,0,1935.469,0,0,13.633,0,0,0,0,944.626,0,0.378,0,0,1.018,246.78,909.249,10.685,0,0,11.431,422.608,0,0,0,1.091,0,0,42.207,70.616,2.999,17.533,2.614,4.635,0,135.908,0,0,0,0,1711.411,1.5,94.882,11.659,19.222,2.318,17.746,11.689,5.053,0,1641.541,8802.522,5.675,0,5.18,0,0.273,0,1.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.454,4.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,3.058,0,3.374,108.229,193.4,0,10.315,0.551,0,73.18,1.904,0.685,0,30.287,0,0,2.02,0,11.7,0,12.889,119.54,0,0,495.7,0,16.579,259.035,0,9.403,0,1.423,52.724,0,1.5,147.933,74.694,0,9.434,1.757,0.207,0,0,7.598,0,0,225.692,793.371,0,0,7.692,4.603,12223.908,0,0,8.66,0,3.44,0,0,97.938,1011.046,0.784,45.362,28.338,0,6.424,55.997,1528.545,2.873,595.38,1.629,1.288,1.528,0,89.669,0.245,0,0.283,0.217,0,1.045,1.043,101.786,0,0,66.883,11.361,0,1.682,0,80.801,0,0.056,0,9.303,0,104.01,0,0,0,313.358,0,0,3.22,0,0,0,0,39.915,4.694,0,8.922,0,15.461,8.5,40.554,6.839,0,0,50.906,16.853,0,0,0,23.977,3.885,0,23.97,38.294,15.157,44.28,46.163,126.807,1334.872,318.409,0,0,0,334.64,0,0,11.745,0,125.392,3.615,29.116,420.478,6.832,2.223,9390.305,5167.183,0.718,0,12.404,0,10.353,0,0,0,0,19.185,0.313,0,10.407,0,0,0.778,0,0.185,0,0,0,6.152,0,0,2.604,0,0,0,0,0,0,3.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,0,0,66.97,216.837,2.87,0,41.264,0,0,78.775,0,0.609,0,778.844,0,0,39.014,0,0.2,4.284,0,4758.702,0,0,0,0,0.036,2420.656,0,0,0,0,0.773,0,0,3094.881,0.095,0,0,0,0,0,0,12.725,0,0,94.275,121.671,0,0,0,0,5298.213,0,0,0,0,0,0,0,14546.664,40.637,4.413,55.533,8.973,0,0.412,1,29.217,0,55165.732,0,0,0,115.046,4523.345,0,0,0,0,0,0.073,0,0,0,0,41892.48,0,0,0.308,0,7067.996,0,0.119,0,0,0,0,0,0,0,14237.596,0,0.553,944.305,0,0,0,0,265.917,0,0,0,0,0,106.75,272.888,6.885,5.54,0,905.604,57.102,0,0,0,0,0,0,138.939,8537.954,15.076,28.154,63.545,25.352,0,60.585,0,0,0,0.573,20.391,0,0,0,0,0.001,75.911,73.32,4.06,0,652.683,29540.008,0,0,0,0,24.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,30.818,0,0,0,0,0,0,0,79.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,45.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.103,0,0,0.571,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,0,0.41,0,0,31.779,0.654,0,0,0,0,524.671,0,0,0,0,0,0,11.293,0,0,0,0,2.343,0,0,0.008,0,0,1230.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,1358,0,0,0,0,0,0,0,0,0,0,0,52.717,0,0,0,0.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.921,0.953,7.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943,0,0,0,0,0,0,55.967,4.558,0,0,0,0,0,204.078,0,0,0,0,26.169,0,0,0,0,0,0,0,0,0,0,6.125,0,0,0,0,0.651,2.197,0,0,0,3.185,0,0,0,0,3.421,19.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.066,0,0,0,0,0,0,0,0,0,1.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,1.043,0,0,0,0.033,0,0.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",0,0.042,3.588,0,0,51.377,1.715,0,0,0,0,14.798,0,15.75,0,0,0,0,0.391,0,0,0,0,1.056,0,0,0,0,0,0,0,0,0,0,0,0,3.218,0,93.291,0,0,0,0,0,0,0,0,0,1.106,63.441,0,0,3.341,0,127.482,0,0,3.49,0,0,0,0,0,2,0,0,8.333,3.298,0,0.686,6.435,0,2.165,2.15,0,0,0,1.821,1.459,0.22,0.969,0,0,0,0,0,0,0,0,0,0,0,0,1.985,0,0.006,0,0,0,0,0,0,0,32.353,0,0,56.829,0,0,0.194,0,3.882,0,0,0,0,0,0,1.617,2.171,0,0,6.51,1.396,0,0,0,0.321,0,0,0,0,0,0,0.875,0.018,0,19.422,0,0,0,0.136,0,0.901,0,0,4.481,0.497,0,0,0.847,0,3.712,6.866,0,0.4,0,0,1.336,0.216,0,0,0,0.731,0,0,0,0,0,0,2.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,44.589,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.269,0,0,137.054,0,0,0,0,0,193.35,0,0,0,0,0,41.812,0,0.255,0,0,0,0,0,0,0,0,0,0,72.827,0.24,0,0,0,0,570.022,0,0,0.19,0,0,0,0,667.838,0,0,0,0,0,0,0.46,348.21,0,0.12,5.154,0,0,0,0,0,0,0,0.02,0,0.738,0,0,0,0,0,0,0,0,0,2.181,0,1.35,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0.038,0.05,0,0,0,219.427,0,0,0,0,0,0,24,348.798,0,0,0,336.515,0,0,0,0,0,0,1742.148,0,0,0,0,0,0,0,0,400.67,0.89,1.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",0,0,117.598,1.437,3.967,641.41,1504.574,0,1.158,0.595,1.609,3385.566,0.568,0.702,0,168.775,0,2.666,75.215,0,2.517,0,15.86,27003.604,0,0,4.803,0,8.38,4050.769,0,154.801,0,1.096,11.35,1.825,364.853,1171.796,2715.314,7.367,0,0.143,0.71,0,0,68.406,146.588,0,2078.975,11433.723,0,3.137,32.515,9.093,44280.154,36.825,6.312,138.594,0,0.957,0,11.608,7996.303,1814.088,44.573,2.014,2.38,0,2531.352,3122.031,27230.101,0.419,2920.589,2.744,22.825,378.684,0,902.969,405.945,0,23,30.419,19.465,99.213,0.135,10.391,0.136,0,512.497,0.007,22.373,21.628,9.855,230.716,0,1.374,0,4.942,0,4.572,0,0,0,8601.934,0,0,305.012,0,1.568,20.656,0,822.572,104.317,0,0,0.546,1.046,17143.561,1015.308,740.759,0,1.229,180.518,137.052,9.046,0,0,15.5,0,7.273,247.858,776.183,1595.111,2.766,67.027,2292.206,6.592,3019.034,500.577,0,0,2528.146,2511.319,0,215.026,2.08,3523.136,14.917,650.846,26.774,0.803,24.385,0,37434.125,0.248,2.115,32.007,0,30.171,1.334,0.101,0,0,0.147,0.834,0,0,0,54.757,9.688,6.717,0,0,0,1.402,0,0,0,0,0,0,0.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",96.225,0,2.791,78.434,1192.485,23912.439,6487.281,23.172,0,154.458,38.364,11532.93,103.801,1.339,60.594,9442.477,0,0.054,384.917,0,201.542,16.868,5.592,68405.905,1.129,18.023,208.848,0,1005.362,21564.575,0,1192.088,0,561.496,114.365,0,26.906,3181.226,2596.843,19.86,1598.166,362.821,222.198,3.375,0,327.398,0,13.57,3890.356,43719.661,0,0,38.045,235.474,164772.956,37.947,0,896.105,0,349.864,235.986,256.064,103128.624,1800.725,58.271,38.148,0,328.681,1765.325,15178.294,14589.943,9.41,211353.364,2.146,7.851,352.843,0,33988.566,161.699,0,9.03,19.038,0,266.978,1076.408,12.025,7.432,39.12,54956.623,0.361,4.05,7.599,2.187,136755.67,3.008,4.117,1.399,202.875,0.085,135.534,37.701,0,9.072,71749.132,45.828,16.657,482.451,98.133,0,274.196,0,898.646,2010.028,49.18,7.549,0.073,1515.286,6035.043,3027.232,222.733,23.328,209.414,1085.65,870.657,16.638,0,0,269.161,35.898,13.98,5150.756,36601.298,339.995,337.408,123.903,2435.941,3.531,8580.095,0,10.885,0,4012.679,9168.234,0,27447.363,121.417,325.621,257.626,1248.724,26.594,2.594,272.371,53738.631,0,31.809,6.9,256.17,0,2.7,7.989,0,0,0,11.581,51.349,0,7.834,2.56,265.108,11.519,0.03,0,0,4.606,0,14.848,0,0,13.365,463.647,0,113.735,43.53,0,38.642,0,19.768,2.06,29.505,0,30.443,0,0,2.8,0,8.976,7.728,0,0.696,35,0,0,0,6.96,3.456,0,6.262,0,0,0,6.256,36.09
