"AFG","ALB","DZA","AND","ATG","ARG","AUS","AUT","BHS","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","LKA","CHL","CHN","COL","COM","COD","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FIN","FRA","GAB","GEO","DEU","GRC","GTM","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LTU","LUX","MAC","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MSR","MAR","MOZ","OMN","NAM","NRU","NLD","ANT","NCL","NZL","NIC","NER","NOR","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","QAT","ROU","RUS","RWA","AIA","LCA","STP","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","SCG","ZMB","ASM","SLB","COK","FJI","PYF","GMB","GHA","KIR","GUM","GIN","MRT","NPL","VUT","FSM","TLS","TON","YEM","BEN","MDA","BDI","IRQ","MDG","NGA","AGO","AZE","MYT","GUY","COG","BHR","GRL","BLZ","CAF","LBR","LBY","SDN","TCD","GNQ","DJI","GNB","SPM","ATF","PSE","GIB","GRD","VCT","SUR","TKL","WSM","BMU","KNA","NIU","BTN","TKM","TCA","LSO","SHN"
"ESP",0,0,202.998,24.738,0,290.625,224.157,3145.606,0,0.033,0,0.442,337.209,347.497,0.038,0,236.657,0,20.491,0.851,0,0.249,0,7.582,7.975,0.051,107.073,55.324,529.082,336.416,0,0,125.505,3.047,1930.611,564.786,191.482,422.857,0,145.826,560.594,39.347,183.732,0,0,14.21,2829.486,0,0,127634.957,93.732,15.243,0,37.014,28.58,39.279,0,366.557,0,1.478,36.746,3197.997,0,30.415,43.215,28.114,0,32.285,0,3.672,0,0,0,21.837,0,0,3229.722,0,0,2.492,0,101.629,0,0,56.326,0,0,28.228,16.392,0,0,0,19975.327,0,2.003,6.368,595.801,11.983,474.303,0,0,0.624,25.766,0,4.386,29.755,23.496,0,36.573,1395.73,1.121,9.944,11.461,0,0,0,0,200.71,12522.105,0,143.601,382.216,3.239,5.984,0,5.049,0,62.002,0,0,0,43.818,1434.013,0,0,8.434,0,0.36,0.62,101.804,77.75,25.63,18.544,0,0.047,5086.741,18.808,4347.49,18.897,9.208,0,54.686,1.539,0,0,0,0,0,0,506.216,4.173,0,0,2.888,179.887,356.963,0,0,0,0,18.325,1306.916,0,123.076,0,0.601,153.388,0,5.205,0,0,1.907,0,0,0,0,0,446.493,0,0,166.535,0,6.679,0,0,0,0.305,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,0,0,0,0,0,0,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,45.689,0,0,1.398,33.358,390.906,0,1.997,0,10.362,25.972,0.161,8.104,0,18.725,0,0,2.301,0,170.634,0,0,652.203,0,0.634,9.506,58.531,0.325,0,0,40.836,0.868,0,0.372,813.22,4334.443,0,4.214,2.524,0.62,0.462,0,434.857,2914.939,166.253,0,0,20284.497,4.104,0.286,0,0,615.448,80,9.791,0.72,538.611,167.117,98.011,210.889,0,1.695,1062.23,1.5,0,4.095,0,108.878,0,0,0,0,65.429,92.077,0.372,0,0,21.701,0,0,5.704,0,7.688,0,0,2.25,0,0,0,0,288.463,0,0,5.425,0,0,1586.998,0,0,0,1.688,0,0,0.398,0.248,0,295.509,11.521,0,8.669,348.709,0,0,0,0,3.72,0.748,2.583,0,55.46,46.751,9.053,0.456,5.234,0,53.221,0,96.889,0,0,281.976,0.868,0,87.177,0,1.116,6.324,2.283,9.171,0,14.582,1.651,0,1160.433,5.071,9454.169,0,0.176,0,6.254,4.464,2.356,0,0,0,0,0,1.211,0,0,0,0,0,3.612,0,0,0,0,0,0,0.546,0,0,0,0.44,0,0,0,0,0,0.744,0,0,0,0,0,0.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,2.903,0,0,16.598,80.68,115.915,0,0.287,0,0,66.274,0,6.835,0,52.444,0,0,1.11,0,5,0,2.812,199.134,3.934,124.44,5.35,160.049,0.477,0,0,7.526,32.591,0,59.605,589.312,88.233,0,0,0.126,0.907,3.563,0,12.74,157.229,962.424,3.746,0,4211.203,8.779,0.396,0,0,111.718,800.398,2.126,7.161,56.332,23.484,83.015,943.964,25.52,0,156.283,0.5,1.47,2.995,0,36.298,0.248,0,0,0,0.571,1.797,0,37.209,0,45.389,24.768,26.771,3.469,0.082,75.616,0,0,5.183,0,0.002,0,0,229.386,0,0,0.895,0,0,18.451,0,0,4.843,0.617,0,0,6.41,2.746,0,56.224,18.467,0,32.804,24.337,139.889,0,0,0,57.469,1.78,0,0,19.25,15.09,25.406,14.193,7.174,0,145.119,0,306.423,0,239.837,0,0.171,0,140.956,0.806,0,56.639,0.579,178.96,0,2.329,0.685,0.927,5937.195,3.731,4264.028,16.039,1.259,0,6.769,2.679,1.152,0,0,0,0,0,0,0,0,0,5.234,0,0,0,0,0,0,0,0,0,0,0,0.889,7.434,0,0,0,0.046,0,1.111,0,0,0,1.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,0,0,0,24.477,256.934,84.762,0,112.798,0,0,352.977,0,0,0,372.135,0,0,59.21,0,9.5,26.807,0,3094.875,0,0,0,1833.269,1.149,0,0,0,0.322,0,0,197.894,26.04,0,0,0,0,0,0,9.915,100.845,124.987,0,0.139,2312.433,1.727,0,0,0,14514.398,1733.639,1.175,56.349,7.763,49.811,24,731.37,0,0,42840.617,0,0,0,568.006,4591.907,0,0,0,0,0,4.296,0,0,0,26479.853,0.039,0,2.818,0,718.983,0,0,0,0,0,0,0,3952.514,0,0,774.584,0,0,276.746,0,0,0,0,0,0,0,46.139,0,90.985,0.155,0,342.712,83.367,0,0,0,0,0,0,0,0.501,108.217,8474.846,72.087,4.255,39.583,0,10.107,0,162.535,0,1.487,0,0,0,0,0,0,5.116,0.936,57.689,0,9.18,1.695,0,1424.752,0,25482.388,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0.944,0,0,0,0,0,0,0,0,0,0,0,0,66.418,0,0,0,0,119.196,0,0,0,0,0,0,0,0,0.546,0,0,0,0,0,0,0,0.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985,0,62.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,2.013,0,0,0,0,0,0
"ARE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818,0,0,3.137,0,0,0,0,0,0,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0,0,0,0,0,135,0,0,0,0,0,0,0,0,54.897,0,0,17.223,6.804,0,0,0,0,273.432,0,0,0,0,0,0,0,0,0,0,0,0,1.563,0,0,0,0,0,0,0,0,0,0,0,1.131,0,0,0,0,0,0,0,0,7.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.733,0.276,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,6.019,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,0.778,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",0,0,3.756,0,0,0,68.706,1.142,0,0,0,0,17.402,0,29.365,0,20.809,0,0,6.238,0,0,0,0,11.204,0,0,0,0,0,0,0,0,28.92,0,0,0.95,0,0,0,0.569,0,0.102,0,0,0.017,0,0,0,28.675,5.079,0,0,0,6.6,0,0,0,32.823,1.326,2.12,13.598,0,0,0,2.236,0.339,0.294,0,0,0,0.125,0,0.571,0,0,0,0,0,2.593,0,0,0,0,1.275,0,0,54.997,0,0,0,0,59.955,0,0,46.141,0,0,0.321,0,0,0.977,0,0,0,0,0,0,0,1.704,0,9.672,16.274,0,0,0,0,1.323,0.128,0,0,0,0,0,0,14.538,0,0.019,0,12.622,0,0,0.809,2.438,0,0,0,0,3.53,0.894,0,0,0.39,0.765,0.1,4.228,0,17.287,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.547,0,0,0,0,0,0,0.416,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.104,2.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.889,0,0,95.283,0,0,0,693.118,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.01,279.98,0,0,0,22.26,0,0,0,0,38.001,0,0,0,0,0,0,0,0,0,0,7.68,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965.57,151.872,0,0,0,0,0,0,0,0,9.102,40.688,0.38,1.561,0,0,144.424,0,0.552,0,0,122.008,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",0,0,99.045,0,0,10.717,476.667,185.084,0,3.691,0.84,0.787,1825.124,0.188,2.761,0,124.083,0,0,76.192,0,11.884,0,18.728,19221.485,0,4.204,3.101,1293.774,72.692,0,0,1.449,61.783,1.005,280.592,271.511,2495.137,13.377,0.087,5.181,8.691,36.095,0,55.954,2066.198,9541.502,0,2.907,20737.574,86.406,0.135,0,0,12181.997,947.821,39.055,4.927,35.44,6190.985,3136.226,14331.827,32.439,1.209,1361.544,180.9,12.097,260.307,0,1782.763,0,0,0,4.168,4.749,7.591,0.036,24.608,1.243,409.082,21.717,46.645,13.107,5.241,169.822,0,0,10.699,0,10.551,0,0,6416.278,0,0,119.485,0,0,208.293,0,0,262.701,7.556,0,0,0.337,468.672,0,1634.794,837.966,4.971,70.464,14.672,266.967,0,18.212,0,3.471,13.846,0.574,0,102.802,4167.121,189.747,0.24,39.311,0,2412.731,1.615,1694.807,0,2715.939,2499.588,6.923,0,76.499,0,1.295,137.127,10.492,859.611,193.846,13.075,2.015,285.604,0,59.448,25839.474,36.705,0.607,1.618,47.83,0,1.944,0,0,0,0,0,3.675,202.95,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0.336,33.35,4.827,0.42,0,3.394,0,63.229,0,0,0,0,28.481,564.562,0,0,0,0,0,0,0,0,0,0,0,0,0,2.458,0,0,0,0,0,0,0
"TZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",0,0,264.105,0,6.221,983.83,22246.955,524.806,184.057,443.274,61.004,47.602,10351.446,89.244,1.225,0.206,12309.785,20.219,1.293,233.592,0,36.803,4.43,6.952,61195.928,0.943,97.431,780.999,16475.851,807.134,0,0,459.969,31.172,0,33.07,3550.155,2491.032,7.988,1531.114,539.275,297.55,4.207,0,177.214,3823.766,28194.705,87.46,2.088,93735.543,65.888,216.21,180.463,122.875,79448.356,487.491,38.622,213.884,0,1819.552,12589.594,6715.171,0,51.977,172247.899,147,9.017,420.509,0,27990.485,299.443,0.002,0,14.779,32.597,202.862,11.362,5.584,28.143,77287.65,0,2.71,21.935,1.315,148609.231,0.862,0,350.255,0,0,0,0,41979.989,162.788,4.759,834.802,83.29,9.259,1226.057,0,0,875.888,433.498,17.699,12.925,930.43,2886.707,0,1140.189,246.149,0,86.137,350.017,0,0,10.195,0,463.985,32.951,0,36.685,16823.096,19260.075,19.327,61.118,469.817,0,3704.965,1.564,10234.937,11.435,3612.936,7292.349,187.894,0,15898.165,0,512.531,318.334,13.293,332.727,560.571,248.622,6.961,312.28,34104.219,37.592,0,3.744,227.027,0,351.008,3.429,1.383,0,0,0,0.008,40.275,53.259,39.158,0,0,2.524,0,516.567,2.64,0,0,0,311.744,8.643,3.013,0,16.241,0.226,172.428,13.528,28.8,0,56.238,0,1.053,0,30.185,41.864,0,0,0,19.971,0,0,26.189,0,0,0,0,5.481,0.327,13.858,0,0,0,8.732,0,0,0,3.315,0,0
"BFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"URY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0,1.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.813,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UZB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",0,0,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
