"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","DJI","GAB","GEO","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NIU","NOR","MNP","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WLF","WSM","YEM","ZMB","STP","SLB","KIR","VUT","NFK","PLW","SSD","BTN","ERI","CAF","SPM","TCA","GMB","MHL","GNB","ATF","PCN","FSM","BES"
"JAM",0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,2.904,0,0,0,0,0,0,0,0,0,0,0,0.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.544,0,0,0,0,0,0,0
"JPN",0,95.835,254.061,0,0.741,23.12,1.466,130.728,1465.041,7757.721,1469.587,62.651,116.158,715.084,19.508,1.531,5416.11,3.192,431.87,96.065,0,10592.704,7.036,0,0,14.827,50.818,888.591,0,10.8,211.578,3.681,27045.875,0.603,0,289.307,11.952,323.325,333683.134,0,0,717.911,0,0,4.393,0,44.915,35.709,253.104,4.188,16810.464,0,578.39,0,10.831,271.612,73.517,0,28.308,138.317,0,0.174,2496.085,21657.117,41.915,1271.807,0,0,97.405,99121.84,6.426,3.757,66.453,0,0.111,447.579,42.14,0,0,107.763,109.365,198723.57,5330.563,179.06,14176.151,276.403,248.186,3550.711,3769.387,5391.323,29.888,2.673,0,147.626,85.302,41.219,0,165181.388,369.882,22.968,45.221,109.97,0,30.864,9.346,0,61.644,13703.325,149.645,47.542,2.145,30886.971,6.859,0,98.242,0,4655.919,26355.145,18.629,19.469,18.895,0,188.563,11.584,333.577,2.895,0,17.638,22333.037,6.731,0,0,0,1020.028,42.912,0,63.475,0,1288.513,0,621.434,958.134,14.015,32.771,472.717,12447.429,2690.163,2915.759,3.131,228.645,548.712,4160.413,3.543,0,0,2.184,0,0.04,1.694,0,803.144,0,138.94,0.869,0.184,20081.426,31880.718,260.346,64574.488,294.635,0,1154.024,2.553,8469.038,3.163,0,11.584,1946.997,4504.911,0,4.638,140026.415,6.16,0,0,5.147,2933.282,94.484,2848.845,64.742,120.682,31.409,83.114,1411.067,33598.236,4.549,335915.57,0,382.279,413.804,8.076,0,2.182,0,0,0,6.212,0,0,0,0.743,0,2.32,0,0,0,0,0,56.925,0,0,0,3.729,0
"KAZ",0,0,0,0,0,0,0,0.868,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.149,0,0,0,1.637,0,8.651,0,0,0,0,0,0,0,0,0,0,0,0.101,0,0,0,0,0,0,0,33.1,0,0,0.251,0,0,3.742,0,0,0,1.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.412,0,0,8.212,0,0,0,0,0,0,0,0,0,40.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,1420.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.002,0,0,0,0,0,0,0,0.647,0,0,0,0,0,0.683,0,0,0,0,0,5.095,0,450.009,1.763,0,0,0,0,174.704,0,17.406,0,0,7.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0.485,0,0,0,0,2.636,52.267,0,0,0,0,0,0,0,0,0,0,0,1.035,4.139,0,0,0,11.983,0,19,0,0,0,0,0,0,0,0,13.632,14.945,0,0,31.686,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0,71.461,0,0,0,50.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.204,0,0,0,0,1.776,4.732,0,0,0,0,0.231,0,0,0.527,0,0,0,0.032,0,0,0.54,0,0,0,0,116.351,0,1.874,0,0,0,0,0.932,12.993,0,148.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.732,0,0,0,0,0,0,0,0,0,0.656,0,0,0,0,0,0.05,0,0,0,0.274,0,0,0,0,0,0,0,1.023,0,0,0,0,0,3.727,0,0,0,0,0,0,0,2.561,0,0,0,0,0.169,0,11.244,0,0,0,1.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691,0,0,0,0,0,0,0,0,0,0,0,0,0.604,0,0,0,0,0,0,0,0,0,0,0,0.379,0,3.596,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,40.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.866,0,0,0,0,0,0,0,0,0,0,0.768,0,0,0,0.472,0,0,81.268,3.453,4.659,0,0.019,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0.53,0.1,32.376,0,0,0,0.716,9.235,0,0,0,0,0,0,0,0,136.708,0,0,0,0,0,0,40.971,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,0,0,0,0,0,11.578,0,0,0,0,1.628,0,0,0,0,0,0,0,0,53.695,0,0,0.157,0,0,50.41,0,0,0,0,12.571,0,0,1.662,0,0,0,0,0,0,0,0,0.678,0,0,0,0,12.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,6.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.135,0,0,0,0,0,0,0,0,336.447,0,0,0,0,0,0,2.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.816,0,0,0,1.858,0,0,0,0,0,0,0,0,0,0,0,0,1.112,0,0,0,0,24.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",0.03,10.653,75.617,0,0.203,2.279,0.638,64.194,1885.977,3280.505,1201.127,0,103.198,1336.826,27.132,41.028,741.757,0,55.344,11.153,3.129,68443.23,1.257,0,0,24.983,550.962,109.75,0,550.161,133.602,14.478,6403.789,0,0,180.43,3.553,656.892,115468.516,0,0,587.091,0,15.283,5.473,0,82.674,21.678,0,1194.286,830.622,1.817,208.757,0,65.858,328.809,18.524,0,254.727,83.322,0,16.587,379.44,6866.485,43.703,0,0,31.417,0.455,17841.237,180.125,0,521.429,0,0,129.096,82.104,811.986,0,0,31.35,59082.477,940.142,18.686,6198.012,5176.697,435.692,714.491,3845.991,2671.827,22.028,1.611,94896.957,1032.086,404.952,24.68,0,0,850.015,4.657,110.039,358.996,0,86.013,0,0,115.701,0.097,35.905,3.209,10.535,4567.972,2.166,0,3.247,12.9,88.433,34395.858,105.041,3.425,0.912,0,141.33,0.134,176.852,0.399,3,55.078,1947.14,0,0,0,0.699,376.306,88.657,0,202.296,0,83.256,8.316,376.953,82.828,49.002,47.747,962.366,4170.988,10353,602.905,0,424.309,1111.117,8201.298,115.883,0,0,0,0,0,0,0,3235.6,2.663,123.052,5.438,0,8683.292,10381.588,3471.903,29600.688,45.812,0,1095.789,0,3393.085,6.203,0,0,2287.956,1301.925,17.146,0.116,40389.26,2.647,0,0,0,15529.773,81.93,7118.518,16.066,2.3,165.428,20.802,527.266,5307.642,17.067,79567.444,0,51.751,30.729,6.441,0,0,18.283,5.048,0,0,6.086,0,0,2.628,0,0,0,2.197,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,3.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0.503,0,0,0,0,0,10.47,0,0,0,0,0,0,0,0,0,0,0,5.121,0.292,0,0,2.583,0,0,0,0,0,0,26.869,0,0,0,0,7.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717,0,8.76,0,0,0,0,0,0,0,0,15.247,0,0,0,0,5.464,0,0,0,0,0,0,0,11.619,0,0,0,0.116,0,0,0,0,0,0,0,0,25.698,0,0,0,0,0,0,0,30.451,0,20.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.222,0,0,0,0,9.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0.047,0,0,113.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,3.632,0,0,0.5,0,0,0,0,0.061,0,0,0,0,0,1.642,0,0,0,0,0,0,0,0,0,11.361,0,0,0,0,29.41,0,0,0,0,0,0.767,0,0,0,0,0,5.085,1.613,0,0,0.821,0,0.318,0,3.746,28.952,0,0,0,0,0,0,0,0,0,0,8.946,0,0,0,0,0,23.469,6.303,0,3.719,0,0,0,0,0.6,0,0,0,40.933,2.547,0,0,0,39.388,0,0,15.716,39.913,0,0,0,7.301,0,0,0,6.014,0,0,0,0,0,0,0,0,0,0,0,0,0,97.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.432,0,0,0,0,0,0,0,11.727,0,0,0,0,0,0,13.268,0,0,0.311,0,0,6.207,0,0,0,0,0,0,0,0,0,0,20.859,0,0,0.48,7.742,0,0,0,0,0.022,0,0.094,0,0.083,18.68,0,0,0,0,14.122,0,25.145,0,0,0,0,36.017,1.466,0,0,0,0,0,1.579,5.391,0.077,120.932,0,0,0,0,0,0,0,0.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,2.241,0,0,1.53,0,50.626,0,5.292,0,0,0,0,0.9,0,0,0,0,0,4.868,0,0,0,6.059,9.706,9.018,0,0,38.693,0,0,13.379,0,0,2.891,0,6.1,1.039,0,0,3.454,0,0,0,0,0,6.244,0,0.382,30.613,0,236.471,0,0,0,0,0,0,935.038,0,0,33.003,16.866,0,0,0,22.894,0,16.74,0.15,0,0,0,0,0,0,0,0,0,0,2959.543,17.774,2.914,3.036,0,0,0,0,9.935,0,3.042,1.326,1.025,0,6.506,0,73.198,3.081,0,0,0,0,0,0,0,1382.308,0,0,0,4.486,11.542,0,0,6.03,0,1.891,2.413,0,0,0,0,0,0,0,0,0,0,3256.132,0,0,0,0,0.178,0,0.575,15.418,0,4.745,0,3.042,0,0,0,6.061,0,12.977,0,0,0,3.502,354.822,6.093,0,0,0,0,0,0,0,5.937,0,0.154,0,0,0.335,0,12.638,0,0.107,0,40.025,0,6.136,0,0,0,57.195,4.424,0,0,9.47,0,0,0,0,67.628,2.533,6.729,0,1.251,98.371,0,0,1.513,0,126.901,0,0,5.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.423,0,0,12.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.145,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",118.36,1.75,1.834,0,0,0.061,0,5.609,0,419.136,2.973,0,12.757,1.363,4.627,0,0.327,0,9.898,42.914,0,94.214,0,0,0,0,53.549,0,0,476.18,0,0,5.638,0,0,0.522,0,0.993,83.924,0,0,22.604,0,12.232,0,0,0,15.583,0,29.092,185.058,0,121.642,0,0,1.985,0.081,0,0,628.832,0,0,164.12,207.511,2.298,0,0,14.367,0,85.609,11.307,3.027,98.459,0,0,0,0,0,0,0,0,78.489,53.93,1.738,0,1.737,0,24.243,1.564,238.156,0,0,6.56,298.548,7.266,8.534,0,6.632,90.505,3.504,0,1.11,0,881.464,0,0,0,0.554,2.871,15.278,0,59.403,0,0,5.585,0,0.413,0,0,4.738,0,0,0.509,0,27.057,0.005,0,0,138.878,0,0,0,0,16.412,0,0,36.146,0,461.72,0,0,0,0,0,6.763,4.212,950.465,55.198,0,0,93.2,7292.25,45.855,0,0,0,0,0,0,0,48.394,0,12.315,0,0,12.824,10.449,1171.254,3.62,158.72,0,73.041,0.076,120.727,0,0,0,165.631,8.418,0,0,176.873,0,0,0,0,13.546,0.176,42.992,1109.222,0,279.524,0.011,0.407,904.764,1.203,87.492,0,0,14.024,23.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,5.437,0,0,0.083,0,0,5.111,1.666,201.706,0,0,0,0,0,1097.801,0,0.093,0.203,0,14.986,0,0,0,0,0.962,0,0,0.2,0,2.125,2.003,0,0,0,0,0,10.294,0,0,0,0,0,0,0,0,0,0,1.576,1533.228,0,5.695,0,0,0.691,0.077,0,0,0.87,0,0,0.155,231.731,32.098,14.72,1.033,0,0,503.955,0,0,1.516,0,0,0,0,0,0,0,0,6.287,263.764,0,0.529,0,0,0.324,485.521,358.999,0,0,8.891,2.567,0,0,0,8.759,0.554,0,0,4.661,0,25.826,0,0,0.391,0,0,2.074,0,0.897,0,0,0,0,0.181,57.018,0,0.055,0,0,13.129,1.597,0,0,0,0,307.596,0,0,0,0,0,0,1.771,2.247,0,39.994,0,3.874,0,0,0,0.06,1.051,49.112,178.241,0,0,15.397,2.712,0,0,0,0,0,0,0,0,5.885,0,0.055,0,0,8.664,3.101,0,0,30.362,0,5.81,0,70.006,0,0,0,899.109,12.597,0,0,13.353,0,0,0,0,3.933,21.472,14.734,0.709,0,1.217,0,2.678,66.717,0,231.438,0,0,0.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,0.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.184,0,0,0,0,0,0,0,21.008,0,0,0,0,0,0,0,0,0,0,0,20.115,0,0,0,0,0,0,0,0,0,0,8.896,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.598,0,0,3.897,0,0,0,0,0,0,0,0.233,0,0,0,169.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0.123,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424.532,0,0,0,0,0,1.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,4.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.942,0,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,0,49.258,18.511,57.532,0.141,0,44.776,669.614,12265.356,442.108,0,18.689,41.227,2.884,4.719,4477.035,0.327,8.2,6.376,1.006,1731.702,0,0,0,90.756,0,82.746,0,89.6,2.281,0,1847.947,0.56,0,239.756,0,787.296,74269.956,0,0,393.787,0,166.19,1.696,0,66.88,13.021,0,134.074,525.322,0,1448.35,0,0.308,31.48,46.29,0,50.609,103.483,0,16.163,252.907,11609.431,17.565,0,0,0.113,0,21778.786,10.62,0,1001.435,0,0,0,0,0,0,0,10.64,5115.386,448.039,23.098,2190.497,43.74,2.251,17.195,344,2094.563,36.699,0.43,298587.942,876.369,12.625,17.626,0,16704.878,20.934,1.036,13.5,139.439,0,5.927,0,0,54.909,10.477,18.181,2.205,23.483,0,42.691,0,24.157,0,55.551,9856.514,385.904,27.47,3.669,0,60.798,0,42.5,0,0,249.769,32081.65,0,0,0,0,1353.036,39.628,0.677,2.952,0,1819.876,0,128.03,1462.076,19.204,522.917,506.563,461.695,2915.57,98.825,0,96.679,76.873,24235.386,14.386,0,0,0,0,0,0,0,483.908,2.216,269.707,1.996,0,9922.996,17710.728,2515.519,4080.028,355.947,0,836.637,0.274,1015.947,0,0,1.703,470.411,3044.621,8.392,1.81,98166.446,0,0,2.221,0,22431.341,10.417,1162.508,0,3.146,431.63,376.23,100.431,7797.584,0,76629.24,0,349.782,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.684,0,0,0,0,0,0,0,0,0,0,0,0,19.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,2.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,29.255,0,0,0,0,0,0,2.021,1.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851,0,0,3.108,0,1.075,31.974,0,0,0,0,0,0,0,0,0,0,0,1.295,0,0.192,0,0,0,0,0,5.583,0,0,0,0.419,5.296,0,0,0,0.504,0,14.392,0,0,72.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.933,0,0,176.265,0,0,0,0,0,0,0,0,0,0,0,0,22.306,0,0,0,0,0,0,0.493,0,0,0,2.227,2122.14,0,0,0,0,0,0,0,0,0,0,8.246,0,0,0,0,12.28,0,0,0,0,9.227,0,1.291,0,0,0,1.464,0,0,0,0,0,2.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.868,5.601,0,0,0,0,2.014,0,3.477,0,0,0,0.116,6.225,0,0,2484.92,0,0,0,0,0.944,0.023,0.24,0,0,0,0,0,3.053,0,9.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
