"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NFK","NOR","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","KNA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","COK","GIN","KGZ","MRT","VUT","MNP","GNB","SOM","TON","ATF","GMB","RWA","TKM","BTN","CXR","MSR","SPM","COM","BEN","GNQ","DJI","PSE","LSO","MHL","PLW","WLF","AIA","FSM","NIU","TUV","SHN"
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,4.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1,0,0,0,0,0,0,0,0,0,0,0,0.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.508,0,0,0,0,0
"NZL",0,0,0,8.933,0,0,0,0,0.341,11480.608,109.471,0,28.081,5.675,0,0,197.558,0,2.081,0,0,233.98,0,0,0,0,7.168,2.066,0,0,0,0,0,513.571,0,0.855,0,18.434,0,417.405,431.987,100.225,0,0,0,2.056,3.643,11.687,2.566,2.884,121.802,0,0,29.699,0,0,0,324.507,383.273,33.292,467.636,13.236,0,0,1186.973,0,0,1.92,21.48,0,0,0,8.189,0,0,2.464,782.011,21.024,15.369,2.865,1.759,0,369.883,58.578,36.909,0,0,850.075,4.705,4.243,29.987,0,86.102,31.423,0.171,1.309,0,0,0,0,0,64.935,0,0,167.722,2.41,0,0,8.567,112.247,0,0,0,0,0,0,0,0,1.538,2362.249,7.712,0,62.352,0,3.182,0,1.997,6.09,50.155,0,3.151,23.846,21.208,25.066,17.373,0,2.424,6.663,0,15.123,0.065,1.182,0,0,0,0,0,18.957,0,0,0,0,101.718,597.287,0.667,4.055,25.708,1141.613,0,68.37,0,0,0,129.404,17.963,4.363,0,93.746,0,0,0,22.07,0,4.664,0,0.32,0,0.568,0,1214.554,20.579,7790.505,0,313.718,0,51.117,78.999,0,1.479,7.951,0,0.221,0,38.726,0,0,0,19.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,4.425,9.337,6.236,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.171,0,0,0,0,0,0,0,0,1.423,0,0,0,0,0,0.2,0,0,0,1.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,9.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,3.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,8.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556,0,0,0,0,0,0,0,0,0,0,0,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.026,0,0,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NFK",0,0,0,0,0,0,0,0,0,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",9.75,0,94.391,0,0,6.543,0,1.018,2.239,287.336,591.273,0,0.519,0,0.9,0,29.167,0,0,611.289,0,913.599,0,0,0,0,0,0,0,0,10.7,0,1.263,55.614,0,0,0,0,0,51.054,1195.407,161.496,0,1.555,0,9.534,381.619,0,5.828,28.141,2455.583,0,0,0,0,0,0,51.692,0,182.181,291.59,39.266,0.908,0,1921.984,6.014,0,0,87.268,2.88,0,0,0,0,0,0,26.056,3,6.441,136.869,7.252,0,11.379,120.32,439.333,0,5.363,157.273,5.608,36.026,1.601,0,151.404,0,0,6.494,36.207,0,0,2.108,0,0,0,0,22.132,0,0,4.057,0,485.586,0,0,0,0.931,0,0,0,0,0,104.618,0,0,0,255.277,0,0,0.728,0,0,0,0,0,5.833,73.31,0,0,116.022,155.195,0,0,5.044,75.151,0,0.695,0,0,0,0,0,35.043,0,0,70.104,1174.882,4.276,216.574,33.63,26.946,0,158.165,0,0,0,14769.62,81.378,0,0,543.37,0,0,0,304.877,9.031,170.612,0,0,0,3.412,2.171,695.944,1.31,2195.212,0,0.97,0,66.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.615,0,0,0,0,0,0,0,0,0
"PAK",14.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.668,0,0,0,0,0,0,0,0,0,0.071,0,0,0,0,1.092,0,0,0,0,0,0,0,0,0,0,0,6.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0,16.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0,27.893,0,0,12.01,0,0,0,0.649,0,0,0,0,0,0,0,178.445,0,76.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,0,15.776,0,0,0,0,0,0,0.068,0,0,3.219,0,0,17.454,2.591,0,0,0,0,0,0,0,0,0,0,33.624,0,0,0,0,0,522.958,0,212.051,0,0,0,93.046,0,9.588,0,0,0,3.08,0,186.475,64.851,0,0,0,0,0,14.287,0,0,0,7.673,0,0,0,0,0,0.211,0,152.76,0.488,0.34,3.672,51.61,0,0,0,0,0,0,0,0,0,3.787,2.154,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.66,0,0,0,0,0,0,0,0,0,0,14.237,0,0,0,0.469,0,0,0,0,0,0,0,1.725,0.973,0,0,0.113,0,0,0,0,0,0,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.46,0,0,0,0,0,0,0,0,0,0,0.975,0,0,0,0,0,0,0,0,0,0,58.896,0,9.032,0,2090.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,12.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735,0,0,0,0,0,0,0,0,0,0,0.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,39.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,1.924,0,0,0,0,0,0,0,5.594,0,40.374,0,0,13.626,0,0,0,0,0,0,0,0,0,0,0,8.554,0,0,0,0,0,87.502,0,43.369,0,0,0,0.234,0,0.075,0,0,0,0,3.375,148.107,15.151,0,0,0,0,0,81.269,0,0,0,24.886,0,0,0,0,0,0,0,0,0,0,28.944,59.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,0,0,4.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323,0,0,0,0.3,0,0,0,0,0,0,17.7,0,0,0,0,0,1.65,0,0,0,0,226.172,0,0,0,199.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,0,0,0,62.142,2986.128,53.551,0,0,0,0.52,0,1.749,0,0.051,0.003,0,19.82,0,0,0,0,0.51,26.501,0,0,0,0,0,10117.872,0,0,0,0,0,161.606,2102.688,8.035,0,0,0,0.656,7.215,0,0,58.491,1.6,0,0,0,0,0,0,3.283,0,1.303,100.399,0,0,0,30305.923,0,0,0,1.322,0,0,0,0,0,0,0,1102.538,50,0,0.928,0,0,17.745,228.421,86.179,0,0,25073.359,0,0,0,0,14577.122,0.342,0,0,0,0,0,0,0.22,1.645,0.101,0,22.92,0,0,0,3.779,718.56,0,0,0,0,0,0,0,0,0,109.733,0,0,0,97.017,0,0,0,0,50.621,0,0,44.468,0,3.342,0,0,23.405,0,0,0,0.215,17.748,0,0,0,0,0,0,1.073,5.013,0,0,73.185,480.816,0.258,965.434,10.228,3.945,0,61.969,0,0,0,9.391,2.378,0,0,16422.268,0,0,0,0,0.344,88.739,0,0,0,0.007,0,334.83,0,6336.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.489,0,0,0,0,0,0
"PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0.28,0.091,0,0,4.086,0,41.624,7.581,97.433,316.23,0,0.788,0,6.963,0.672,151.952,0,0,19.955,1.916,1.086,1.112,0,0,0,0,390.463,0,0,617.029,0,0,37.949,0,0,0,0.15,0,3.318,1047.793,2.864,0,0.144,0,0,158.778,0,28.456,4128.029,266.423,0,0,1.314,1.181,0,0,362.863,0,106.463,2114.935,0,0,45.844,13131.71,0,0,0,186.898,0.239,0.642,0,1.121,0,0,0,208.044,1330.101,30.832,0.496,1.862,0.26,219.004,309.758,423.107,1.01,0.365,400.948,38.774,75.521,1.035,0,53.517,0.309,1.198,28.849,422.123,0,4.38,1184.512,607.684,0.184,0,0,1.605,0,0.634,2.381,4.981,70.209,10.197,52.315,3.383,9.14,0,0,0,0,0,12161.015,0.12,0,0,5.222,1.6,0,0.66,0,2786.802,0,0.268,0,3.506,12.229,177.031,0,0,46.935,0,0.172,451.187,6100.351,0,0,0,0,0,1.186,0,68.679,0,0,80.739,36.286,1731.11,1220.787,47.643,225.12,0,2657.072,0,1.539,0,262.484,1471.621,0,0,7.356,0,0,0,2.936,0.711,144.844,0,35.635,2039.741,841.708,56.204,1076.162,0,862.736,0,0.331,0,0,0,0.478,0.299,0,0.077,0,0,0,0,0,0,0,0,0.911,2.381,11.651,0,0,0,0,0,0.199,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0.017,0.187,0,6.76,4468.661,0,0,9.847,385.008,324.788,0,0,0,0.462,0,3881.15,0,0,9.821,0,1020.604,0,0,0,0,0,8.66,0,0,0,0,1.797,56.641,161.756,0,0,0,0,0.544,1671.587,16.847,0,0,0,0.071,53.509,0,21.662,90.725,227.734,0,0,1.162,0,0,0,60,0,106.985,5101.951,2.806,0,0,3380.056,0,0,0,3.223,0,0,0,0,0,0,0,610.125,5331.979,1.651,0,7.514,0,45.113,1,306.681,1.153,0,26.965,13.575,0,0,0,237.419,45.78,0,6.185,0,0,0,0,22.018,7.777,0,0,0,0,0,0,0,175.726,0,1.138,4.691,446.636,95.443,0,0,0,0,15898.458,4.88,0,13.297,120.327,0,0,13.095,0,49.732,0,0,0,0,4.306,0,0,1392.635,0,30.442,0,0.582,99.021,0,0,0,0,45.633,293.028,92.311,3.557,0,0,1.968,68.499,78.4,0,131.623,4.943,0,7238.63,0,0,0,503.981,28.493,18.94,0,61.439,0,0,0,5.6,3.935,113.269,0,0,1.97,0,32.104,10375.065,0,4904.009,0,0,0,0.135,0,0,0,0,17.817,0,0,0,0,31.669,0,0,0,0,0,0,0,0,0,0,0,0,14.074,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,101.487,0,0,0,0,0,0,3.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,1.661,0.215,0,0,0,0,0,4.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.783,0,0,0,0,0,0,0,0,0,0,4.42,0,0,0,67.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.367,10,0,0,0,0,0,0,0,0,4.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.574,0,0,0,0,0,0,0.359,0,0,0,0,0,0,0,12.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,1.888,2.176,0,0,0,0,0,0.741,40.574,188.048,0,0,0,0,0,37.713,0,0,1.502,0,267.24,0,0,0,0,0,10.586,0,0,47.4,0,2.293,2.559,0,0,0,0,0,0,0.05,8.342,5.526,0,0,0,36.757,0,1119.651,13.956,0,0,0,0,0,0,0,2.006,0,4.971,2288.056,0,0,0,26212.139,0,0,0,228.685,0,0,0,0,0,0,0,8.431,546.715,0,0,0,0,0.411,44.865,412.157,0,0,76.802,0.586,0.393,0,0,4.294,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,14.365,0,384.073,82.553,0,0,0,0,0,0,447.94,0,0,0,0.187,0,0,0,0,3327.013,0,0,0,0,0.125,0,0,9.664,0,0,0,0,351.658,0,0,0,0,0,0,0,52.488,0,0,0,539.602,10.995,0,0.816,22.733,0,297.59,0,0,0,0,25.659,0,0,2.369,1,0,0,2.922,0.014,45.847,0,0,797.033,0.652,0,23.908,0,4.022,0,0.116,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,154.379,0,0,15.082,0,153.204,52.349,5.933,13.813,0,0,0,95.443,0,21.375,0,0.423,9.731,0,0,0,0,0,0,0,233.174,0,0,2444.7,0,0,91.717,0,0,0,27.942,0,12,1681.308,0.373,0,0,0,0,106.5,366.143,0.654,348.333,46.589,0,0,0,0,8.612,0,41.05,0,43.961,1035.004,0,0,30.838,1518.42,0,0,0,1048.367,0,0,0,0,0,0,0,105.014,418.063,0,0,102.678,0,27.204,170.47,92.412,0,0,197.066,2244.815,0,3.824,0,369.389,15.615,0,0,520.01,0,0,100.664,0.205,1.08,0,0,207.029,0,0,6.987,0,39.244,25.025,14.741,0,1.184,0.831,0,0,0,0.215,772.051,0,0,0,22.124,0,0,0,0,118.801,40.966,0,0,0,4.594,417.709,0,2009.864,5.971,0,0,0,0,0,0,0,0,0,102.478,0,701.761,0,0,95920.476,12.506,38.131,2.496,12.811,0,0,27.679,61.388,0,0,11.733,55.094,0.814,53.723,18.6,0,0,0,24.17,0,123.643,0,0,847.062,4.907,17.19,550.164,0,6596.433,0,0,1264.417,690.882,0,0,0,0,2.246,54.984,0,0,0,0,0,0,0,0,0,221.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,811.491,0,0,0,0,0,0,0,0,0,0,0,0,110.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925,0,0,0,0,0,0,0,0,0,0,2.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.169,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0.579,0,0,2.207,0,0,0,0,0,0,0,0,0,0,11.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.179,0,0,0,0,0,0,0,0,0,0,0,0,0,7.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.508,0,0,3.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
