"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GRC","GRD","GUM","GTM","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","VUT","NZL","NIC","NER","NGA","NOR","FSM","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","SLB","KIR","GIN","GNB","SOM","TON","ATF","BDI","COM","BEN","GIB","GRL","RWA","TKM","SUR","SPM","PSE","LSO","LBR","MNP","FLK","NIU","NFK","WLF"
"ANT",0,0,0,0,0,0,1.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607,0,0,0,0,0,0,0,0,0,0,8.369,0,3.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.848,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.058,0,0,0,0,0,0,0,0,0,0,4.185,0,0,0,0,0,0,0,0,0,0,0,0,0,1.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.393,0,0,0,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,90.7,5.488,0,0,0,0,0,20.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.906,0,0,0,0,0,0,477.175,0,0,0,0,0,0,0,0,0,0.074,0,0,0,11.461,0,0,0,0,0,0,0,483.401,0,0,0,0,0,70.303,0,0,0,0,0,0,0,0,79.356,0,0,0.569,0,0,0,9.041,12.028,0,0,52.085,0,0,0,0.056,7.445,0,0,0,0,0,0,0,0,0,0,0,10.638,0,0,0,0,0,0.199,0,0,0,0,0,0,0,0,0,0,0.962,0,0,0,23.312,54.598,0,0,0,33.763,0,0,0,0,0,0,0,0,0,0,0,6.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,1.158,0,0.085,0,0,0,29.873,0,0,0,58.447,0,0,8.489,0,0,0,0,12.598,0,0,0,0,0,0,43.594,0,46.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VUT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",0,0,0,11.679,0.655,0.586,0,0,6.924,7120.164,108.65,0,16.891,0,0,0.049,37.977,0,0,0.459,2.866,0,93.227,0,0,0,0,0,3.1,7.48,0,760.571,0,0,0,7.731,0,442.918,256.212,95.788,0,0,0,37.482,0.231,1.072,0,1.128,13.922,7.807,0,0,59.505,0,0,0,0,3.258,154.114,298.705,141.173,32.585,0,0,0,0,1210.113,0,0.502,0,19.671,1.829,0,1.188,1.146,1089.254,1.192,7.75,1.952,32.545,0,816.503,4.161,14.687,0,0,1161.24,0,2.53,20.235,0,265.972,6.451,0,0.916,3.969,0,1.443,0,0,13.01,0,0,143.84,4.064,0,0,0,10.232,51.893,0,0,0,0,0,0.066,0,0,0,1.276,2695.706,0,0,313.253,19.94,0,3.034,0,2.593,164.797,0,0,0,8.239,3.764,20.655,1.414,19.571,24.222,0,17.825,80.329,0,53.294,0,19.235,0,0,0,0,0,0,12.3,0,2.64,0,1.972,154.353,343.754,0,38.227,5.708,883.156,0,268.161,2.475,0,102.427,36.288,2.396,0,52.778,0,0,9.619,108.156,0,15.903,0,0,5.515,0,0,591.116,12.636,10400.381,0,131.822,0,355.176,61.027,0,0,0,0.842,0,0,0,20.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.267,0.911,4.523,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14,0,0,0,0,0,0,9.552,0,2.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.165,0,0,0,0,0,0,0,5.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,147.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.109,0.006,0,0,0,0,0,0,0,17.609,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,23.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.084,0,0.661,0,0,73.894,1.447,0,0,0,0,0,0,0,0,0.562,0,0,0,0,0,0,0,41.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,2.431,0,0,3.613,0,8.142,85.01,1100.283,354.296,0,21.512,0,0,0,27.745,0,0,0,0,0,2845.455,0,0,0,2.238,0,0.9,0,0.857,39.289,0,0,0,0,0,227.698,4054.604,12.529,0,0,0,0,0,130.269,0,5.543,1.694,761.665,0,0,0,0,0,21.645,0,8.847,0,92.454,144.846,0.225,0,0,0.16,0,638.192,0,32.278,0,0,0,0,0,0,81.939,0,80.672,0.338,0,1.557,20.006,194,156.138,1.114,0,197.933,6.03,13.734,3.963,0,154.649,0,0,0,10.087,4.108,0,7.115,1.481,0,0,0,24.291,0,0,0.977,0,1.264,25.072,0,0,0,0,28.145,0,0,0,0,0,126.69,0,0,33.568,0,108.175,0,0,0,0,0,0,0,0,0,0,0,95.614,0.532,0,121.043,6.075,0,466.615,2.567,36.775,0,0,0,0,0,0,2.956,0,18.953,0,0,149.462,515.098,2.813,118.565,45.149,88.659,0,516.888,0,0,11466.575,124.145,0,0,1183.935,0,0,72.689,3361.815,0,238.882,0,0,0,18.093,7.431,227.789,0,536.863,0,0.174,0.182,8.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.121,0,0,0,0,0,0,3.765,0,0,0,0,0
"FSM",0,0,0,0,0,0,0,0,0,2.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",1.225,0,0,0,0,0,0,0,0,2.585,43.241,0,0,0,0,0,0.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549,0,0,0,0,0,0,0.534,0,0,0,0,0,0,0,0,0,45.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0.818,0,0,0,0,0,0.05,0,0,0,0,36.273,0,0,0.392,0,0.029,0,0,0,3.316,0,0,0,0,0,0,11.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.395,0,0,0,0,0,0,0,0,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.077,0,0,0,0,2.198,4.893,0,0,0,0,0,0.05,0,0,0,0,0,0,9.572,0,0,0,3.739,0,124.913,0,0,0,0,0,0,0,4.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0.052,0,0,0,0,0,3.964,0,0,0,1.417,0,0,0,0.03,0,0,2.989,12.502,0,0,0,0,0,0,0,0,0,0,0,0,0,9.393,0,249.141,0,0,0,0,64.038,0,5.278,0,0,0,0,0,164.867,70.989,0,0,0,0,0,0,27.748,0,0,0,0,0,0,0,0,0.53,0,4.189,0.46,0,14.104,42.087,0,0,0,0,0,0,0,0,0,9.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4.685,0,0,0,1.228,0,0,0,0,0,0,0,0,0,5.613,0,0,0,0,0,0,0,0,0,0.397,0,0.179,0,0,0,0,0,0,0,0,0,0.419,0,0,0,0,0,6.039,0,0,0,0,0,0,0,0,0,0.299,0,0,0,0,0,0,0,0,0,0,1.926,0,9.163,0,2518.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,17.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.454,0,0,1.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,11.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.63,0,0,0,0.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,114.916,0,0,0,0,0,0,0,0,0,0,0,25.2,0,0,0,0,0,158.33,0,160.61,0,0,0,0,49.854,0,0,0,0,0,0,2.625,307.848,17.675,0,0,0,0,0,0,0,0,0,0,0,0,4.185,0,0,0,0,0,0,0,39.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.904,0,0,0,0,0,0,0,0,0,0,0.061,0.025,11.101,0,0,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0,33.588,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.73,0,0,0,186.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0.12,0,0,14.599,0,0,12.468,2680.648,13.036,0,0,0,0.425,0,0.148,0,0,0.128,0,0,18.585,0,0,0.231,1.829,0,0,0,0,79.255,0,0,0,0,0,42.791,3771.85,4.083,0,0,0,0,0.412,6.657,0,0,55.559,1.882,0,0.561,0,0,0,0,0,110.2,0,6.212,40.131,0,0,0,0,0,11276.313,0,2.475,0,0,0,0,0,0,787.682,0,0,689.63,0,0,2.115,1,6.253,0,0,11661.424,0,10.252,0,0,19607.176,0,0,0,1.158,1.184,0,0,0.243,1.162,0,0,422.789,0,0,25.171,0,0.987,417.585,0,0,0,0,0,0,0,0,0,0,20.746,0,0,0,0,10.117,0,0,0,19.811,0,0,0.363,0,0,0,0,1.166,0,0,40.874,0.974,0,0,15.951,39.26,0,0,0,0,0,0,0,0,0.427,0,0,299.535,272.798,73.848,1894.837,15.754,4.156,0,17.931,0,0,0,1.821,0,0,8861.875,0,0,0,0,0,83.607,0,0,0,0,0.061,39.792,0,12108.419,0,1.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0.652,0.13,0,0,0.429,0,15.266,382.52,29.74,255.104,0,0,0,1.219,0,172.909,0,0,0,78.045,0,30.192,0,0,0,147.997,0,631.851,4.546,0.171,129.945,0,0,0,0.258,0,13.884,367.71,10.775,0,0.865,0,0,0,89.831,0,23.689,1462.672,849.674,1.354,1.86,0,0,0,0,0,338.012,1.399,253.735,5970.67,0.102,0,0,20.897,0,4623.148,0,156.38,0.417,0,0.272,0,0.108,0,61.733,5293.645,2.421,39.129,0.876,0,123.703,374.962,651.005,0.134,0.871,188.565,135.864,0,0.155,0,126.828,0.6,0,0,31.272,293.354,1.98,751.905,6.678,0,0,0.284,42.871,0,0,14.232,0,0,45.264,5.28,22.707,0.079,0,41.683,0.271,6.927,0,0,0,9725.739,1.263,0,0.147,0.011,12.049,0,0.444,0.32,1787.423,0,0,0,1.996,0,0,0,1.418,1.119,0,0,42.953,0,0.054,323.847,1662.363,0.188,0,0,0,0.445,0,174.067,0.263,180.392,0,0,87.556,84.295,2521.924,182.029,40.187,375.604,0.564,2136.757,0,0,381.43,946.25,0.613,0,40.434,0,0,0,47.743,3.479,118.227,0,0,1052.293,2.366,0.326,1000.111,0.319,1041.389,0,1.923,0.18,0.84,0,0.422,0,0,0,0,0,0,0.672,0,0,0,0,10.74,0,3.75,0,0,0,0,0,0.606,0,0,0,0,0
"PRT",0,0,4.943,0,8.565,3904.174,0,0,39.343,267.379,205.045,0,1.173,0,0,0,2564.481,0.035,0,0,7.428,6.534,803.037,0,0,0,16.255,0,0,0,3.414,19.052,127.557,0,0,0.703,0,0.558,418.455,2.736,0,0.522,6.449,0,0,44.316,2.234,0,41.737,75.735,0,0,0,0,69.564,0,0,44.79,0,41.107,4649.309,7.678,2.093,0,0,1.283,2638.122,0.717,17.033,0,0,0,0,0,0,352.302,2956.995,0.575,0.851,0,70.503,73.065,45.301,504.696,28.37,0,3.232,14.843,0,0,0,10.762,11.198,0,0,0.911,0,7.639,0.014,45.228,2.583,0,0.811,0,0.227,0,0.96,0,5.861,148.391,0,1.917,5.77,0,109.341,71.607,2.292,0,0,0,7875.628,0,0,6.018,0,143.101,0,0,0,29.612,0,0,0,0.419,0,0,0,14.913,0,0,73.185,0,0,0,22.611,217.748,0,0,0,0,0,13.428,2.216,123.944,25.256,0,0,59.915,17.167,999.422,0,105.658,8.325,0,13498.459,0,1.282,61.234,57.414,10.175,0,67.055,0,0,0,56.066,79.198,78.321,0,0,4.412,1,0,7124.678,0,248.477,0,0.141,0,0,0,0,0,0,0,0.845,3.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,38.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,3.927,0.194,0,0,0,0,0,0.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94,0,0,0,0,0,46.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.849,66.631,0,0,0,0,0,0,0,0,0,5.475,0,0,1.619,0,0,0,0,0,0.548,0,0,0,0,0.262,0,0,8.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0.75,0,0,0,0,0,0,16.906,571.326,0,0,0,0,0,7.519,0,0,0,0,0,92.196,0,0,0,20.561,0,0.296,0,0,5.912,0,0,0,0,0,0.904,16.28,1.005,0,0,0,0,0,7.646,0,0.426,26.771,2.278,0,0,0,0,0,0,0,1.091,0,231.495,670.991,0.415,0,0,0.032,0,17821.538,0,268.783,0,0,0,0,0,0,31.822,2705,0,0,32.294,0,0.021,9.717,2151.716,0,0,148.216,0,0,0,0,71.719,0,0,0,0,0.026,0,6.107,0,0,0.505,0,0,0,0,0.741,0,0,15.491,0,74.376,0,0,0,21.75,0,0,0,0,74.653,0,0,0,0,0.11,0,0,0,1507.834,0,0,0,0,0,0,0,0.835,0,0,11.223,0,0,0,0,2.487,0,0,0,0,0,0,0,0.705,55.828,0,0,2.207,93.556,0.317,23.595,1.144,9.06,0,67.838,0,0,256.019,59.69,0,0,9.561,0,0,0,22.517,0,57.024,0,0,14.753,0.611,0,187.229,0,70.471,0,0,0,0,0,1.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",8.912,0,1.648,0,0,139.004,0,59.507,22.193,24.78,2.954,0,0,37.167,33.95,0,47.169,0,0,0.642,4.013,0,0,0,0,0,78.305,3.545,2055,0,0,46.469,0,0,0,214.064,0,0,1316.469,19.474,0,0,1.854,0,0,182.913,62.594,0,103.898,36.032,0,0,0,0,0,0,75.6,1.505,0,60.716,272.04,0,0,0,8.692,0,2598.081,0,0,0,0,0,0,0,0,164.746,533.482,0,443.788,354.182,0,122.612,39.937,86.475,0,0,77.673,3334.865,6.81,0,0,1032.726,0,18.242,0.005,47.149,490.126,0,87.839,0.659,0,0.139,0,34.582,0,0,0,0,0.103,2.5,0.055,8.583,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,13.238,0.386,0,0,0,34.542,0,0,0,2.464,72.712,0,105.079,21.659,0,0,8.95,0,0,0,0,0,0,0,27.344,0,42.537,0,0,21707.683,3.073,31.069,26.84,0,229.214,0,41.504,0,0,13.081,36.272,41.162,123.862,7.588,0,0,0,0.56,0.387,165.493,0,0,674.44,4.921,7.073,322.356,0,2299.296,0,0,537.918,635.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.202,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,479.224,0,0,0,0,0,0,0,0,0,0,0,0,0,97.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
