"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CYM","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","ATF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NFK","NOR","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","QAT","ROU","RUS","RWA","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TON","TTO","ARE","TUN","TUR","TKM","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","SLB","CAF","VUT","TCA","CPV","GNQ","BES","PSE","SPM","BTN","COK","FSM","TLS","WLF","MNP","BLM","IOT"
"MRT",0,0,0,0,0,0,0,0.79,0,4.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,42.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.213,0,0.001,0,0,0,0,0,0,1.102,0,0,0,0,0,0,0,0.101,0,0,0,0,0,0,0,0,0,0,0,22.667,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0,0,0.049,0,0,12.61,0,0,0,0,0,0,0,0,0,0,0,0.142,0,52.566,0.529,0,0.393,0,0,0,0,0,0,0,0,0,0,8.202,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.168,0,1.319,0,0,0,0,0,53.774,262.6,7.173,0,0,0,0.022,0,0,0,0,0.06,0,0,0,0,0,0,0,0,43.913,0,0,0,0.243,0,3.642,0,0,0,0,0,0,13.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,3.581,0,0,0,0,0,19.798,3792.276,3568.38,1414.51,0,0,0,10.482,10.817,3591.138,0.81,304.862,27.983,0.15,14222.959,102.566,0,9.659,0,0.478,0,5.8,1.008,0,54462.567,0,6.196,0,401.167,50257.252,0,0,8803.856,0,0,51.349,1196.992,0.575,204.691,1.315,66.164,0,209.016,0,472.422,146.745,834.309,0,0,19.852,0,0,285.19,1871.926,15.333,0,0,0,0.039,0,52751.501,0,0,0,21.501,0,0,0,2280.391,0,3.809,11.819,549.246,646.385,633.656,18.52,13.911,0,0,166.829,543.872,5958.009,0,22.377,8118.275,25.898,42.822,1.603,0,12651.828,161.637,8.594,0,32.206,0,0.681,0,0,1.037,703.484,62.52,7.717,0,212.215,0,0,0.741,0,6.949,0,17.036,4.114,46.108,0,98.394,0,0,12.401,0,0,997.859,0,5.605,0,0,258.801,453.416,1.926,36.023,0,2618.726,0,0,26.518,439,0,459.898,833.214,11.218,0,412.562,5.279,0,195.77,1290.458,405.406,0,0,0,0,0,0,0,0,242.884,5.933,109.874,0,0,744.839,1723.262,12033.01,46.486,69.344,0,864.509,0,3886.982,0,0,0,0.361,49.155,763.542,0,0.137,6022.16,0,0,0,703.6,0,1005.413,0,0,0,20.786,2.955,233.892,4878.988,0,1652302.788,88.18,65.744,18.483,0,0,0,0.76,0,0,0,0,0.745,0,0,0.117,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.661,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.913,0,0,0,0,0,0,0,10.134,0,0,0,0,0,0,0,0.862,0,0,0,0,0,0,0.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.05,0,0,0,0,0,0,0.022,0,0,0,0,0.573,0,0,0,0.026,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,0,0.173,0,0,0,0,0,0,4.669,0,0,0,0,0,0,0,0,25.061,0,0,1.072,0,0,0,0,0,0,0,1.763,0,0,1.224,0,0,0,0,0,0,0,36.599,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,61.565,0,0.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.788,0.298,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,44.481,0,0,0,0,211.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,0.238,0,0,245.21,1.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0.531,0,0.86,0,0,0,10.481,0,0,0.2,0,47.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601,0,0,0,0,0,0,0,0,0
"MNE",0,0.317,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0.401,0,0,0.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.595,0,0,0,0,0,0,0,9.245,0,0,0.447,0,0,0,0,0,0,0,0,1.937,0,0,0,0.094,0,0,0,0,0,0,4.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.965,0,0,0,0,0,0,0.161,0,0,0,0,0,0,0,0,0,147.318,0,0,10.862,0,0,0,0,0,0.011,0,0,0,0,0,0,0.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,3.648,0,0,0,0,0,31.083,35.828,2.639,0,0,0,0.895,0,0.784,0,0,0.599,0,1.043,0,0,0,4.395,0,0,0,0,28.017,8.99,0,0,0,0,4.121,0,0,0,0,26.346,30.163,0.085,0,0,0,0.799,7.527,0,0,0,0,0,12.236,0,0,0,0,8.427,279.42,0,0,3.347,0.153,0,0.155,467.233,0,0,0,0,0,0,0,0,7.773,0,0,0,0,2.746,0,0.175,0,0,0,0,29.723,50.162,0,2.532,0,0,0,0,2.916,0,0,0,0,0,0,0.188,0,0,0.125,0,14.546,0,0.646,0,3.456,0,12.282,1.816,0,0,0,0.403,0,0,0,0,0.148,0,0,18.683,0,0,0,0,1.519,0,0.385,0,0,0,0,0,0,0,0,0,0,0,0,2.278,4.977,0,0,0.887,0,0,0,0,0,0,0,0,0,10.802,13.274,3.809,0,0,0,0.615,0,0,0.393,0,2.147,0,2624.496,0,9.275,0,0,0.858,66.577,0,0,12.569,16.173,0,0,1.171,33.384,0.963,0,0,0,0,0,4.172,137.621,0,2092.571,33.215,0,0,0,0,0,0,0,0,0,0,0.476,0,0,7.452,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,2.426,0,0,0,4.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0,0,0,0,0,3.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,11.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109,0,0,0,0,0,0,0,0,4.8,13.343,0,0,0,0,0,0.361,0,0,0,0,0,0,0,1.141,0,0,0,0,0.121,0,0,0,0,0,2.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.14,0,0,0,0,0,0,4.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0.024,0,0,0,0,0,0,0,0,0,0,0,0,22.145,0,0,0,0,0.825,0.789,0,0,0,0,0.004,0,0,0,0,0,0,0,1.623,0,0,0.034,0,0,0,1.473,0,0,0,0,0.055,0,0,0,57.959,0,72.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,0,15.57,0,0,0,0,0,0,0,0,0,0,2.253,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,0.029,2.228,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.981,0,0,0,0,0,0,6.257,0,0,0,0.089,0,0,0,0,0,0,0,0,5.512,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,8.837,0,0,0,0,0,0,0,0,0.39,0.284,0,0,0,0,0,0,0,17.543,2.689,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0,0,0,0,0,0,1.441,0,0,0.002,1.315,0,0,0.113,0.017,0,0.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.81,1.016,0.529,0,0,0,1.994,0.217,5.977,0,0,0.324,0,0,0,0.014,0,0.348,0,0,0,0,0,0,2.045,4.001,6.926,0.053,0,0,0,0,0,11.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,16.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,0,0,0,0.658,0,0,0,0,0,0,0,0,0,0,0,0,4.173,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,17.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",83.002,106.358,165.214,0,13.537,63.098,0,239.345,271.9,5103.853,14778.519,33.509,136.919,207.85,60.341,0.439,132504.777,7.416,8.828,64.822,56.132,846.889,0,0,16.264,3818.392,3.191,10.601,58.5,20.422,67.559,3443.287,0,162.72,99.421,204.728,17860.415,0,0,199.366,1.262,16.914,67.813,62.923,2730.931,58.959,947.003,23689.301,15.184,13468.058,0,0.818,23.41,8.378,108.69,4.1,2440.019,0,0,7268.871,102273.061,15.022,0,100.112,10.768,113.114,5.038,227567.499,151.595,19.392,0,4014.221,0,5.501,0,19.601,21.21,10.399,3.769,0,1079.78,14320.387,829.555,626.691,19.835,298.224,14708.355,3270.697,85862.55,93.589,6.939,4957.26,434.121,176.853,343.221,0,3670.379,193.278,15.78,0,28.266,12.08,4891.069,22.936,23.94,1415.457,3643.969,29.765,161.548,32.971,463.434,6.136,81.941,671.049,28.328,18.873,506.64,3.893,30.665,12.127,0,168.965,71.374,177.312,8.303,0,13.288,0,130.327,33.367,3.995,16.276,382.877,32.979,32.575,196.119,0,7300.682,0,0,138.092,25.985,6.188,4.339,76.912,130.815,0,26541.287,21302.773,8.865,726.117,9453.978,4162.849,12.054,0,0,0,18.278,0,1.954,4.004,3034.925,42.021,894.026,7.478,35.671,1633.787,2659.713,14614.292,787.392,1710.414,104.445,1316.267,22.026,36996.216,160.623,25.377,742.982,22.846,26979.105,10639.498,4.568,7.064,1995.259,11.862,0,168.551,4598.954,80.451,3315.647,21.827,0,65.258,997.64,114.194,1946.823,116301.309,85.954,26902.556,15.866,101.299,132.683,1.142,0,113.823,27.468,1.366,49.635,0,0,4.048,15.961,106.084,1.935,0,0,0,0,0,0,0,0,0
"CUW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.132,0,0,0,0,0,1.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.368,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974,0,26.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.419,0,0,0,0,0,0,1.025,0,0,0,0,0,0,0,0,0,0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SXM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,4.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.399,7.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",3.888,0,0,17.913,0,0,0,0.185,35.764,7394,26.661,0,12.194,0,0,1.253,255.635,0,17.699,0,0,310.662,0,0,17.923,1.946,0,0,0,1.713,0,1653.28,0.726,30.001,0,443.804,156.238,0,0,46.663,0,0,0,95.7,0.352,0,0,5.976,0,5.858,0,0,109.197,1.565,0,0,88.243,0.986,587.678,4.896,411.507,18.463,0,0,0,0,0,1777.546,0,0,4.438,2.473,0,0,0,4.156,0,0,0,0.531,369.52,2.37,60.022,227.104,0,0,96.846,3.129,168.803,0,0,1031.784,2.776,0.651,1.238,0,140.633,49.871,0,13.323,1.421,0,0,0,0,0,0.087,4.348,0,0,248.448,0,0,0,0,0,143.832,4.845,1.39,0.078,0,174.331,0,17.019,0.968,0,13.247,2704.764,0,0,0,119.702,0,4.342,0,0,1.855,60.526,0,0.194,11.784,14.168,104.097,15.302,99.357,46.628,0,6.453,0.187,0,91.812,125.486,6.379,0,0,0,0,0.761,3.283,0,0,73.05,0,0.156,0,0,126.887,213.036,322.97,42.642,700.295,0,634.816,0.994,54.778,0,0,0,0,30.837,307.367,0,0,204.273,0,110.902,6.453,140.544,0,36.219,0,0,0,50.289,0,0.471,446.866,0,9766.73,0,204.341,0,0,43.257,0,0.815,7.702,0,31.678,0,0,0,0,0.978,0,0,54.751,0,0.055,3.043,0,0,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849,0,0,0,0,0,0,0,2.049,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.872,0,0,0,26.798,0,0.001,0,0,0,0,0,0,0,0,0,2.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.736,0,0,0,0,0,0.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0,0,0,0,0,0,0,0,3.403,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,105.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408,0,0,0,0,0,0,0,0,0,0,0.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.495,0.4,0,0,0,0,0,2.227,0,0,0,0,0,1.262,0,0,0,0,0,0,73.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,80.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0,0.03,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.337,0,0,0,0,0,0.15,0,0,0,0,0,17.546,0,0,0,0,0,0,0,0,0,0,0.149,0,0,0,0,0,0,0,37.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721,0,0,0,0,0.288,0,110.964,0,0,0,0,0,2.935,0,0.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.842,0,0,0,0,0,0,4.039,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,4.974,0,0,0,0,0,0,0.108,4.502,0,0,0.328,0,0,0,0,0,0,0,0,0.051,0,0,0.02,5.448,0,57.647,1.104,0,0,0,0,0,0.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NFK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,3.341,0,0,246.857,0,13.395,0,489.917,70.571,0,0,4.082,0,0,150.569,0,0,0,0,1037.902,0,0,0,4.235,0,0,1.253,0,0,446.439,0,21.565,0,239.437,373.611,0,0,11.159,0,1.385,0,4.959,184.14,0,9.672,433.706,0,1562.345,0,0,2.577,0,0,0,115.415,0,0,2598.257,177.539,0,0,0,10.251,0,0,4435.776,6.401,0.545,0,134.602,1.548,0,0,0,0,0,0,0,24.681,52.922,821.21,10.392,0,12.37,11.786,5.017,330.806,0,0,185.188,3.312,0,4.235,0,87.857,17.678,0,5.294,0,0,0.982,0,0,25.817,0.454,0,0.165,0,44.858,0,0,552.177,0,0,121.089,0,0.077,0,0,1.553,15.53,139.749,4.638,0,0,1896.964,0,0,0,0,36.584,0,0,7.418,0,0,0,0,0,0.77,0,0,36.661,27.074,0,226.362,66.342,0,1260.258,1250.653,86.508,0,0,0,0,0,0,0,0,145.763,1.39,11.38,0,0,93.437,733.938,8.743,55.367,4.195,0,38.913,0.06,91.776,0,0,0,0,11915.111,112.581,0,0,398.216,0,0,0,556.676,0,204.838,0,0,2.058,1.745,2.154,25.132,1624.035,0,4054.15,0,113.454,6.352,0,0,0,0,0,0,0,0,0,4.244,0,0,0,0,0,0,0,0,0,0,0
"MHL",0,0,0,0,0,0,0,0,0,2.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
