"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","CHL","CHN","CXR","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ANT","CUW","ABW","NCL","NZL","NIC","NER","NGA","NOR","MNP","FSM","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WLF","WSM","YEM","ZMB","GIN","VUT","NFK","PLW","GNB","SOM","TON","ATF","BTN","ERI","DJI","MRT","GUY","ASM","SPM","TCD","MYT","TCA","TKL","COM","NIU","SHN","MHL"
"KOR",31.388,0.943,31.64,0,106.223,0,53.301,1132.726,1967.832,321.693,6.942,50.708,128.562,11.43,0,455.687,0,11.376,19.62,0,5068.631,0,0,0.235,3.414,195.688,10.761,0,28.062,212.698,0.131,1264.89,0,0,0,130.833,191.088,729669.117,0,435.689,0.5,0,0,33.78,68.807,5.232,112.646,816.794,0,126.965,0,33.412,411.774,7.608,0,26.265,161.982,0,119.32,906.053,3682.402,202.828,0,4.75,0,9.672,7828.744,321.013,0,0,160.414,0,0.028,37.006,43.051,0,3.644,360914.944,4056.289,0.544,4409.584,2274.191,64.191,341.867,3152.351,2630.998,1.73,0,93106.134,268.147,151.251,29.641,0,0,346.452,0.113,373.108,217.453,0,52.675,0.279,683.819,41.249,3.065,16.729,63.048,13.005,4323.346,55.945,0,19.716,177.805,10773.634,165.253,4.288,2.316,0,41.328,0,39.053,4.737,0.2,4248.667,0,0,0,9.5,260.058,96.613,0,323.298,1550.087,14.614,1.958,231.41,164.196,0,53.76,274.53,2580.158,5812.747,164.307,0,241.857,750.118,12074.317,1.116,0,0,0,0.517,0,0,4105.929,82.18,79.369,0,0,4129.375,17477.096,13126.065,13294.03,55.943,1838.9,1.9,2298.613,423.412,0,30.236,597.466,324.49,494.379,0,3371.853,0,2.91,3141.486,99.699,5041.696,14.095,0,14.525,134.593,9.575,811.911,5227.353,33.661,81924.106,0,15.327,54.615,312.773,0,0,71.97,11.828,422.107,0,0,0,0,0,0,0,1.112,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325,0,0,0,0,0,2.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.064,0,0,10.999,0,0,0,0,0.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0,0,0,0,0,0,1295.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,5.718,0,0,0,0,0.396,0,12.916,0,0,0,10.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359,0,0,1.015,0,0,0,0,0,5.518,0,0,0,0,0,0,0,0,0,0,0,0,0,10.151,0,0,0,0,0,15.574,4.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.929,0,0,10.912,34.109,0,0,0,34.943,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,1.711,0,0,0,0,0,0,0,0,0,0,0,0,1.326,0,0,0,0,0,0,0,9.932,0,0,0,0,0,0,0,0,0,0,0,0,3.915,0,0,0,0,0,0,0,0,0,3.666,0,0,0,0,0,7.753,0,0,0,0,0,0,8.374,0,0,0,7.342,0,0,0,0,0,113.548,0,0,0,0,0,0,0,47.512,30.792,0.15,35.077,1.29,0,0,0,0,0,0,1.665,1.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,0,0,0,0,0,0,9.217,0,0,0,0,0,0,0,0,0,0,0,96.536,0,0,10.34,0,0,1.489,0,0,0,0,0,1.702,0,1.878,0,0,0,0,0,0,0.307,17.792,0,263.114,0,0,0,0,0,0,113.108,0,0,0.111,0,0,0,5.293,0,0,12.271,0,0,0,0,0,0,0,0,0,0,455.97,0,0,0,0,73.926,0,7.009,23.186,0,0,16.713,3.185,0,0,0,0,0,0,0,0,0,0,0,0,304.424,0,0,0,0,13.311,0,0,0,0,4.968,1.354,0,0,0,45.034,0,0,0,0,0,0,0,0,0,0,0,1.472,9.628,11.276,0,0,0,0,0,0,0,0,15.096,0,0,58.995,0,105.224,0,0,0,0,0,0,0,0,0,4.166,0,0,0,0,0,2.8,0,1.354,1.825,0,0,0,0,0.33,3.785,0,0,14.038,0,0,15.295,0,1.694,2.14,0,0,84.928,0,0,7.095,0.909,5.107,0,0,0.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,9.655,2.261,0.659,3.38,0,87.105,0,272.182,2.28,0,1.188,0,20.218,0,1.128,0,0,184.359,0,0,0,0,0,0,2.811,0,0,885.97,0,0,15.09,0,0,0,0,0,40.94,0,0,0,0,0,0,5.773,0,85.915,110.807,0,157.714,0,0,0,0,0,0,172.099,0,0,62.545,220.029,0,0,101.655,0,0,19.414,0,0,0,161.401,0,0,0,0,0,0,32.692,39.406,1.028,0,1.574,0,0.898,108,334.06,0,0,146.101,120.991,5.552,0,0,85.909,0,0.4,0,0,0,317.334,0,0,0,0,0,0,0,4.459,0,0,0.458,0,43.998,0,9.812,0,0,1.476,0,0,0,0,32.596,0,0,0,0,15.418,0,0,0,613.812,0,0,0,0,0,0,0,0,686.003,12.185,0,0,363.758,8064.209,0,0,0,0,0,0,0,0.531,0,27.72,0,0,81.07,43.447,49.863,0,222.022,33.987,0,362.235,0,0,0,1746.936,31.563,0,0,1.996,0,0,221.267,0,6.29,30.429,0,0,424.291,0,2.127,1532.789,0,14.546,0,0,18.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,3.193,0,0,0,0,1.192,1.56,2.837,0,0,0,0,0,222.345,0,0,0,0,1.711,0,0,0,0,0.169,0,0,0,0,0,3.568,0.122,0,0,0,0,8.388,0,0.384,43.047,0,0,0,0.972,0,33.661,243.908,0,5.541,0,0,0,10.674,0,0,0.453,0,0,33.843,482.976,0,0,0,0,0,8842.328,0,0,0,1.031,0,0,0,0,0,0,33.403,442.511,7.24,34.068,0.397,0,0,134.514,348.779,0,0,8.167,8.644,0.45,0,0,4.846,0,0,0,0,0,248.787,0,0,0.658,0,0,0,0,0,0,0,0,0.458,1.13,0,0,0,0,0,0,44.531,0,0,40.767,0,0,0,0,0,0,0,2.092,8.408,0,0,0,0,0,25.081,0.24,0.945,48.896,1.899,0,5.023,21.69,248.882,0,0,0,0,0,0,0,3.584,0,0.006,0,0,2.51,1.002,8.155,14.137,10.572,26.482,0,337.213,0,0,0,23.522,49.004,2.018,0,8.306,0,0,40.434,11.094,42.339,0,0,0,1.48,0,18.263,399.447,2.227,199.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,11.167,9.601,0,0,0,0,0,0,0,0,0,0,220.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.592,0,0,0,0,79.184,0,0,0,0,0,0,0,0,0,73.2,0,0,0,0,0,0,317.157,0,0,0,0,0,0,0,0,0,0,313.333,0,0,0,0,0,0,0,99.077,0,0,2210.174,0,0,0,0,10.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,20.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,85.906,0,0,0,0,0,5.999,0,0,0,0,0.322,0,0,452.724,0,0,0,0,2.358,0,0,0,0,0,0,9.864,0,389.878,0,24.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593,0,0,0,0,0.362,0,0,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.994,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.126,0,72.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,0,9.883,60.964,0,0,0,440.915,4813.122,1766.758,0,44.749,43.226,0.534,0,3154.673,0,1.477,42.061,0,2660.216,0,0,0,65.856,0,10.921,0,43.2,22.057,0,5843.029,0,0,0,29.48,227.621,10852.785,0,266.328,0,0,0,2.8,102.938,0,1.199,3090.752,0,1457.74,0,0,0.36,39.462,0,2.079,247.165,0,3.605,391.803,4206.95,27.869,0,0,0,0,40996.849,0,0,0,7.729,0,0,9.241,11.051,0,7.854,10988.029,501.275,9.6,453.293,57.803,0,363.832,126,10009.641,0,9.802,34722.835,681.31,5.529,21.711,0,6921.143,5.8,2.051,0,107.864,0,1.917,0,6.22,23.939,20.502,6.402,0,0,0,5.838,0,0.289,100.083,63790.3,15.733,12.072,2.047,0,261.555,0,25.3,0,0,5828.535,0,0,0,19.338,893.032,0,0,0,207.277,0,0,153.709,1911.024,25.68,0,230.315,387.361,350.732,85.716,0,27.132,493.468,1963.218,0.31,0,0,0,0,0,0,319.997,0,252.968,0,0,3167.464,17755.587,291.797,698.58,35.063,1014.854,0,1805.669,1.444,0,0,288.459,859.97,20.722,0,19998.895,0,48.762,1855.732,16.067,239.459,0,0,34.839,73.014,13.036,6.43,4480.366,0,50886.75,0,340.953,0,290.46,0,0,4.74,0,0,0,0,0,0,0,0,0,4.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0,3.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,8.212,836.682,2.957,0,0,0,0,0,0,0,0,0,0,2.021,0,0,0,0,0,0,0,0,0,0,0.129,0,0,0,0,0,127.301,0,0,0,0,0,0,21.898,0,0,0.05,0,5.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.361,0,0,0,9.877,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.945,31.559,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,23.362,0,0,0,231.804,0,0,0.05,20.907,0,0,0,0,0,0,0.3,0,0,6.378,0,0,0,15.246,11.983,0,0,0,0,0,0,3.513,0,19.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,43.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.402,0,0,0,0,0,12.591,0.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329,0,0,4.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.257,0,107.482,0.07,0,0,0,40.492,0,0,0,0,0,0,0,0,0,14.224,0,0,0,0,0,0,0,0,0,0,0,6.414,0,13.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.083,0,0,0
"MEX",0,0,61.274,5.271,1.561,0.25,0,3981.098,4258.908,3043.102,0.388,1.995,0,12.742,1.117,43.759,0,6.714,13.81,0,37241.635,6.26,0,9.21,0,2.578,0,0,260.8,0,0,48206.903,0,0.205,0,0,2757.119,8992.904,0,3258.961,4.285,0,0,530.956,28.915,136.986,0.526,340.112,0,13.611,0,201.237,367.076,95.074,0,0,3.342,0,0,517.393,2318.418,10.077,0,0,0,0,55824.374,0,0,0,11.508,0,0.234,0,133.521,0.18,473.105,569.767,1.361,2.422,3.472,0,0,68.045,97.459,691.091,0,126.324,22459.776,0,24.324,0.295,0,1726.017,20.968,1.27,0,7.05,0,0,0,0,0,18.728,0,0,0,1053.909,0,0.212,0,4.305,0,0,0,0,0,0.711,0,0,0,0,7451.14,2.032,0,8.885,4.486,186.947,139.659,0,0,16.242,0,0,0,2406.757,0,21.417,1846.444,0.5,2567.428,241.596,0,3.418,9.839,73.128,0,0,0,0,0,0,0,1.091,0,93.437,0,0,670.132,127.854,46.312,64.14,46.607,516.092,0,228.239,0,0,0,27.19,12.999,0,0,1280.548,0,3.233,3.218,4.965,236.874,0,0,134.053,0,0.321,14.174,3161.052,0,759190.865,0,5.677,0,118.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0.19,0,0,0,0,0,0,0,0,0,0,0,0,2.103,0,397.873,0,0,0,0,0,0,0,0,0,227.001,0,0,4.44,0,0,142.95,0,0,0,0,0,1.25,0,0,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.378,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.06,0,0,0,5.909,13.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",0,1.141,0,0,0,0,0,0,0,0.398,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831,0,0,0,0,20.758,0,0,0,0,0,0,0,0,0,0.813,0.229,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,19.002,0,0,0,0,0,15.076,0,0,0,0,0,15.357,0,0,0,0,0,26.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152,0.626,0,3.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662.434,0,0,0,0,0,0,0,0,0,21.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.603,0,0,6.975,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0,0,0,11.379,0,22.495,0,0,0,0.974,0,0,0,0,0,0,0,1.945,2.199,0,0,0,0,0,0.108,1.519,0,93.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.624,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
